sid,r_d_name,r_s_name,res_1,delay_1,res_2,delay_2
210012,물 솔라,드래그 스킬,sfx_breath_laser,0,,
210013,불 솔라,드래그 스킬,sfx_breath_laser,0,,
210014,빛 솔라,드래그 스킬,sfx_breath_laser,0,,
210021,땅 솔라,패시브 1,,,,
210022,물 솔라,패시브 1,,,,
210023,불 솔라,패시브 1,,,,
210024,빛 솔라,패시브 1,,,,
210031,땅 솔라,패시브 2,,,,
210032,물 솔라,패시브 2,,,,
210033,불 솔라,패시브 2,,,,
210034,빛 솔라,패시브 2,,,,
210041,땅 솔라,드래그 강화,sfx_breath_laser,0,,
210042,물 솔라,드래그 강화,sfx_breath_laser,0,,
210043,불 솔라,드래그 강화,sfx_breath_laser,0,,
210044,빛 솔라,드래그 강화,sfx_breath_laser,0,,
210211,땅 멜로우드래곤,드래그 스킬,sfx_breath_laser,0,,
210212,물 멜로우드래곤,드래그 스킬,sfx_breath_laser,0,,
210213,불 멜로우드래곤,드래그 스킬,sfx_breath_laser,0,,
210214,빛 멜로우드래곤,드래그 스킬,sfx_breath_laser,0,,
210215,어둠 멜로우드래곤,드래그 스킬,sfx_breath_laser,0,,
210221,땅 멜로우드래곤,패시브 1,,,,
210222,물 멜로우드래곤,패시브 1,,,,
210223,불 멜로우드래곤,패시브 1,,,,
210224,빛 멜로우드래곤,패시브 1,,,,
210225,어둠 멜로우드래곤,패시브 1,,,,
210231,땅 멜로우드래곤,패시브 2,,,,
210232,물 멜로우드래곤,패시브 2,,,,
210233,불 멜로우드래곤,패시브 2,,,,
210234,빛 멜로우드래곤,패시브 2,,,,
210235,어둠 멜로우드래곤,패시브 2,,,,
210241,땅 멜로우드래곤,드래그 강화,sfx_breath_laser,0,,
210242,물 멜로우드래곤,드래그 강화,sfx_breath_laser,0,,
210243,불 멜로우드래곤,드래그 강화,sfx_breath_laser,0,,
210244,빛 멜로우드래곤,드래그 강화,sfx_breath_laser,0,,
210245,어둠 멜로우드래곤,드래그 강화,sfx_breath_laser,0,,
210311,땅 로롤리,드래그 스킬,sfx_explosion_big,1,,
210313,불 로롤리,드래그 스킬,sfx_explosion_big,1,,
210315,어둠 로롤리,드래그 스킬,sfx_explosion_big,1,,
210321,땅 로롤리,패시브 1,,,,
210323,불 로롤리,패시브 1,,,,
210325,어둠 로롤리,패시브 1,,,,
210331,땅 로롤리,패시브 2,,,,
210333,불 로롤리,패시브 2,,,,
210335,어둠 로롤리,패시브 2,,,,
210341,땅 로롤리,드래그 강화,sfx_explosion_big,1,,
210343,불 로롤리,드래그 강화,sfx_explosion_big,1,,
210345,어둠 로롤리,드래그 강화,sfx_explosion_big,1,,
210511,땅 제피로스,드래그 스킬,sfx_blackhole,0,,
210513,불 제피로스,드래그 스킬,sfx_blackhole,0,,
210515,어둠 제피로스,드래그 스킬,sfx_blackhole,0,,
210521,땅 제피로스,패시브 1,,,,
210523,불 제피로스,패시브 1,,,,
210525,어둠 제피로스,패시브 1,,,,
210531,땅 제피로스,패시브 2,,,,
210533,불 제피로스,패시브 2,,,,
210535,어둠 제피로스,패시브 2,,,,
210541,땅 제피로스,드래그 강화,sfx_blackhole,0,,
210543,불 제피로스,드래그 강화,sfx_blackhole,0,,
210545,어둠 제피로스,드래그 강화,sfx_blackhole,0,,
210614,빛 마누스,드래그 스킬,sfx_blackhole,0,,
210615,어둠 마누스,드래그 스킬,sfx_blackhole,0,,
210624,빛 마누스,패시브 1,,,,
210625,어둠 마누스,패시브 1,,,,
210634,빛 마누스,패시브 2,,,,
210635,어둠 마누스,패시브 2,,,,
210644,빛 마누스,패시브 3,,,,
210645,어둠 마누스,패시브 3,,,,
210811,땅 루미네스,드래그 스킬,sfx_breath_ice,0,,
210812,물 루미네스,드래그 스킬,sfx_breath_ice,0,,
210815,어둠 루미네스,드래그 스킬,sfx_breath_ice,0,,
210821,땅 루미네스,패시브 1,,,,
210822,물 루미네스,패시브 1,,,,
210825,어둠 루미네스,패시브 1,,,,
210831,땅 루미네스,패시브 2,,,,
210832,물 루미네스,패시브 2,,,,
210835,어둠 루미네스,패시브 2,,,,
210841,땅 루미네스,드래그 강화,sfx_breath_ice,0,,
210842,물 루미네스,드래그 강화,sfx_breath_ice,0,,
210845,어둠 루미네스,드래그 강화,sfx_breath_ice,0,,
210711,땅 아가레스,드래그 스킬,sfx_breath_fire,0,,
210713,불 아가레스,드래그 스킬,sfx_breath_fire,0,,
210715,어둠 아가레스,드래그 스킬,sfx_breath_fire,0,,
210721,땅 아가레스,패시브 1,,,,
210723,불 아가레스,패시브 1,,,,
210725,어둠 아가레스,패시브 1,,,,
210731,땅 아가레스,패시브 2,,,,
210733,불 아가레스,패시브 2,,,,
210735,어둠 아가레스,패시브 2,,,,
210741,땅 아가레스,패시브 3,,,,
210743,불 아가레스,패시브 3,,,,
210745,어둠 아가레스,패시브 3,,,,
210912,물 가디언,드래그 스킬,sfx_breath_laser,0,,
210913,불 가디언,드래그 스킬,sfx_breath_laser,0,,
210914,빛 가디언,드래그 스킬,sfx_breath_laser,0,,
210922,물 가디언,패시브 1,,,,
210923,불 가디언,패시브 1,,,,
210924,빛 가디언,패시브 1,,,,
210932,빛 가디언,패시브 2,,,,
210933,불 가디언,패시브 2,,,,
210934,빛 가디언,패시브 2,,,,
210942,물 가디언,드래그 강화,sfx_breath_laser,0,,
210943,불 가디언,드래그 강화,sfx_breath_laser,0,,
210944,빛 가디언,드래그 강화,sfx_breath_laser,0,,
211011,땅 다크베인,드래그 스킬,sfx_breath_fire,0,,
211013,불 다크베인,드래그 스킬,sfx_breath_fire,0,,
211015,어둠 다크베인,드래그 스킬,sfx_breath_fire,0,,
211021,땅 다크베인,패시브 1,,,,
211023,불 다크베인,패시브 1,,,,
211025,어둠 다크베인,패시브 1,,,,
211031,땅 다크베인,패시브 2,,,,
211033,불 다크베인,패시브 2,,,,
211035,어둠 다크베인,패시브 2,,,,
211041,땅 다크베인,드래그 강화,sfx_breath_fire,0,,
211043,불 다크베인,드래그 강화,sfx_breath_fire,0,,
211045,어둠 다크베인,드래그 강화,sfx_breath_fire,0,,
211111,땅 뱃도치드래곤,드래그 스킬,sfx_body_attack,0,,
211112,물 뱃도치드래곤,드래그 스킬,sfx_body_attack,0,,
211113,불 뱃도치드래곤,드래그 스킬,sfx_body_attack,0,,
211115,어둠 뱃도치드래곤,드래그 스킬,sfx_body_attack,0,,
211121,땅 뱃도치드래곤,패시브 1,,,,
211122,물 뱃도치드래곤,패시브 1,,,,
211123,불 뱃도치드래곤,패시브 1,,,,
211125,어둠 뱃도치드래곤,패시브 1,,,,
211131,땅 뱃도치드래곤,패시브 2,,,,
211132,물 뱃도치드래곤,패시브 2,,,,
211133,불 뱃도치드래곤,패시브 2,,,,
211135,어둠 뱃도치드래곤,패시브 2,,,,
211141,땅 뱃도치드래곤,드래그 강화,sfx_body_attack,0,,
211142,물 뱃도치드래곤,드래그 강화,sfx_body_attack,0,,
211143,불 뱃도치드래곤,드래그 강화,sfx_body_attack,0,,
211145,어둠 뱃도치드래곤,드래그 강화,sfx_body_attack,0,,
211212,물 썬더볼트,드래그 스킬,sfx_breath_thunderbolt,0,,
211214,빛 썬더볼트,드래그 스킬,sfx_breath_thunderbolt,0,,
211222,물 썬더볼트,패시브 1,,,,
211224,빛 썬더볼트,패시브 1,,,,
211232,물 썬더볼트,패시브 2,,,,
211234,빛 썬더볼트,패시브 2,,,,
211242,물 썬더볼트,드래그 강화,sfx_breath_thunderbolt,0,,
211244,빛 썬더볼트,드래그 강화,sfx_breath_thunderbolt,0,,
211311,땅 프로스티,드래그 스킬,sfx_breath_laser,0,,
211312,물 프로스티,드래그 스킬,sfx_breath_laser,0,,
211313,불 프로스티,드래그 스킬,sfx_breath_laser,0,,
211314,빛 프로스티,드래그 스킬,sfx_breath_laser,0,,
211321,땅 프로스티,패시브 1,,,,
211322,물 프로스티,패시브 1,,,,
211323,불 프로스티,패시브 1,,,,
211324,빛 프로스티,패시브 1,,,,
211331,땅 프로스티,패시브 2,,,,
211332,물 프로스티,패시브 2,,,,
211333,불 프로스티,패시브 2,,,,
211334,빛 프로스티,패시브 2,,,,
211341,땅 프로스티,패시브 3,,,,
211342,물 프로스티,패시브 3,,,,
211343,불 프로스티,패시브 3,,,,
211344,빛 프로스티,패시브 3,,,,
211513,불 테카누프,드래그 스킬,sfx_blackhole,0,,
211515,어둠 테카누프,드래그 스킬,sfx_blackhole,0,,
211523,불 테카누프,패시브 1,,,,
211525,어둠 테카누프,패시브 1,,,,
211533,불 테카누프,패시브 2,,,,
211535,어둠 테카누프,패시브 2,,,,
211543,불 테카누프,드래그 강화,sfx_blackhole,0,,
211545,어둠 테카누프,드래그 강화,sfx_blackhole,0,,
211411,땅 미이라곤,드래그 스킬,sfx_explosion_big,0.7,,
211412,물 미이라곤,드래그 스킬,sfx_explosion_big,0.7,,
211413,불 미이라곤,드래그 스킬,sfx_explosion_big,0.7,,
211415,어둠 미이라곤,드래그 스킬,sfx_explosion_big,0.7,,
211421,땅 미이라곤,패시브 1,,,,
211422,물 미이라곤,패시브 1,,,,
211423,불 미이라곤,패시브 1,,,,
211425,어둠 미이라곤,패시브 1,,,,
211431,땅 미이라곤,패시브 2,,,,
211432,물 미이라곤,패시브 2,,,,
211433,불 미이라곤,패시브 2,,,,
211435,어둠 미이라곤,패시브 2,,,,
211441,땅 미이라곤,패시브 3,,,,
211442,물 미이라곤,패시브 3,,,,
211443,불 미이라곤,패시브 3,,,,
211445,어둠 미이라곤,패시브 3,,,,
211612,물 트로페우스,드래그 스킬,sfx_breath_wind,0,,
211613,불 트로페우스,드래그 스킬,sfx_breath_wind,0,,
211614,빛 트로페우스,드래그 스킬,sfx_breath_wind,0,,
211622,물 트로페우스,패시브 1,,,,
211623,불 트로페우스,패시브 1,,,,
211624,빛 트로페우스,패시브 1,,,,
211632,물 트로페우스,패시브 2,,,,
211633,불 트로페우스,패시브 2,,,,
211634,빛 트로페우스,패시브 2,,,,
211642,물 트로페우스,패시브 3,,,,
211643,불 트로페우스,패시브 3,,,,
211644,빛 트로페우스,패시브 3,,,,
211811,땅 마룡,드래그 스킬,sfx_breath_laser,0,,
211812,물 마룡,드래그 스킬,sfx_breath_laser,0,,
211813,불 마룡,드래그 스킬,sfx_breath_laser,0,,
211815,빛 마룡,드래그 스킬,sfx_breath_laser,0,,
211821,땅 마룡,패시브 1,,,,
211822,물 마룡,패시브 1,,,,
211823,불 마룡,패시브 1,,,,
211825,빛 마룡,패시브 1,,,,
211831,땅 마룡,패시브 2,,,,
211832,물 마룡,패시브 2,,,,
211833,불 마룡,패시브 2,,,,
211835,빛 마룡,패시브 2,,,,
211841,땅 마룡,드래그 강화,sfx_breath_laser,0,,
211842,물 마룡,드래그 강화,sfx_breath_laser,0,,
211843,불 마룡,드래그 강화,sfx_breath_laser,0,,
211845,빛 마룡,드래그 강화,sfx_breath_laser,0,,
211911,땅 로루스,드래그 스킬,sfx_breath_laser,0,,
211913,불 로루스,드래그 스킬,sfx_breath_laser,0,,
211914,빛 로루스,드래그 스킬,sfx_breath_laser,0,,
211711,땅 미스틱티니,드래그 스킬,sfx_hurricane,0,,
211712,물 미스틱티니,드래그 스킬,sfx_hurricane,0,,
211713,불 미스틱티니,드래그 스킬,sfx_hurricane,0,,
211714,빛 미스틱티니,드래그 스킬,sfx_hurricane,0,,
211741,땅 미스틱티니,드래그 강화,sfx_hurricane,0,,
211742,물 미스틱티니,드래그 강화,sfx_hurricane,0,,
211743,불 미스틱티니,드래그 강화,sfx_hurricane,0,,
211744,빛 미스틱티니,드래그 강화,sfx_hurricane,0,,
212015,어둠 저네르,드래그 스킬,sfx_blackhole,0,,
213011,땅 제노스,드래그 스킬,sfx_wave,0,,
213012,물 제노스,드래그 스킬,sfx_wave,0,,
213014,빛 제노스,드래그 스킬,sfx_wave,0,,
214013,불 디멘션드래곤,드래그 스킬,sfx_breath_laser,0,,
214014,빛 디멘션드래곤,드래그 스킬,sfx_breath_laser,0,,
214015,어둠 디멘션드래곤,드래그 스킬,sfx_breath_laser,0,,
214043,불 디멘션드래곤,드래그 강화,sfx_breath_laser,0,,
214044,빛 디멘션드래곤,드래그 강화,sfx_breath_laser,0,,
214045,어둠 디멘션드래곤,드래그 강화,sfx_breath_laser,0,,
214111,땅 일란,드래그 스킬,sfx_breath_laser,1,,
214112,물 일란,드래그 스킬,sfx_breath_laser,1,,
214115,어둠 일란,드래그 스킬,sfx_breath_laser,1,,
214211,땅 머드드래곤,드래그 스킬,sfx_wave,0,,
214212,물 머드드래곤,드래그 스킬,sfx_wave,0,,
214214,빛 머드드래곤,드래그 스킬,sfx_wave,0,,
214311,땅 카마리,드래그 스킬,sfx_breath_thunderbolt,0.5,sfx_claw,1
214314,빛 카마리,드래그 스킬,sfx_breath_thunderbolt,0.5,sfx_claw,1
214341,땅 카마리,드래그 강화,sfx_breath_thunderbolt,0.5,sfx_claw,1
214344,빛 카마리,드래그 강화,sfx_breath_thunderbolt,0.5,sfx_claw,1
214412,물 드래곤 슬레이어,드래그 스킬,sfx_breath_fire,0,,
214413,불 드래곤 슬레이어,드래그 스킬,sfx_breath_fire,0,,
214415,어둠 드래곤 슬레이어,드래그 스킬,sfx_breath_fire,0,,
214442,물 드래곤 슬레이어,드래그 강화,sfx_breath_fire,0,,
214443,불 드래곤 슬레이어,드래그 강화,sfx_breath_fire,0,,
214445,어둠 드래곤 슬레이어,드래그 강화,sfx_breath_fire,0,,
214611,땅 카오스,드래그 스킬,sfx_breath_laser,0,,
214612,물 카오스,드래그 스킬,sfx_breath_laser,0,,
214613,불 카오스,드래그 스킬,sfx_breath_laser,0,,
214615,어둠 카오스,드래그 스킬,sfx_breath_laser,0,,
214713,불 타나토스,드래그 스킬,sfx_blackhole,0,,
214714,빛 타나토스,드래그 스킬,sfx_blackhole,0,,
214914,빛 아실리,드래그 스킬,sfx_breath_thunderbolt,0,,
214944,빛 아실리,드래그 강화,sfx_breath_thunderbolt,0,,
215011,땅 틸키,드래그 스킬,sfx_shield,0,,
215012,물 틸키,드래그 스킬,sfx_shield,0,,
215014,빛 틸키,드래그 스킬,sfx_shield,0,,
215015,어둠 틸키,드래그 스킬,sfx_shield,0,,
215041,땅 틸키,드래그 강화,sfx_shield,0,,
215042,물 틸키,드래그 강화,sfx_shield,0,,
215044,빛 틸키,드래그 강화,sfx_shield,0,,
215045,어둠 틸키,드래그 강화,sfx_shield,0,,
215111,땅 유리온,드래그 스킬,sfx_claw,0,,
215112,물 유리온,드래그 스킬,sfx_claw,0,,
215115,어둠 유리온,드래그 스킬,sfx_claw,0,,
215141,땅 유리온,드래그 강화,sfx_claw,0,,
215142,물 유리온,드래그 강화,sfx_claw,0,,
215145,어둠 유리온,드래그 강화,sfx_claw,0,,
215212,물 혼,드래그 스킬,sfx_breath_fire,0,,
215213,불 혼,드래그 스킬,sfx_breath_fire,0,,
215214,빛 혼,드래그 스킬,sfx_breath_fire,0,,
215242,물 혼,드래그 강화,sfx_breath_fire,0,,
215243,불 혼,드래그 강화,sfx_breath_fire,0,,
215244,빛 혼,드래그 강화,sfx_breath_fire,0,,
215311,땅 스트라,드래그 스킬,sfx_heal,0,sfx_buff_get_2,1
215312,물 스트라,드래그 스킬,sfx_heal,0,sfx_buff_get_2,1
215314,빛 스트라,드래그 스킬,sfx_heal,0,sfx_buff_get_2,1
215341,땅 스트라,드래그 강화,sfx_heal,0,sfx_buff_get_2,1
215342,물 스트라,드래그 강화,sfx_heal,0,sfx_buff_get_2,1
215344,빛 스트라,드래그 강화,sfx_heal,0,sfx_buff_get_2,1
215411,땅 발록,드래그 스킬,sfx_breath_fire,0,,
215413,불 발록,드래그 스킬,sfx_breath_fire,0,,
215414,빛 발록,드래그 스킬,sfx_breath_fire,0,,
215511,땅 레무레스,드래그 스킬,sfx_wave,0,,
215515,어둠 레무레스,드래그 스킬,sfx_wave,0,,
215541,땅 레무레스,드래그 강화,sfx_wave,0,,
215545,어둠 레무레스,드래그 강화,sfx_wave,0,,
215612,물 포세이돈,드래그 스킬,sfx_hurricane,0,,
215614,빛 포세이돈,드래그 스킬,sfx_hurricane,0,,
215615,어둠 포세이돈,드래그 스킬,sfx_hurricane,0,,
215642,물 포세이돈,드래그 강화,sfx_hurricane,0,,
215644,빛 포세이돈,드래그 강화,sfx_hurricane,0,,
215645,어둠 포세이돈,드래그 강화,sfx_hurricane,0,,
215812,물 말로단,드래그 스킬,sfx_breath_laser,0,,
215814,빛 말로단,드래그 스킬,sfx_breath_laser,0,,
215842,물 말로단,드래그 강화,sfx_breath_laser,0,,
215844,빛 말로단,드래그 강화,sfx_breath_laser,0,,
215913,불 메테오라,드래그 스킬,sfx_blackhole,0,,
215915,어둠 메테오라,드래그 스킬,sfx_blackhole,0,,
216011,땅 헬카이저,드래그 스킬,sfx_breath_fire,0,,
216013,불 헬카이저,드래그 스킬,sfx_breath_fire,0,,
216015,어둠 헬카이저,드래그 스킬,sfx_breath_fire,0,,
216041,땅 헬카이저,드래그 강화,sfx_breath_fire,0,,
216043,불 헬카이저,드래그 강화,sfx_breath_fire,0,,
216045,어둠 헬카이저,드래그 강화,sfx_breath_fire,0,,
216112,물 이터널,드래그 스킬,sfx_breath_laser,0,,
216113,불 이터널,드래그 스킬,sfx_breath_laser,0,,
216114,빛 이터널,드래그 스킬,sfx_breath_laser,0,,
216142,물 이터널,드래그 강화,sfx_breath_laser,0,,
216143,불 이터널,드래그 강화,sfx_breath_laser,0,,
216144,빛 이터널,드래그 강화,sfx_breath_laser,0,,
216212,물 오르도,드래그 스킬,sfx_breath_wind,0,,
216213,불 오르도,드래그 스킬,sfx_breath_wind,0,,
216214,빛 오르도,드래그 스킬,sfx_breath_wind,0,,
216242,물 오르도,드래그 강화,sfx_breath_wind,0,,
216243,불 오르도,드래그 강화,sfx_breath_wind,0,,
216244,빛 오르도,드래그 강화,sfx_breath_wind,0,,
216611,땅 화이트 디스트로이어,드래그 스킬,sfx_breath_laser,0,,
216613,불 화이트 디스트로이어,드래그 스킬,sfx_breath_laser,0,,
216614,빛 화이트 디스트로이어,드래그 스킬,sfx_breath_laser,0,,
216641,땅 화이트 디스트로이어,드래그 강화,sfx_breath_laser,0,,
216643,불 화이트 디스트로이어,드래그 강화,sfx_breath_laser,0,,
216644,빛 화이트 디스트로이어,드래그 강화,sfx_breath_laser,0,,
216813,불 아바돈,드래그 스킬,sfx_breath_fire,0,,
216823,불 아바돈,패시브 1,sfx_explosion_big,0,,
216833,불 아바돈,패시브 2,,0,,
216843,불 아바돈,드래그 강화,sfx_breath_fire,0,,
217011,땅 아르테미스드래곤,드래그 스킬,sfx_explosion_small,0,,
217012,물 아르테미스드래곤,드래그 스킬,sfx_explosion_small,0,,
217015,어둠 아르테미스드래곤,드래그 스킬,sfx_explosion_small,0,,
217021,땅 아르테미스드래곤,패시브 1,sfx_shield,0,,
217022,물 아르테미스드래곤,패시브 1,sfx_shield,0,,
217025,어둠 아르테미스드래곤,패시브 1,sfx_shield,0,,
217031,땅 아르테미스드래곤,패시브 2,sfx_wind,0.2,,
217032,물 아르테미스드래곤,패시브 2,sfx_wind,0.2,,
217035,어둠 아르테미스드래곤,패시브 2,sfx_wind,0.2,,
217041,땅 아르테미스드래곤,드래그 강화,sfx_explosion_small,0,,
217042,물 아르테미스드래곤,드래그 강화,sfx_explosion_small,0,,
217045,어둠 아르테미스드래곤,드래그 강화,sfx_explosion_small,0,,
217111,땅 다르누스,드래그 스킬,sfx_heal,0.2,,
217112,물 다르누스,드래그 스킬,sfx_heal,0.2,,
217114,빛 다르누스,드래그 스킬,sfx_heal,0.2,,
217131,땅 다르누스,패시브 2,sfx_heal,0,,
217132,물 다르누스,패시브 3,sfx_heal,0,,
217134,빛 다르누스,패시브 4,sfx_heal,0,,
215812,물 말로단,드래그 스킬,sfx_breath_laser,0.2,,
215842,물 말로단,드래그 강화,sfx_breath_laser,0.2,,
215814,빛 말로단,드래그 스킬,sfx_breath_laser,0.2,,
215844,빛 말로단,드래그 강화,sfx_breath_laser,0.2,,
216511,땅 합라,드래그 스킬,sfx_breath_thunderbolt,0.2,,
216513,불 합라,드래그 스킬,sfx_breath_thunderbolt,0.2,,
216514,빛 합라,드래그 스킬,sfx_breath_thunderbolt,0.2,,
216521,땅 합라,패시브 1,,,,
216523,불 합라,패시브 1,,,,
216524,빛 합라,패시브 1,,,,
217212,물 폴투누스,드래그 스킬,sfx_wave,0,,
216413,탈릿사,드래그 스킬,sfx_breath_fire,0,,
216423,탈릿사,패시브 1,sfx_explosion_big,1,,
216443,탈릿사,드래그 강화,sfx_breath_fire,0,,
217315,어둠 세에레,드래그 스킬,efx_stun,0.2,,
217325,어둠 세에레,패시브 1,efx_stun,0,,
217335,어둠 세에레,패시브 2,sfx_buff_get_1,0,,
217615,어둠 마카라,드래그 스킬,sfx_blackhole,0,,
217625,어둠 마카라,패시브 1,,0,,
217635,어둠 마카라,패시브 2,,0,,
217645,어둠 마카라,패시브 3,sfx_claw,0,,
218014,빛 밀라타스,드래그 스킬,sfx_claw,0.5,,
218024,빛 밀라타스,패시브 1,efx_attack,0,,
218034,빛 밀라타스,패시브 2,efx_attack,0,,
218044,빛 밀라타스,드래그 강화,sfx_claw,0.5,,
218113,불 에피트,드래그 스킬,efx_burn,0.2,,
218123,불 에피트,패시브 1,,,,
218133,불 에피트,패시브 2,,,,
218143,불 에피트,패시브 3,,,,
218211,땅 글루토니,드래그 스킬,sfx_blackhole,0,,
218221,땅 글루토니,패시브 1,,,,
218231,땅 글루토니,패시브 2,,,,
218241,땅 글루토니,패시브 3,,,,
218313,불 페티아,드래그 스킬,sfx_heal,0.2,,
218323,불 페티아,패시브 1,,,,
218333,불 페티아,패시브 2,efx_attack,0,,
218343,불 페티아,패시브 3,,,,
218412,물 엔비,드래그 스킬,sfx_breath_ice,0.2,,
218422,물 엔비,패시브 1,sfx_thunderbolt,0,,
218432,물 엔비,패시브 2,sfx_breath_thunderbolt,0,,
218442,물 엔비,패시브 3,sfx_explosion_small,0,,
218514,빛 인스트리아,드래그 스킬,sfx_breath_laser,0,,
218611,땅 오베론,드래그 스킬,sfx_heal,0,,
218715,어둠 프라이드,드래그 스킬,sfx_earthquake,0.5,,
218725,어둠 프라이드,패시브 1,sfx_claw,0.1,,
218735,어둠 프라이드,패시브 2,sfx_breath_thunderbolt,0.2,sfx_breath_thunderbolt,1
218745,어둠 프라이드,패시브 3,efx_midboss_die,0.1,,
218812,물 라루스,드래그 스킬,sfx_heal,0.2,,
218822,물 라루스,패시브 1,sfx_heal,0,,
218832,물 라루스,패시브 2,efx_attack,1,,
218842,물 라루스,패시브 3,sfx_heal,0,,
218914,빛 포너,드래그 스킬,sfx_shield,,,
218924,빛 포너,패시브 1,sfx_shield,,,
218934,빛 포너,패시브 2,,,,
218944,빛 포너,패시브 3,sfx_wind,,,
219011,땅 베네보렌티아,드래그 스킬,sfx_hurricane,,,
219021,땅 베네보렌티아,패시브 1,sfx_debuff,,,
219031,땅 베네보렌티아,패시브 2,efx_burn,,,
219041,땅 베네보렌티아,드래그 강화,sfx_hurricane,,,
219113,불 라스,드래그 스킬,sfx_breath_fire,0,,
219123,불 라스,패시브 1,,0,,
219133,불 라스,패시브 2,efx_burn,0,,
219143,불 라스,드래그 강화,sfx_breath_fire,0,,
219215,어둠 그리드,드래그 스킬,sfx_heal,,,
219225,어둠 그리드,패시브 1,sfx_buff_get_2,,,
219235,어둠 그리드,패시브 2,sfx_explosion_big,,,
219245,어둠 그리드,패시브 3,sfx_blackhole,,,
219313,불 마카롱,드래그 스킬,sfx_explosion_small,,,
219323,불 마카롱,패시브 1,,,,
219333,불 마카롱,패시브 2,,,,
219343,불 마카롱,드래그 강화,sfx_explosion_small,,,
219411,땅 네무스,드래그 스킬,sfx_blackhole,0,sfx_explosion_big,2.1
219421,땅 네무스,패시브 1,sfx_breath_fire,1,,
219431,땅 네무스,패시브 2,sfx_thunderbolt,0,,
219441,땅 네무스,패시브 3,,,,
219514,빛 태초의 고대신룡,드래그 스킬,sfx_breath_laser,0,sfx_breath_thunderbolt,1.5
219524,빛 태초의 고대신룡,패시브 1,sfx_breath_laser,0,,
219534,빛 태초의 고대신룡,패시브 2,,,,
219544,빛 태초의 고대신룡,패시브 3,,,,
219612,물 레슬로,드래그 스킬,sfx_explosion_big,2,sfx_explosion_big,3
219622,물 레슬로,패시브 1,,,,
219632,물 레슬로,패시브 2,,,,
219642,물 레슬로,패시브 3,,,,
219715,어둠 바르그,드래그 스킬,sfx_wind,,,
219725,어둠 바르그,패시브 1,efx_attack,,,
219735,어둠 바르그,패시브 2,sfx_buff_get_2,,,
219745,어둠 바르그,드래그 강화,sfx_wind,,,
219811,땅 카네드,드래그 스킬,sfx_thunderbolt,,,
219821,땅 카네드,패시브 1,sfx_blackhole,,,
219831,땅 카네드,패시브 2,sfx_debuff,,,
219841,땅 카네드,드래그 강화,sfx_thunderbolt,,,
219913,,드래그 스킬,sfx_heal,,,
220012,,드래그 스킬,sfx_blackhole,,,
220022,,패시브 1,sfx_breath_fire,,,
220032,,패시브 2,sfx_buff_get_2,,,
220042,,패시브 3,sfx_buff_get_2,,,
220112,,드래그 스킬,sfx_heal,,,
220122,,패시브 1,,,,
220132,,패시브 2,sfx_buff_get_2,,,
220145,,드래그 강화,sfx_heal,,,
220211,,드래그 스킬,sfx_breath_ice,,,
220221,,패시브 1,sfx_hurricane,,,
220231,,패시브 2,sfx_shield,,,
220241,,드래그 강화,sfx_breath_ice,,,
220311,,드래그 스킬,sfx_explosion_big,,,
220321,,패시브 1,sfx_heal,,,
220341,,드래그 강화,sfx_explosion_big,,,
220413,,드래그 스킬,sfx_wind,,,
220423,,패시브 1,sfx_shield,,,
220515,파멸의 다크닉스,드래그 스킬,sfx_breath_fire,,,
220525,파멸의 다크닉스,패시브 1,sfx_thunderbolt,,,
220535,파멸의 다크닉스,패시브 2,sfx_blackhole,,,
220545,파멸의 다크닉스,드래그 강화,sfx_breath_fire,,,
219813,불 칼리시,드래그 스킬,sfx_heal,,,
219823,불 칼리시,패시브 1,,,,
219833,불 칼리시,패시브 2,,,,
219843,불 칼리시,패시브 3,sfx_shield,,,
220615,어둠 마스테마,드래그 스킬,sfx_earthquake,0.5,,
220625,어둠 마스테마,패시브 1,sfx_shield,0,,
220635,어둠 마스테마,패시브 2,sfx_heal,0.2,,
220645,어둠 마스테마,패시브 3,,,,
220713,불 태초의 번개고룡,드래그 스킬,sfx_breath_thunderbolt,,,
220723,불 태초의 번개고룡,패시브 1,sfx_thunderbolt,,,
220733,불 태초의 번개고룡,패시브 2,,,,
220743,불 태초의 번개고룡,드래그 강화,sfx_breath_thunderbolt,,,
220812,물 체스토,드래그 스킬,sfx_wave,,,
220822,물 체스토,패시브 1,,,,
220832,물 체스토,패시브 2,sfx_heal,,,
220842,물 체스토,드래그 강화,sfx_wave,,,
220914,빛 카루라,드래그 스킬,sfx_buff_get_1,,,
220924,빛 카루라,패시브 1,sfx_thunderbolt,,,
220934,빛 카루라,패시브 2,,,,
220944,빛 카루라,드래그 강화,sfx_buff_get_1,,,
800121,땅 부엉이,패시브 1,sfx_wind,0,,
800122,물 부엉이,패시브 1,sfx_wind,0,,
800123,불 부엉이,패시브 1,sfx_wind,0,,
800221,땅 괴물 식물,패시브 1,,,,
800222,물 괴물 식물,패시브 1,,,,
800223,불 괴물 식물,패시브 1,,,,
800321,땅 해골생선,패시브 1,sfx_wind,0,,
800322,물 해골생선,패시브 1,sfx_wind,0,,
800323,불 해골생선,패시브 1,sfx_wind,0,,
800421,땅 미니언,패시브 1,sfx_heal,0.2,,
800422,물 미니언,패시브 1,sfx_heal,0.2,,
800423,불 미니언,패시브 1,sfx_heal,0.2,,
