slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_goal_powerate,lv,r_dragon,t_name,r_chance_type,r_count_power_rate,col_01,mod_01,val_01,t_desc,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05
21502503,215025,legend,패시브 1,660,330,3,어둠 틸키,모래바람,indie_time,5,power_rate,add,66,스킬의 피해량 20% 증가,,,,,,,,,,,,
21502504,215025,legend,패시브 1,660,330,4,어둠 틸키,모래바람,indie_time,5,power_rate,add,66,스킬의 피해량 30% 증가,,,,,,,,,,,,
21502505,215025,legend,패시브 1,660,330,5,어둠 틸키,모래바람,indie_time,2.5,power_rate,add,132,스킬의 피해량 50% 증가,,,,,,,,,,,,
21503501,215035,legend,패시브 2,,,1,어둠 틸키,모래별의 우정,passive,,,,,강화 효과 없음,,,,,,,,,,,,
21503502,215035,legend,패시브 2,,,2,어둠 틸키,모래별의 우정,passive,,add_option_value_1,add,2,치명 확률 2% 추가 증가,,,,,,,,,,,,
21503503,215035,legend,패시브 2,,,3,어둠 틸키,모래별의 우정,passive,,add_option_value_1,add,2,치명 확률 4% 추가 증가,,,,,,,,,,,,
21503504,215035,legend,패시브 2,,,4,어둠 틸키,모래별의 우정,passive,,add_option_value_1,add,2,치명 확률 6% 추가 증가,,,,,,,,,,,,
21503505,215035,legend,패시브 2,,,5,어둠 틸키,모래별의 우정,passive,,add_option_value_1,add,4,치명 확률 10% 추가 증가,,,,,,,,,,,,
21511101,215111,legend,드래그 스킬,,,1,땅 유리온,빛의 조각,active,0,,,,강화 효과 없음,,,,,,,,,,,,
21511102,215111,legend,드래그 스킬,,,2,땅 유리온,빛의 조각,active,0,add_option_time_1,add,1,지속시간 1초 증가,add_option_time_2,add,1,,,,,,,,,
21511103,215111,legend,드래그 스킬,,,3,땅 유리온,빛의 조각,active,0,add_option_time_1,add,1,지속시간 2초 증가,add_option_time_2,add,1,,,,,,,,,
21511104,215111,legend,드래그 스킬,,,4,땅 유리온,빛의 조각,active,0,add_option_time_1,add,1,지속시간 3초 증가,add_option_time_2,add,1,,,,,,,,,
21511105,215111,legend,드래그 스킬,,,5,땅 유리온,빛의 조각,active,0,add_option_time_1,add,2,지속시간 5초 증가,add_option_time_2,add,2,,,,,,,,,
21512101,215121,legend,패시브 1,,,1,땅 유리온,빛의 가속,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21512102,215121,legend,패시브 1,,,2,땅 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,2,재사용 시간 감소량 2% 증가,,,,,,,,,,,,
21512103,215121,legend,패시브 1,,,3,땅 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,2,재사용 시간 감소량 4% 증가,,,,,,,,,,,,
21512104,215121,legend,패시브 1,,,4,땅 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,2,재사용 시간 감소량 6% 증가,,,,,,,,,,,,
21512105,215121,legend,패시브 1,,,5,땅 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,4,재사용 시간 감소량 10% 증가,,,,,,,,,,,,
21513101,215131,legend,패시브 2,,,1,땅 유리온,마나의 샘,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21513102,215131,legend,패시브 2,,,2,땅 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
21513103,215131,legend,패시브 2,,,3,땅 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
21513104,215131,legend,패시브 2,,,4,땅 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
21513105,215131,legend,패시브 2,,,5,땅 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 8초 감소,,,,,,,,,,,,
21511201,215112,legend,드래그 스킬,,,1,물 유리온,빛의 조각,active,0,,,,강화 효과 없음,,,,,,,,,,,,
21511202,215112,legend,드래그 스킬,,,2,물 유리온,빛의 조각,active,0,add_option_time_1,add,1,지속시간 1초 증가,add_option_time_2,add,1,,,,,,,,,
21511203,215112,legend,드래그 스킬,,,3,물 유리온,빛의 조각,active,0,add_option_time_1,add,1,지속시간 2초 증가,add_option_time_2,add,1,,,,,,,,,
21511204,215112,legend,드래그 스킬,,,4,물 유리온,빛의 조각,active,0,add_option_time_1,add,1,지속시간 3초 증가,add_option_time_2,add,1,,,,,,,,,
21511205,215112,legend,드래그 스킬,,,5,물 유리온,빛의 조각,active,0,add_option_time_1,add,2,지속시간 5초 증가,add_option_time_2,add,2,,,,,,,,,
21512201,215122,legend,패시브 1,,,1,물 유리온,빛의 가속,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21512202,215122,legend,패시브 1,,,2,물 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,2,재사용 시간 감소량 2% 증가,,,,,,,,,,,,
21512203,215122,legend,패시브 1,,,3,물 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,2,재사용 시간 감소량 4% 증가,,,,,,,,,,,,
21512204,215122,legend,패시브 1,,,4,물 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,2,재사용 시간 감소량 6% 증가,,,,,,,,,,,,
21512205,215122,legend,패시브 1,,,5,물 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,4,재사용 시간 감소량 10% 증가,,,,,,,,,,,,
21513201,215132,legend,패시브 2,,,1,물 유리온,마나의 샘,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21513202,215132,legend,패시브 2,,,2,물 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
21513203,215132,legend,패시브 2,,,3,물 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
21513204,215132,legend,패시브 2,,,4,물 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
21513205,215132,legend,패시브 2,,,5,물 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 8초 감소,,,,,,,,,,,,
21511501,215115,legend,드래그 스킬,,,1,어둠 유리온,빛의 조각,active,0,,,,강화 효과 없음,,,,,,,,,,,,
21511502,215115,legend,드래그 스킬,,,2,어둠 유리온,빛의 조각,active,0,add_option_time_1,add,1,지속시간 1초 증가,add_option_time_2,add,1,,,,,,,,,
21511503,215115,legend,드래그 스킬,,,3,어둠 유리온,빛의 조각,active,0,add_option_time_1,add,1,지속시간 2초 증가,add_option_time_2,add,1,,,,,,,,,
21511504,215115,legend,드래그 스킬,,,4,어둠 유리온,빛의 조각,active,0,add_option_time_1,add,1,지속시간 3초 증가,add_option_time_2,add,1,,,,,,,,,
21511505,215115,legend,드래그 스킬,,,5,어둠 유리온,빛의 조각,active,0,add_option_time_1,add,2,지속시간 5초 증가,add_option_time_2,add,2,,,,,,,,,
21512501,215125,legend,패시브 1,,,1,어둠 유리온,빛의 가속,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21512502,215125,legend,패시브 1,,,2,어둠 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,2,재사용 시간 감소량 2% 증가,,,,,,,,,,,,
21512503,215125,legend,패시브 1,,,3,어둠 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,2,재사용 시간 감소량 4% 증가,,,,,,,,,,,,
21512504,215125,legend,패시브 1,,,4,어둠 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,2,재사용 시간 감소량 6% 증가,,,,,,,,,,,,
21512505,215125,legend,패시브 1,,,5,어둠 유리온,빛의 가속,indie_time_short,,add_option_value_1,add,4,재사용 시간 감소량 10% 증가,,,,,,,,,,,,
21513501,215135,legend,패시브 2,,,1,어둠 유리온,마나의 샘,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21513502,215135,legend,패시브 2,,,2,어둠 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
21513503,215135,legend,패시브 2,,,3,어둠 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
21513504,215135,legend,패시브 2,,,4,어둠 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
21513505,215135,legend,패시브 2,,,5,어둠 유리온,마나의 샘,indie_time_short,,chance_value,add,-2,재사용 시간 8초 감소,,,,,,,,,,,,
21521201,215212,legend,드래그 스킬,130,65,1,물 혼,혼의 불꽃,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21521202,215212,legend,드래그 스킬,130,65,2,물 혼,혼의 불꽃,active,5,power_rate,add,13,스킬의 피해량 10% 증가,,,,,,,,,,,,
21521203,215212,legend,드래그 스킬,130,65,3,물 혼,혼의 불꽃,active,5,power_rate,add,13,스킬의 피해량 20% 증가,,,,,,,,,,,,
21521204,215212,legend,드래그 스킬,130,65,4,물 혼,혼의 불꽃,active,5,power_rate,add,13,스킬의 피해량 30% 증가,,,,,,,,,,,,
21521205,215212,legend,드래그 스킬,130,65,5,물 혼,혼의 불꽃,active,2.5,power_rate,add,26,스킬의 피해량 50% 증가,,,,,,,,,,,,
21522201,215222,legend,패시브 1,,,1,물 혼,혼백의 탄,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
21522202,215222,legend,패시브 1,,,2,물 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21522203,215222,legend,패시브 1,,,3,물 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21522204,215222,legend,패시브 1,,,4,물 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21522205,215222,legend,패시브 1,,,5,물 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 4초 감소,,,,,,,,,,,,
21523201,215232,legend,패시브 2,,,1,물 혼,영혼의 힘,passive,,,,,강화 효과 없음,,,,,,,,,,,,
21523202,215232,legend,패시브 2,,,2,물 혼,영혼의 힘,passive,,add_option_value_1,add,2,치명 확률 2% 추가 증가,,,,,,,,,,,,
21523203,215232,legend,패시브 2,,,3,물 혼,영혼의 힘,passive,,add_option_value_1,add,2,치명 확률 4% 추가 증가,,,,,,,,,,,,
21523204,215232,legend,패시브 2,,,4,물 혼,영혼의 힘,passive,,add_option_value_1,add,2,치명 확률 6% 추가 증가,,,,,,,,,,,,
21523205,215232,legend,패시브 2,,,5,물 혼,영혼의 힘,passive,,add_option_value_1,add,4,치명 확률 10% 추가 증가,,,,,,,,,,,,
21521301,215213,legend,드래그 스킬,130,65,1,불 혼,혼의 불꽃,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21521302,215213,legend,드래그 스킬,130,65,2,불 혼,혼의 불꽃,active,5,power_rate,add,13,스킬의 피해량 10% 증가,,,,,,,,,,,,
21521303,215213,legend,드래그 스킬,130,65,3,불 혼,혼의 불꽃,active,5,power_rate,add,13,스킬의 피해량 20% 증가,,,,,,,,,,,,
21521304,215213,legend,드래그 스킬,130,65,4,불 혼,혼의 불꽃,active,5,power_rate,add,13,스킬의 피해량 30% 증가,,,,,,,,,,,,
21521305,215213,legend,드래그 스킬,130,65,5,불 혼,혼의 불꽃,active,2.5,power_rate,add,26,스킬의 피해량 50% 증가,,,,,,,,,,,,
21522301,215223,legend,패시브 1,,,1,불 혼,혼백의 탄,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
21522302,215223,legend,패시브 1,,,2,불 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21522303,215223,legend,패시브 1,,,3,불 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21522304,215223,legend,패시브 1,,,4,불 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21522305,215223,legend,패시브 1,,,5,불 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 4초 감소,,,,,,,,,,,,
21523301,215233,legend,패시브 2,,,1,불 혼,영혼의 힘,passive,,,,,강화 효과 없음,,,,,,,,,,,,
21523302,215233,legend,패시브 2,,,2,불 혼,영혼의 힘,passive,,add_option_value_1,add,2,치명 확률 2% 추가 증가,,,,,,,,,,,,
21523303,215233,legend,패시브 2,,,3,불 혼,영혼의 힘,passive,,add_option_value_1,add,2,치명 확률 4% 추가 증가,,,,,,,,,,,,
21523304,215233,legend,패시브 2,,,4,불 혼,영혼의 힘,passive,,add_option_value_1,add,2,치명 확률 6% 추가 증가,,,,,,,,,,,,
21523305,215233,legend,패시브 2,,,5,불 혼,영혼의 힘,passive,,add_option_value_1,add,4,치명 확률 10% 추가 증가,,,,,,,,,,,,
21521401,215214,legend,드래그 스킬,130,65,1,빛 혼,혼의 불꽃,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21521402,215214,legend,드래그 스킬,130,65,2,빛 혼,혼의 불꽃,active,5,power_rate,add,13,스킬의 피해량 10% 증가,,,,,,,,,,,,
21521403,215214,legend,드래그 스킬,130,65,3,빛 혼,혼의 불꽃,active,5,power_rate,add,13,스킬의 피해량 20% 증가,,,,,,,,,,,,
21521404,215214,legend,드래그 스킬,130,65,4,빛 혼,혼의 불꽃,active,5,power_rate,add,13,스킬의 피해량 30% 증가,,,,,,,,,,,,
21521405,215214,legend,드래그 스킬,130,65,5,빛 혼,혼의 불꽃,active,2.5,power_rate,add,26,스킬의 피해량 50% 증가,,,,,,,,,,,,
21522401,215224,legend,패시브 1,,,1,빛 혼,혼백의 탄,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
21522402,215224,legend,패시브 1,,,2,빛 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21522403,215224,legend,패시브 1,,,3,빛 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21522404,215224,legend,패시브 1,,,4,빛 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21522405,215224,legend,패시브 1,,,5,빛 혼,혼백의 탄,indie_time,,chance_value,add,-1,재사용 시간 4초 감소,,,,,,,,,,,,
21523401,215234,legend,패시브 2,,,1,빛 혼,영혼의 힘,passive,,,,,강화 효과 없음,,,,,,,,,,,,
21523402,215234,legend,패시브 2,,,2,빛 혼,영혼의 힘,passive,,add_option_value_1,add,2,치명 확률 2% 추가 증가,,,,,,,,,,,,
21523403,215234,legend,패시브 2,,,3,빛 혼,영혼의 힘,passive,,add_option_value_1,add,2,치명 확률 4% 추가 증가,,,,,,,,,,,,
21523404,215234,legend,패시브 2,,,4,빛 혼,영혼의 힘,passive,,add_option_value_1,add,2,치명 확률 6% 추가 증가,,,,,,,,,,,,
21523405,215234,legend,패시브 2,,,5,빛 혼,영혼의 힘,passive,,add_option_value_1,add,4,치명 확률 10% 추가 증가,,,,,,,,,,,,
21531101,215311,legend,드래그 스킬,,,1,땅 스트라,방출의 서,active,,,,,강화 효과 없음,,,,,,,,,,,,
21531102,215311,legend,드래그 스킬,,,2,땅 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 10% 증가,,,,,,,,,,,,
21531103,215311,legend,드래그 스킬,,,3,땅 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 20% 증가,,,,,,,,,,,,
21531104,215311,legend,드래그 스킬,,,4,땅 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 30% 증가,,,,,,,,,,,,
21531105,215311,legend,드래그 스킬,,,5,땅 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 40% 증가,,,,,,,,,,,,
21532101,215321,legend,패시브 1,,,1,땅 스트라,원기 방출,enemy_dead,,,,,강화 효과 없음,,,,,,,,,,,,
21532102,215321,legend,패시브 1,,,2,땅 스트라,원기 방출,enemy_dead,,cooldown,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21532103,215321,legend,패시브 1,,,3,땅 스트라,원기 방출,enemy_dead,,cooldown,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21532104,215321,legend,패시브 1,,,4,땅 스트라,원기 방출,enemy_dead,,cooldown,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21532105,215321,legend,패시브 1,,,5,땅 스트라,원기 방출,enemy_dead,,cooldown,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21533101,215331,legend,패시브 2,,,1,땅 스트라,마력 방출,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21533102,215331,legend,패시브 2,,,2,땅 스트라,마력 방출,indie_time_short,,cooldown,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
21533103,215331,legend,패시브 2,,,3,땅 스트라,마력 방출,indie_time_short,,cooldown,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
21533104,215331,legend,패시브 2,,,4,땅 스트라,마력 방출,indie_time_short,,cooldown,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
21533105,215331,legend,패시브 2,,,5,땅 스트라,마력 방출,indie_time_short,,cooldown,add,-4,재사용 시간 10초 감소,,,,,,,,,,,,
21531201,215312,legend,드래그 스킬,,,1,물 스트라,방출의 서,active,,,,,강화 효과 없음,,,,,,,,,,,,
21531202,215312,legend,드래그 스킬,,,2,물 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 10% 증가,,,,,,,,,,,,
21531203,215312,legend,드래그 스킬,,,3,물 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 20% 증가,,,,,,,,,,,,
21531204,215312,legend,드래그 스킬,,,4,물 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 30% 증가,,,,,,,,,,,,
21531205,215312,legend,드래그 스킬,,,5,물 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 40% 증가,,,,,,,,,,,,
21532201,215322,legend,패시브 1,,,1,물 스트라,원기 방출,enemy_dead,,,,,강화 효과 없음,,,,,,,,,,,,
21532202,215322,legend,패시브 1,,,2,물 스트라,원기 방출,enemy_dead,,cooldown,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21532203,215322,legend,패시브 1,,,3,물 스트라,원기 방출,enemy_dead,,cooldown,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21532204,215322,legend,패시브 1,,,4,물 스트라,원기 방출,enemy_dead,,cooldown,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21532205,215322,legend,패시브 1,,,5,물 스트라,원기 방출,enemy_dead,,cooldown,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21533201,215332,legend,패시브 2,,,1,물 스트라,마력 방출,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21533202,215332,legend,패시브 2,,,2,물 스트라,마력 방출,indie_time_short,,cooldown,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
21533203,215332,legend,패시브 2,,,3,물 스트라,마력 방출,indie_time_short,,cooldown,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
21533204,215332,legend,패시브 2,,,4,물 스트라,마력 방출,indie_time_short,,cooldown,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
21533205,215332,legend,패시브 2,,,5,물 스트라,마력 방출,indie_time_short,,cooldown,add,-4,재사용 시간 10초 감소,,,,,,,,,,,,
21531401,215314,legend,드래그 스킬,,,1,빛 스트라,방출의 서,active,,,,,강화 효과 없음,,,,,,,,,,,,
21531402,215314,legend,드래그 스킬,,,2,빛 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 10% 증가,,,,,,,,,,,,
21531403,215314,legend,드래그 스킬,,,3,빛 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 20% 증가,,,,,,,,,,,,
21531404,215314,legend,드래그 스킬,,,4,빛 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 30% 증가,,,,,,,,,,,,
21531405,215314,legend,드래그 스킬,,,5,빛 스트라,방출의 서,active,,add_option_rate_1,add,10,제거 확률 40% 증가,,,,,,,,,,,,
21532401,215324,legend,패시브 1,,,1,빛 스트라,원기 방출,enemy_dead,,,,,강화 효과 없음,,,,,,,,,,,,
21532402,215324,legend,패시브 1,,,2,빛 스트라,원기 방출,enemy_dead,,cooldown,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21532403,215324,legend,패시브 1,,,3,빛 스트라,원기 방출,enemy_dead,,cooldown,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21532404,215324,legend,패시브 1,,,4,빛 스트라,원기 방출,enemy_dead,,cooldown,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21532405,215324,legend,패시브 1,,,5,빛 스트라,원기 방출,enemy_dead,,cooldown,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21533401,215334,legend,패시브 2,,,1,빛 스트라,마력 방출,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21533402,215334,legend,패시브 2,,,2,빛 스트라,마력 방출,indie_time_short,,cooldown,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
21533403,215334,legend,패시브 2,,,3,빛 스트라,마력 방출,indie_time_short,,cooldown,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
21533404,215334,legend,패시브 2,,,4,빛 스트라,마력 방출,indie_time_short,,cooldown,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
21533405,215334,legend,패시브 2,,,5,빛 스트라,마력 방출,indie_time_short,,cooldown,add,-4,재사용 시간 10초 감소,,,,,,,,,,,,
21541101,215411,legend,드래그 스킬,230,115,1,땅 발록,혼돈의 힘,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21541102,215411,legend,드래그 스킬,230,115,2,땅 발록,혼돈의 힘,active,5,power_rate,add,23,스킬의 피해량 10% 증가,,,,,,,,,,,,
21541103,215411,legend,드래그 스킬,230,115,3,땅 발록,혼돈의 힘,active,5,power_rate,add,23,스킬의 피해량 20% 증가,,,,,,,,,,,,
21541104,215411,legend,드래그 스킬,230,115,4,땅 발록,혼돈의 힘,active,5,power_rate,add,23,스킬의 피해량 30% 증가,,,,,,,,,,,,
21541105,215411,legend,드래그 스킬,230,115,5,땅 발록,혼돈의 힘,active,2.5,power_rate,add,46,스킬의 피해량 50% 증가,,,,,,,,,,,,
21542101,215421,legend,패시브 1,,,1,땅 발록,자연의 수호,under_atk_turn,,,,,강화 효과 없음,,,,,,,,,,,,
21542102,215421,legend,패시브 1,,,2,땅 발록,자연의 수호,under_atk_turn,,chance_value,add,-1,조건 횟수 1회 감소,,,,,,,,,,,,
21542103,215421,legend,패시브 1,,,3,땅 발록,자연의 수호,under_atk_turn,,chance_value,add,-1,조건 횟수 2회 감소,,,,,,,,,,,,
21542104,215421,legend,패시브 1,,,4,땅 발록,자연의 수호,under_atk_turn,,chance_value,add,-1,조건 횟수 3회 감소,,,,,,,,,,,,
21542105,215421,legend,패시브 1,,,5,땅 발록,자연의 수호,under_atk_turn,,chance_value,add,-2,조건 횟수 5회 감소,,,,,,,,,,,,
21543101,215431,legend,패시브 2,,,1,땅 발록,무한 재생,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21543102,215431,legend,패시브 2,,,2,땅 발록,무한 재생,indie_time_short,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21543103,215431,legend,패시브 2,,,3,땅 발록,무한 재생,indie_time_short,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21543104,215431,legend,패시브 2,,,4,땅 발록,무한 재생,indie_time_short,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21543105,215431,legend,패시브 2,,,5,땅 발록,무한 재생,indie_time_short,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21541301,215413,legend,드래그 스킬,230,115,1,불 발록,혼돈의 힘,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21541302,215413,legend,드래그 스킬,230,115,2,불 발록,혼돈의 힘,active,5,power_rate,add,23,스킬의 피해량 10% 증가,,,,,,,,,,,,
21541303,215413,legend,드래그 스킬,230,115,3,불 발록,혼돈의 힘,active,5,power_rate,add,23,스킬의 피해량 20% 증가,,,,,,,,,,,,
21541304,215413,legend,드래그 스킬,230,115,4,불 발록,혼돈의 힘,active,5,power_rate,add,23,스킬의 피해량 30% 증가,,,,,,,,,,,,
21541305,215413,legend,드래그 스킬,230,115,5,불 발록,혼돈의 힘,active,2.5,power_rate,add,46,스킬의 피해량 50% 증가,,,,,,,,,,,,
21542301,215423,legend,패시브 1,,,1,불 발록,자연의 수호,under_atk_turn,,,,,강화 효과 없음,,,,,,,,,,,,
21542302,215423,legend,패시브 1,,,2,불 발록,자연의 수호,under_atk_turn,,chance_value,add,-1,조건 횟수 1회 감소,,,,,,,,,,,,
21542303,215423,legend,패시브 1,,,3,불 발록,자연의 수호,under_atk_turn,,chance_value,add,-1,조건 횟수 2회 감소,,,,,,,,,,,,
21542304,215423,legend,패시브 1,,,4,불 발록,자연의 수호,under_atk_turn,,chance_value,add,-1,조건 횟수 3회 감소,,,,,,,,,,,,
21542305,215423,legend,패시브 1,,,5,불 발록,자연의 수호,under_atk_turn,,chance_value,add,-2,조건 횟수 5회 감소,,,,,,,,,,,,
21543301,215433,legend,패시브 2,8,4,1,불 발록,무한 재생,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
21543302,215433,legend,패시브 2,8,4,2,불 발록,무한 재생,indie_time_short,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
21543303,215433,legend,패시브 2,8,4,3,불 발록,무한 재생,indie_time_short,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
21543304,215433,legend,패시브 2,8,4,4,불 발록,무한 재생,indie_time_short,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
21543305,215433,legend,패시브 2,8,4,5,불 발록,무한 재생,indie_time_short,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
21541401,215414,legend,드래그 스킬,230,115,1,빛 발록,혼돈의 힘,active,5,,,,강화 효과 없음,,,,,,,,,,,,
21541402,215414,legend,드래그 스킬,230,115,2,빛 발록,혼돈의 힘,active,5,power_rate,add,23,스킬의 피해량 10% 증가,,,,,,,,,,,,
21541403,215414,legend,드래그 스킬,230,115,3,빛 발록,혼돈의 힘,active,5,power_rate,add,23,스킬의 피해량 20% 증가,,,,,,,,,,,,
21541404,215414,legend,드래그 스킬,230,115,4,빛 발록,혼돈의 힘,active,5,power_rate,add,23,스킬의 피해량 30% 증가,,,,,,,,,,,,
21541405,215414,legend,드래그 스킬,230,115,5,빛 발록,혼돈의 힘,active,2.5,power_rate,add,46,스킬의 피해량 50% 증가,,,,,,,,,,,,
21542401,215424,legend,패시브 1,,,1,빛 발록,자연의 수호,under_atk_turn,,,,,강화 효과 없음,,,,,,,,,,,,
21542402,215424,legend,패시브 1,,,2,빛 발록,자연의 수호,under_atk_turn,,chance_value,add,-1,조건 횟수 1회 감소,,,,,,,,,,,,
21542403,215424,legend,패시브 1,,,3,빛 발록,자연의 수호,under_atk_turn,,chance_value,add,-1,조건 횟수 2회 감소,,,,,,,,,,,,
21542404,215424,legend,패시브 1,,,4,빛 발록,자연의 수호,under_atk_turn,,chance_value,add,-1,조건 횟수 3회 감소,,,,,,,,,,,,
21542405,215424,legend,패시브 1,,,5,빛 발록,자연의 수호,under_atk_turn,,chance_value,add,-2,조건 횟수 5회 감소,,,,,,,,,,,,
21543401,215434,legend,패시브 2,,,1,빛 발록,무한 재생,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
