mid,t_name,type,res,dark_mode,scale,pattern,rarity,attr,role,size_type,icon,coin,skill_basic,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,atk_max,def_max,hp_max,r_스텟점수,aspd,cri_chance,cri_dmg,hit_rate,avoid,cri_avoid,accuracy,resistance,r_dps,r_ehp,r_적중/치회/회피 합
310044,빛 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,238031,233701,233702,,,,,,72000,16800,284400,1002,0,10,50,50,30,0,0,0,75600,4266000,80
310045,어둠 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,238031,233701,233702,,,,,,72000,16800,284400,1002,0,10,50,50,30,0,0,0,75600,4266000,80
310051,땅 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,0.75,ignore,common,earth,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,238031,233701,233702,,,,,,72000,12000,270000,948,20,10,50,10,10,0,0,0,90720,2970000,20
310052,물 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,1,ignore,common,water,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,238031,233701,233702,,,,,,72000,12000,270000,948,20,10,50,10,10,0,0,0,90720,2970000,20
310053,불 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,1,ignore,common,fire,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,238031,233701,233702,,,,,,72000,12000,270000,948,20,10,50,10,10,0,0,0,90720,2970000,20
310054,빛 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,1,ignore,common,light,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,238031,233701,233702,,,,,,72000,12000,270000,948,20,10,50,10,10,0,0,0,90720,2970000,20
310055,어둠 몬스터 치유사,priest,res/character/monster/priest_@/priest_@.spine,0,1,ignore,common,dark,healer,s,res/ui/icons/mon/priest_@.png,3,,230007,238031,233701,233702,,,,,,72000,12000,270000,948,20,10,50,10,10,0,0,0,90720,2970000,20
310061,땅 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,0.75,ignore,common,earth,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,238031,233701,233702,,,,,,,79200,9600,270000,996,0,10,150,0,0,30,0,0,91080,2430000,30
310062,물 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,238031,233701,233702,,,,,,,79200,9600,270000,996,0,10,150,0,0,30,0,0,91080,2430000,30
310063,불 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,238031,233701,233702,,,,,,,79200,9600,270000,996,0,10,150,0,0,30,0,0,91080,2430000,30
310064,빛 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,238031,233701,233702,,,,,,,79200,9600,270000,996,0,10,150,0,0,30,0,0,91080,2430000,30
310065,어둠 몬스터 포병,bomber,res/character/monster/bomber_@/bomber_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/bomber_@.png,3,230008,238031,233701,233702,,,,,,,79200,9600,270000,996,0,10,150,0,0,30,0,0,91080,2430000,30
311011,일벌,honeybee,res/character/monster/common_honeybee_earth/common_honeybee_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/honeybee_@.png,2,230009,238031,233701,233702,,,,,,,30240,8000,338400,518,0,100,200,0,0,0,0,0,90720,2594400,0
311021,괴물 식물,mushroom_attendant,res/character/monster/common_mushroom_attendant_earth/common_mushroom_attendant_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mushroom_attendant_@.png,2,230000,230029,238031,233701,233702,,,,,,86400,10400,309600,1092,0,10,50,0,0,0,0,0,90720,2992800,0
311031,부엉이,owl,res/character/monster/common_owl_earth/common_owl_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/owl_@.png,2,230000,230014,238031,233701,233702,,,,,,86400,16000,129600,1076,0,10,50,0,0,0,0,0,90720,1857600,0
311041,버섯 노예,mushroom_slave,res/character/monster/mushroom_slave_1/mushroom_slave_1.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mushroom_slave_@.png,0,230000,231001,238031,233701,233702,,,,,,86400,16000,129600,1076,0,10,50,30,0,0,0,0,90720,1857600,30
311051,버섯 노예,mushroom_slave,res/character/monster/mushroom_slave_2/mushroom_slave_2.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mushroom_slave_@.png,0,230000,231001,238031,233701,233702,,,,,,86400,16000,129600,1076,0,10,50,30,0,0,0,0,90720,1857600,30
311061,다람쥐,squirrel,res/character/monster/common_squirrel_earth/common_squirrel_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/squirrel_@.png,2,230000,230044,238031,233701,233702,,,,,,86400,12000,259200,1088,30,10,50,50,10,5,0,0,117936,2851200,65
311071,바위정령,elemental_earth,res/character/monster/common_elemental_earth/common_elemental_earth.spine,0,1,ignore,common,earth,tanker,s,res/ui/icons/mon/elemental_earth_@.png,2,230000,230043,238031,233701,233702,,,,,,28800,19200,284400,594,0,0,50,0,10,40,0,0,28800,4834800,50
311081,도마뱀 인간 전사,lizard_man,res/character/monster/common_lizard_man_earth/common_lizard_man_earth.spine,0,1,ignore,common,earth,tanker,s,res/ui/icons/mon/lizard_man_@.png,2,230062,238031,233701,233702,,,,,,,63360,12800,338400,897,0,10,50,0,20,10,0,0,66528,3948000,30
311091,도마뱀 인간1,lizard_man,res/character/monster/common_lizard_man_earth/common_lizard_man_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/lizard_man_@.png,2,230001,238031,233701,233702,,,,,,,63360,12800,338400,897,0,10,50,0,10,0,0,0,66528,3948000,10
311101,도마뱀 인간2,lizard_man_shaman,res/character/monster/elite_lizard_man_shaman_earth/elite_lizard_man_shaman_earth.spine,0,0.5,ignore,common,earth,dealer,s,res/ui/icons/mon/lizard_man_shaman_@.png,4,230000,238031,233701,233702,,,,,,,63360,12800,338400,897,0,10,50,0,0,30,0,0,66528,3948000,30
311111,고대문자:A,ancient_word_a,res/character/monster/common_ancient_word_a_earth/common_ancient_word_a_earth.spine,0,1,ignore,common,earth,supporter,s,res/ui/icons/mon/ancient_word_a_@.png,2,230000,230049,238031,233701,233702,,,,,,57600,0,1000000,976,0,10,50,50,0,80,0,0,60480,1000000,130
311121,만드라고라:땅,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,238031,233701,233702,,,,,,57600,16000,367200,883,0,10,50,0,10,10,0,0,60480,5263200,20
311131,땅 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,238031,233701,233702,,,,,,108000,5200,568800,1360,20,10,50,0,0,30,0,0,136080,3033600,30
311141,버섯 노예1,mushroom_slave,res/character/monster/mushroom2_slave_1/mushroom2_slave_1.spine,0,1,ignore,common,earth,dealer,s,res/ui/icons/mon/mushroom_slave_@.png,0,230000,231001,238031,233701,233702,,,,,,54720,12400,280800,784,10,0,0,0,10,10,0,0,60192,3182400,20
311151,버섯 노예2,mushroom_slave,res/character/monster/mushroom2_slave_2/mushroom2_slave_2.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/mushroom_slave_earth.png,0,230000,231001,238031,233701,233702,,,,,,54720,12400,280800,784,10,0,0,0,10,10,0,0,60192,3182400,20
311012,해골 생선,bonefish,res/character/monster/common_bonefish_water/common_bonefish_water.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/bonefish_@.png,2,230000,230020,238031,233701,233702,,,,,,89856,5200,568800,1178,20,20,50,0,0,0,0,0,118610,3033600,0
311022,복상어,blowshark,res/character/monster/common_blowshark_water/common_blowshark_water.spine,0,1,ignore,common,water,tanker,s,res/ui/icons/mon/blowshark_@.png,2,230000,230012,238031,233701,233702,,,,,,56160,1200,1242000,1070,15,0,0,0,0,50,0,0,64584,2484000,50
311032,문어,octopus,res/character/monster/common_octopus_fire/common_octopus_fire.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/octopus_@.png,2,230000,230016,238031,233701,233702,,,,,,83520,8000,403200,1076,20,10,75,0,5,5,0,0,107741,3091200,10
311042,악마날개,evil_wing,res/character/monster/common_evil_wing_water/common_evil_wing_water.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/evil_wing_@.png,2,230000,230060,238031,233701,233702,,,,,,86400,7200,338400,1071,50,10,75,0,5,5,0,0,139320,2368800,10
311052,고대문자:B,ancient_word_b,res/character/monster/common_ancient_word_b_water/common_ancient_word_b_water.spine,0,1,ignore,common,water,supporter,s,res/ui/icons/mon/ancient_word_b_@.png,2,230000,230050,238031,233701,233702,,,,,,57600,0,1101600,1017,0,10,50,50,0,80,0,0,60480,1101600,130
311062,만드라고라:물,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,238031,233701,233702,,,,,,57600,16000,367200,883,0,10,50,0,10,10,0,0,60480,5263200,20
311072,물 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,238031,233701,233702,,,,,,108000,5200,568800,1360,20,10,50,0,0,30,0,0,136080,3033600,30
311013,하피 주니어,harpy_junior,res/character/monster/common_harpy_junior_fire/common_harpy_junior_fire.spine,0,1,ignore,common,fire,tanker,s,res/ui/icons/mon/harpy_junior_@.png,2,230001,230045,238031,233701,233702,,,,,,34560,10000,558000,669,10,15,50,0,30,0,0,0,40867,5208000,30
311023,거미알,spider_egg,res/character/monster/spider_egg/spider_egg.spine,0,1,ignore,common,fire,supporter,s,res/ui/icons/mon/spider_egg_@.png,2,234002,238031,233701,233702,,,,,,,57600,12000,388800,852,20,100,30,20,0,0,0,0,89856,4276800,20
311033,용암정령,elemental_lava,res/character/monster/common_elemental_lava_fire/common_elemental_lava_fire.spine,0,1,ignore,common,fire,tanker,s,res/ui/icons/mon/elemental_lava_@.png,2,230000,230047,238031,233701,233702,,,,,,25920,16000,403200,580,0,15,50,0,10,10,0,0,27864,5779200,20
311043,고대문자:C,ancient_word_c,res/character/monster/common_ancient_word_c_fire/common_ancient_word_c_fire.spine,0,1,ignore,common,fire,supporter,s,res/ui/icons/mon/ancient_word_c_@.png,2,230000,230051,238031,233701,233702,,,,,,57600,0,1101600,1017,0,10,50,50,0,80,0,0,60480,1101600,130
311053,기록 관리자,record_manager,res/character/monster/common_record_manager_fire/common_record_manager_fire.spine,0,1,ignore,common,fire,supporter,s,res/ui/icons/mon/record_manager_@.png,2,230000,230052,238031,233701,233702,,,,,,46080,8000,568800,768,10,30,50,10,0,0,0,0,58291,4360800,10
311063,만드라고라:불,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,238031,233701,233702,,,,,,57600,16000,367200,883,0,10,50,0,10,10,0,0,60480,5263200,20
311073,플라잉 스컬,flying_skull,res/character/monster/common_flying_skull_fire/common_flying_skull_fire.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/flying_skull_@.png,2,230000,230057,238031,233701,233702,,,,,,77760,9200,388800,1025,20,30,50,0,20,0,0,0,107309,3369600,20
311083,불 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,238031,233701,233702,,,,,,108000,5200,568800,1360,20,10,50,0,0,30,0,0,136080,3033600,30
311014,픽시,pixie,res/character/monster/common_pixie_light/common_pixie_light.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/pixie_@.png,2,230048,238031,233701,233702,,,,,,,60480,12000,374400,875,50,10,50,50,10,0,0,0,95256,4118400,60
311024,만드라고라:빛,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,238031,233701,233702,,,,,,57600,16000,367200,883,0,10,50,0,10,10,0,0,60480,5263200,20
311034,빛 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,238031,233701,233702,,,,,,108000,5200,568800,1360,20,10,50,0,0,30,0,0,136080,3033600,30
311045,만드라고라:어둠,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,238031,233701,233702,,,,,,57600,16000,367200,883,0,10,50,0,10,10,0,0,60480,5263200,20
311055,루미에,lumiere,res/character/monster/common_lumiere_dark/common_lumiere_dark.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/lumiere_@.png,2,230000,230056,238031,233701,233702,,,,,,60480,4000,489600,841,35,25,75,0,5,5,0,0,96957,2121600,10
311065,미니언,minion,res/character/monster/common_minion_dark/common_minion_dark.spine,0,0.5,ignore,common,dark,tanker,s,res/ui/icons/mon/minion_@.png,2,230000,230058,238031,233701,233702,,,,,,86400,7200,338400,1071,50,10,75,0,5,5,0,0,139320,2368800,10
311075,어둠 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,238031,233701,233702,,,,,,108000,5200,568800,1360,20,10,50,0,0,30,0,0,136080,3033600,30
311044,미믹,mimic,res/character/monster/common_mimic_light/common_mimic_light.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/mimic_@.png,2,230063,238031,233701,233702,,,,,,,28800,16000,518400,655,30,30,50,50,0,80,0,0,43056,7430400,130
311054,보물 고블린,treasuregoblin,res/character/monster/common_treasuregoblin_light/common_treasuregoblin_light.spine,0,1,ignore,common,light,supporter,s,res/ui/icons/mon/treasuregoblin_@.png,2,230000,238031,233701,233702,,,,,,,54720,12400,388800,827,10,0,0,0,10,10,0,0,60192,4406400,20
311095,자수정 몬스터,amethystmonster,res/character/monster/common_amethystmonster_dark/common_amethystmonster_dark.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/amethystmonster_@.png,2,230000,238031,233701,233702,,,,,,,25920,16000,403200,580,0,15,50,0,10,10,0,0,27864,5779200,20
312011,킬러비,killerbee,res/character/monster/elite_killerbee_earth/elite_killerbee_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/killerbee_@.png,4,231009,231011,231002,238031,233701,233702,,,,,90000,12000,6000000,3420,25,30,50,80,25,0,0,0,129375,66000000,105
312021,라플레시아,rafflesia,res/character/monster/elite_rafflesia_earth/elite_rafflesia_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/rafflesia_@.png,4,231009,231021,231001,238031,233701,233702,,,,,108000,12000,6739200,3896,25,10,50,80,0,30,0,0,141750,74131200,110
312031,아울베어,owlbear,res/character/monster/elite_owlbear_earth/elite_owlbear_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/owlbear_@.png,4,231009,231031,230014,231003,233704,233701,233702,,,,86400,12000,6739200,3680,25,10,50,80,10,50,0,0,113400,74131200,140
312051,다람쥐 리더,squirrel_leader,res/character/monster/elite_squirrel_leader_earth/elite_squirrel_leader_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/squirrel_leader_@.png,4,231040,231041,231000,238031,233701,233702,,,,,79200,12000,6739200,3608,50,20,70,80,0,0,0,0,135432,74131200,80
312061,대지정령,highelemental_earth,res/character/monster/elite_highelemental_earth/elite_highelemental_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/highelemental_earth_@.png,4,231009,231051,231002,238031,233701,233702,,,,,86400,20000,4917600,3031,0,50,50,80,0,30,0,0,108000,86877600,110
312071,도마뱀 인간 주술사,lizard_man_shaman,res/character/monster/elite_lizard_man_shaman_earth/elite_lizard_man_shaman_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/lizard_man_shaman_@.png,4,231009,231061,231005,238031,233701,233702,,,,,122400,12000,4819200,3272,25,20,70,80,0,0,0,0,174420,53011200,80
312081,가고일,gargoyle,res/character/monster/elite_gargoyle_earth/elite_gargoyle_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/gargoyle_@.png,4,231009,231071,231001,238031,233701,233702,,,,,90000,24000,6065280,3566,0,10,50,80,0,30,0,0,94500,127370880,110
312091,크라브로,killerbee,res/character/monster/elite_killerbee2_earth/elite_killerbee2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/killerbee2_@.png,4,231009,231012,231002,238031,233701,233702,,,,,90000,12000,6739200,3716,25,30,50,80,25,0,0,0,129375,74131200,105
312101,맹독 라플레시아,rafflesia,res/character/monster/elite_rafflesia2_earth/elite_rafflesia2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/rafflesia2_@.png,4,231009,231022,231001,238031,233701,233702,,,,,108000,12000,6739200,3896,25,10,50,80,0,30,0,0,141750,74131200,110
312111,정예 아울베어,owlbear,res/character/monster/elite_owlbear2_earth/elite_owlbear2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/owlbear2_@.png,4,231009,231032,230014,231003,233704,233701,233702,,,,86400,12000,6739200,3680,25,10,50,80,10,50,0,0,113400,74131200,140
312121,정예 다람쥐 리더,squirrel_leader,res/character/monster/elite_squirrel_leader2_earth/elite_squirrel_leader2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/squirrel_leader2_@.png,4,231040,231042,231000,238031,233701,233702,,,,,79200,12000,6739200,3608,50,20,70,80,0,0,0,0,135432,74131200,80
312131,분노한 대지정령,highelemental_earth,res/character/monster/elite_highelemental2_earth/elite_highelemental2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/highelemental_earth2_@.png,4,231009,231052,231002,238031,233701,233702,,,,,86400,20000,4917600,3031,0,50,50,80,0,30,0,0,108000,86877600,110
312141,도마뱀 인간 마법사,lizard_man_shaman,res/character/monster/elite_lizard_man_shaman2_earth/elite_lizard_man_shaman2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/lizard_man_shaman2_@.png,4,231009,231062,231005,238031,233701,233702,,,,,122400,12000,4819200,3272,25,10,50,80,0,0,0,0,160650,53011200,80
312151,숲 가고일,gargoyle,res/character/monster/elite_gargoyle2_earth/elite_gargoyle2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/gargoyle2_@.png,4,231009,231072,231001,238031,233701,233702,,,,,90000,24000,6065280,3566,0,10,50,80,0,30,0,0,94500,127370880,110
312012,인어,mermaid,res/character/monster/elite_mermaid_water/elite_mermaid_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/mermaid_@.png,4,231009,231091,231093,231000,233704,233701,233702,,,,82800,12000,7200000,3828,25,15,75,80,15,5,0,0,115144,79200000,100
312022,상어 전사,sharkwarrior,res/character/monster/elite_sharkwarrior_water/elite_sharkwarrior_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/sharkwarrior_@.png,4,231008,231101,231005,238031,233701,233702,,,,,108000,12000,6739200,3896,0,10,75,90,5,5,0,0,116100,74131200,100
312032,독문어,poisonoctopus,res/character/monster/elite_poisonoctopus_water/elite_poisonoctopus_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/poisonoctopus_@.png,4,231009,231111,231001,238031,233701,233702,,,,,72000,12000,6739200,3536,50,15,50,80,5,5,0,0,116100,74131200,90
312042,상어 전사(소환),sharkwarrior_summon,res/character/monster/elite_sharkwarrior_water/elite_sharkwarrior_water.spine,0,1,ignore,common,water,dealer,m,res/ui/icons/mon/sharkwarrior_summon_@.png,2,231009,231101,238031,233701,233702,,,,,,108000,12000,673920,1470,0,10,75,90,5,5,0,0,116100,7413120,100
312052,감시자,beholder,res/character/monster/elite_beholder_water/elite_beholder_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/beholder_@.png,4,231009,231121,231001,238031,233701,233702,,,,,97200,12000,6739200,3788,15,15,50,80,5,5,0,0,120164,74131200,90
312062,해골 기사,skeleton_knight,res/character/monster/elite_skeleton_knight_water/elite_skeleton_knight_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/skeleton_knight_@.png,4,231008,231131,231000,238031,233701,233702,,,,,97200,12000,6739200,3788,15,15,50,80,5,5,0,0,120164,74131200,90
312072,심해 인어,mermaid,res/character/monster/elite_mermaid2_water/elite_mermaid2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/mermaid2_@.png,4,231009,231092,231093,231000,233704,233701,233702,,,,82800,12000,7200000,3828,25,15,75,80,15,5,0,0,115144,79200000,100
312082,심해 상어 전사,sharkwarrior,res/character/monster/elite_sharkwarrior2_water/elite_sharkwarrior2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/sharkwarrior2_@.png,4,231008,231102,231005,238031,233701,233702,,,,,108000,12000,6739200,3896,0,10,75,90,5,5,0,0,116100,74131200,100
312092,심해 독문어,poisonoctopus,res/character/monster/elite_poisonoctopus2_water/elite_poisonoctopus2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/poisonoctopus2_@.png,4,231009,231112,231001,238031,233701,233702,,,,,72000,12000,6739200,3536,50,15,50,80,5,5,0,0,116100,74131200,90
312102,심해 상어 전사(소환),sharkwarrior_summon,res/character/monster/elite_sharkwarrior2_water/elite_sharkwarrior2_water.spine,0,1,ignore,common,water,dealer,m,res/ui/icons/mon/sharkwarrior_summon_@.png,2,231009,231101,238031,233701,233702,,,,,,108000,12000,673920,1470,0,10,75,90,5,5,0,0,116100,7413120,100
312112,주시자,beholder,res/character/monster/elite_beholder2_water/elite_beholder2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/beholder2_@.png,4,231009,231122,231001,238031,233701,233702,,,,,97200,12000,6739200,3788,15,15,50,80,5,5,0,0,120164,74131200,90
312122,스파르토이,skeleton_knight,res/character/monster/elite_skeleton_knight2_water/elite_skeleton_knight2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/skeleton_knight2_@.png,4,231008,231132,231000,238031,233701,233702,,,,,97200,12000,6739200,3788,15,15,50,80,5,5,0,0,120164,74131200,90
312013,하피,harpy,res/character/monster/elite_harpy_fire/elite_harpy_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/harpy_@.png,4,231009,231141,231000,238031,233701,233702,,,,,90000,8000,7200000,3860,30,15,75,80,5,5,0,0,130163,55200000,90
312023,이프리트,ifrit,res/character/monster/elite_ifrit_fire/elite_ifrit_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/ifrit_@.png,10,231009,231151,231005,238031,233701,233702,,,,,90000,12000,6960000,3804,25,15,75,80,5,5,0,0,125156,76560000,90
312033,서큐버스,succubus,res/character/monster/elite_succubus_fire/elite_succubus_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/succubus_@.png,10,231160,231161,231162,231003,233704,233701,233702,,,,108000,12000,6739200,3896,25,15,75,80,5,5,0,0,150188,74131200,90
312043,정예 하피,harpy,res/character/monster/elite_harpy2_fire/elite_harpy2_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/harpy2_@.png,4,231142,231143,231000,238031,233701,233702,,,,,108000,12000,6739200,3896,25,15,75,80,5,5,0,0,150188,74131200,90
312053,지니,ifrit,res/character/monster/elite_ifrit2_fire/elite_ifrit2_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/ifrit2_@.png,10,231009,231151,231005,238031,233701,233702,,,,,108000,12000,6739200,3896,25,15,75,80,5,5,0,0,150188,74131200,90
312063,정예 서큐버스,succubus,res/character/monster/elite_succubus2_fire/elite_succubus2_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/succubus2_@.png,10,231160,231161,231162,231003,233704,233701,233702,,,,108000,12000,6739200,3896,25,15,75,80,5,5,0,0,150188,74131200,90
312014,픽시퀸,pixie_queen,res/character/monster/elite_pixie_queen_light/elite_pixie_queen_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/pixie_queen_@.png,4,231009,231171,231172,231000,233704,233701,233702,,,,108000,12000,6739200,3896,25,15,75,80,5,5,0,0,150188,74131200,90
312024,라이트 오브,light_orb,res/character/monster/elite_light_orb_light/elite_light_orb_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/light_orb_@.png,4,231180,231181,231003,238031,233701,233702,,,,,108000,12000,6739200,3896,25,15,75,80,5,5,0,0,150188,74131200,90
312034,페어리퀸,pixie_queen,res/character/monster/elite_pixie_queen2_light/elite_pixie_queen2_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/pixie_queen2_@.png,4,231009,231171,231172,231000,233704,233701,233702,,,,108000,12000,6739200,3896,25,15,75,80,5,5,0,0,150188,74131200,90
312044,다크 오브,light_orb,res/character/monster/elite_light_orb2_light/elite_light_orb2_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/light_orb2_@.png,4,231180,231181,231003,238031,233701,233702,,,,,108000,12000,6739200,3896,25,15,75,80,5,5,0,0,150188,74131200,90
312015,샹들리에,chandelier,res/character/monster/elite_chandelier_dark/elite_chandelier_dark.spine,0,1,ignore,elite,dark,dealer,m,res/ui/icons/mon/chandelier_@.png,4,231190,231191,231002,238031,233701,233702,,,,,108000,16000,6739200,3936,0,0,50,80,5,20,0,0,108000,96595200,105
312025,정예 샹들리에,chandelier,res/character/monster/elite_chandelier2_dark/elite_chandelier2_dark.spine,0,1,ignore,elite,dark,dealer,m,res/ui/icons/mon/chandelier2_@.png,4,231190,231191,231002,238031,233701,233702,,,,,108000,16000,6739200,3936,0,0,50,80,5,20,0,0,108000,96595200,105
313011,여왕 버섯,mushqueen,res/character/monster/subboss_mushqueen_earth/subboss_mushqueen_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/mushqueen_@.png,8,231009,232011,232012,232013,233704,233701,233702,,,,126000,8000,8640000,4796,30,10,50,80,5,5,0,20,171990,66240000,90
313021,그리핀,griffin,res/character/monster/subboss_griffin_earth/subboss_griffin_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/griffin_@.png,8,232030,232031,232032,232033,233704,233701,233702,,,,115200,12000,8640000,4728,15,15,50,80,5,5,0,20,142416,95040000,90
313031,전차 풍뎅이(돌격),chariot_scarab_01,res/character/monster/subboss_chariot_scarab_01_earth/subboss_chariot_scarab_01_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/chariot_scarab_01_@.png,8,232040,232041,232042,232043,233704,233701,233702,,,,140400,12000,6240000,4020,0,15,50,80,5,5,0,20,150930,68640000,90
