stage,r_value,atk_multi,def_multi,hp_multi,drag_cool_add,atk_multi_debuff,def_multi_debuff,hp_multi_debuff,drag_cool_add_debuff
1500421,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500422,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500423,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500424,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500425,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500426,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500427,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500428,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500429,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500430,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500431,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500432,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500433,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500434,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500435,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500436,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500437,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500438,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500439,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500440,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500441,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500442,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500443,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500444,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500445,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500446,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500447,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500448,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500449,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500450,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500451,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500452,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500453,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500454,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500455,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500456,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500457,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500458,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500459,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500460,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500461,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500462,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500463,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500464,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500465,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500466,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500467,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500468,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500469,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500470,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500471,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500472,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500473,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500474,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500475,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500476,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500477,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
