name,category,type,t_name,r_comment,res,res_2,res_icon,sound,symbol,groggy,overlab,overlab_option,duration,atk,def,hp,aspd,cri_chance,cri_dmg,cri_avoid,hit_rate,avoid,hp_drain,heal_power,recovery_power,dmg_adj_rate,atk_dmg_adj_rate,attr_adj_rate,attr_weak_adj_rate,cri_dmg_adj_rate,reflex_normal,reflex_skill,debuff_time,target_debuff_time,accuracy,resistance,pierce,guard_rear,final_dmg_rate,dot_interval,abs_switch,direction,val_1,val_2,val_3,val_4,desc_1,desc_2,desc_3,desc_4,t_desc,erasable,show_icon,to_programmer
groggy,none,groggy,받는 피해 증가,,res/effect/effect_weak_point/effect_weak_point.vrp,,,sfx_debuff,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,"(해제 되지 않고, 이펙트/사운드 없음)",0,0,최종 데미지에서 곱연산
curse,none,modify_dmg,저주,저주,,,res/ui/icons/status_effect/fury.png,,x,false,0,2,-1,0,0,0,0,0,0,0,0,0,0,0,-10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,,,
dmg_up,bless,bless,피해량 증가,가하는 피해 증가.,,,,,x,false,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,"(해제 되지 않고, 이펙트/사운드 없음)",0,0,최종 데미지에서 곱연산
aspd_up_bless,bless,bless,공속증가 주간효과,,,,,,x,false,0,1,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,"공격 속도 증가 (해제 되지 않고, 이펙트/사운드 없음)",0,0,퍼센트+퍼센트 (합연산)
atk_up_bless,bless,bless,공증가 주간효과,,,,,,x,false,0,1,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,"공격력 증가(해제 되지 않고, 이펙트/사운드 없음)",0,0,정수x퍼센트 (곱연산)
def_up_bless,bless,bless,방증가 주간효과,,,,,,x,false,0,1,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,"방어력 증가(해제 되지 않고, 이펙트/사운드 없음)",0,0,정수x퍼센트 (곱연산)
groggy_bless,bless,bless,받는 피해 증가 주간효과,,,,,,x,false,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,"받는 피해 증가(해제 되지 않고, 이펙트/사운드 없음)",0,0,최종 데미지에서 곱연산
hp_up_bless,bless,bless,생명증가 주간효과,,,,,,x,false,0,1,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,"생명력 증가(해제 되지 않고, 이펙트/사운드 없음)",0,0,정수x퍼센트 (곱연산)
dmg_up_over_90,bless,conditional_buff,피해량 증가(hp90%이상),,,,,,x,false,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,over_hp_rate,90,,,x,x,x,x,,0,1,최종 데미지에서 곱연산
accuracy_bless,bless,bless,효과 적중 증가 주간효과,,,,,,x,false,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,,0,,,,,,x,x,x,x,"효적 증가(해제 되지 않고, 이펙트/사운드 없음)",0,0,정수x퍼센트 (곱연산)
recovery_dec_bless,bless,bless,받는 회복량 감소,,,,,,x,false,0,1,15,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,정수x퍼센트 (곱연산)
sleep_unerasable,none,cc,제거 불가능한 수면,,res/effect/effect_sleep/effect_sleep.spine,,res/ui/icons/status_effect/sleep.png,sfx_debuff,x,true,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,1,,x,x,x,x,수면,0,0,
res_scale_up,none,buff,,,,,,,x,false,100,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,scale_skill,1,0.02,,x,x,x,x,,0,1,
skill_chain,none,buff,연쇄스킬,,,,,,x,false,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,스킬 연쇄용 상태효과
atk_up_1,good,buff,비중첩 공격력 증가,,,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,1,1,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,공격력 증가,1,1,정수x퍼센트 (곱연산)
aspd_up_1,good,buff,비중첩 공격 속도 증가,,,,res/ui/icons/status_effect/aspd_up.png,sfx_buff_get_1,x,false,1,1,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,공격 속도 증가,1,1,퍼센트+퍼센트 (합연산)
def_up_1,good,buff,비중첩 방어력 증가,,,,res/ui/icons/status_effect/def_up.png,sfx_buff_get_1,x,false,1,1,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,방어력 증가,1,1,정수x퍼센트 (곱연산)
remove_zombie,none,dispell,좀비 제거,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_heal,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,type;zombie,,,,x,x,x,x,,0,1,
resistance_up,good,buff,효과 저항 증가,,res/effect/effect_react_armor/effect_react_armor.vrp,,res/ui/icons/status_effect/p_resist.png,sfx_shield,x,false,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,0,,,,,,x,x,x,x,효과 저항 증가,1,1,
check_skill_guardian,none,modify_dmg,수호,수호를 발동한 드래곤 체크용,,,,,x,false,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,수호 체크용 눈에 보이지 않는 버프,,,
