stage,t_name,r_difficult,mode,r_chapter_info,r_stage_info,attr,level,hp_ratio,boss_hp_ratio,r_boss_actural_ratio,r_real_hp,r_real_def,r_real_atk,buff_user,buff_enemy,val_1,t_help,r_value,r_value_2
1500306,클랜던전,clan,clan,clan,306,earth,207,1,1.00,1,0,"6,000","2,260.0",,"all;0;accuracy_add;30,all;0;atk_multi;2260",,,30,
1500307,클랜던전,clan,clan,clan,307,water,207,1,1.00,1,0,"6,000","2,270.0",,"all;0;accuracy_add;30,all;0;atk_multi;2270",,,30,
1500308,클랜던전,clan,clan,clan,308,fire,207,1,1.00,1,0,"6,000","2,280.0",,"all;0;accuracy_add;30,all;0;atk_multi;2280",,,30,
1500309,클랜던전,clan,clan,clan,309,light,207,1,1.00,1,0,"6,000","2,290.0",,"all;0;accuracy_add;30,all;0;atk_multi;2290",,,30,
1500310,클랜던전,clan,clan,clan,310,dark,207,1,1.00,1,0,"6,000","2,300.0",,"all;0;accuracy_add;30,all;0;atk_multi;2300",,,30,
1500311,클랜던전,clan,clan,clan,311,earth,207,1,1.00,1,0,"6,000","2,310.0",,"all;0;accuracy_add;30,all;0;atk_multi;2310",,,30,
1500312,클랜던전,clan,clan,clan,312,water,207,1,1.00,1,0,"6,000","2,320.0",,"all;0;accuracy_add;30,all;0;atk_multi;2320",,,30,
1500313,클랜던전,clan,clan,clan,313,fire,207,1,1.00,1,0,"6,000","2,330.0",,"all;0;accuracy_add;30,all;0;atk_multi;2330",,,30,
1500314,클랜던전,clan,clan,clan,314,light,207,1,1.00,1,0,"6,000","2,340.0",,"all;0;accuracy_add;30,all;0;atk_multi;2340",,,30,
1500315,클랜던전,clan,clan,clan,315,dark,207,1,1.00,1,0,"6,000","2,350.0",,"all;0;accuracy_add;30,all;0;atk_multi;2350",,,30,
1500316,클랜던전,clan,clan,clan,316,earth,207,1,1.00,1,0,"6,000","2,360.0",,"all;0;accuracy_add;30,all;0;atk_multi;2360",,,30,
1500317,클랜던전,clan,clan,clan,317,water,207,1,1.00,1,0,"6,000","2,370.0",,"all;0;accuracy_add;30,all;0;atk_multi;2370",,,30,
1500318,클랜던전,clan,clan,clan,318,fire,207,1,1.00,1,0,"6,000","2,380.0",,"all;0;accuracy_add;30,all;0;atk_multi;2380",,,30,
1500319,클랜던전,clan,clan,clan,319,light,207,1,1.00,1,0,"6,000","2,390.0",,"all;0;accuracy_add;30,all;0;atk_multi;2390",,,30,
1500320,클랜던전,clan,clan,clan,320,dark,207,1,1.00,1,0,"6,000","2,400.0",,"all;0;accuracy_add;30,all;0;atk_multi;2400",,,30,
1500321,클랜던전,clan,clan,clan,321,earth,207,1,1.00,1,0,"6,000","2,410.0",,"all;0;accuracy_add;30,all;0;atk_multi;2410",,,30,
1500322,클랜던전,clan,clan,clan,322,water,207,1,1.00,1,0,"6,000","2,420.0",,"all;0;accuracy_add;30,all;0;atk_multi;2420",,,30,
1500323,클랜던전,clan,clan,clan,323,fire,207,1,1.00,1,0,"6,000","2,430.0",,"all;0;accuracy_add;30,all;0;atk_multi;2430",,,30,
1500324,클랜던전,clan,clan,clan,324,light,207,1,1.00,1,0,"6,000","2,440.0",,"all;0;accuracy_add;30,all;0;atk_multi;2440",,,30,
1500325,클랜던전,clan,clan,clan,325,dark,207,1,1.00,1,0,"6,000","2,450.0",,"all;0;accuracy_add;30,all;0;atk_multi;2450",,,30,
1500326,클랜던전,clan,clan,clan,326,earth,207,1,1.00,1,0,"6,000","2,460.0",,"all;0;accuracy_add;30,all;0;atk_multi;2460",,,30,
1500327,클랜던전,clan,clan,clan,327,water,207,1,1.00,1,0,"6,000","2,470.0",,"all;0;accuracy_add;30,all;0;atk_multi;2470",,,30,
1500328,클랜던전,clan,clan,clan,328,fire,207,1,1.00,1,0,"6,000","2,480.0",,"all;0;accuracy_add;30,all;0;atk_multi;2480",,,30,
1500329,클랜던전,clan,clan,clan,329,light,207,1,1.00,1,0,"6,000","2,490.0",,"all;0;accuracy_add;30,all;0;atk_multi;2490",,,30,
1500330,클랜던전,clan,clan,clan,330,dark,207,1,1.00,1,0,"6,000","2,500.0",,"all;0;accuracy_add;30,all;0;atk_multi;2500",,,30,
1500331,클랜던전,clan,clan,clan,331,earth,207,1,1.00,1,0,"6,000","2,510.0",,"all;0;accuracy_add;30,all;0;atk_multi;2510",,,30,
1500332,클랜던전,clan,clan,clan,332,water,207,1,1.00,1,0,"6,000","2,520.0",,"all;0;accuracy_add;30,all;0;atk_multi;2520",,,30,
1500333,클랜던전,clan,clan,clan,333,fire,207,1,1.00,1,0,"6,000","2,530.0",,"all;0;accuracy_add;30,all;0;atk_multi;2530",,,30,
1500334,클랜던전,clan,clan,clan,334,light,207,1,1.00,1,0,"6,000","2,540.0",,"all;0;accuracy_add;30,all;0;atk_multi;2540",,,30,
1500335,클랜던전,clan,clan,clan,335,dark,207,1,1.00,1,0,"6,000","2,550.0",,"all;0;accuracy_add;30,all;0;atk_multi;2550",,,30,
1500336,클랜던전,clan,clan,clan,336,earth,207,1,1.00,1,0,"6,000","2,560.0",,"all;0;accuracy_add;30,all;0;atk_multi;2560",,,30,
1500337,클랜던전,clan,clan,clan,337,water,207,1,1.00,1,0,"6,000","2,570.0",,"all;0;accuracy_add;30,all;0;atk_multi;2570",,,30,
1500338,클랜던전,clan,clan,clan,338,fire,207,1,1.00,1,0,"6,000","2,580.0",,"all;0;accuracy_add;30,all;0;atk_multi;2580",,,30,
1500339,클랜던전,clan,clan,clan,339,light,207,1,1.00,1,0,"6,000","2,590.0",,"all;0;accuracy_add;30,all;0;atk_multi;2590",,,30,
1500340,클랜던전,clan,clan,clan,340,dark,207,1,1.00,1,0,"6,000","2,600.0",,"all;0;accuracy_add;30,all;0;atk_multi;2600",,,30,
1500341,클랜던전,clan,clan,clan,341,earth,207,1,1.00,1,0,"6,000","2,610.0",,"all;0;accuracy_add;30,all;0;atk_multi;2610",,,30,
1500342,클랜던전,clan,clan,clan,342,water,207,1,1.00,1,0,"6,000","2,620.0",,"all;0;accuracy_add;30,all;0;atk_multi;2620",,,30,
1500343,클랜던전,clan,clan,clan,343,fire,207,1,1.00,1,0,"6,000","2,630.0",,"all;0;accuracy_add;30,all;0;atk_multi;2630",,,30,
1500344,클랜던전,clan,clan,clan,344,light,207,1,1.00,1,0,"6,000","2,640.0",,"all;0;accuracy_add;30,all;0;atk_multi;2640",,,30,
1500345,클랜던전,clan,clan,clan,345,dark,207,1,1.00,1,0,"6,000","2,650.0",,"all;0;accuracy_add;30,all;0;atk_multi;2650",,,30,
1500346,클랜던전,clan,clan,clan,346,earth,207,1,1.00,1,0,"6,000","2,660.0",,"all;0;accuracy_add;30,all;0;atk_multi;2660",,,30,
1500347,클랜던전,clan,clan,clan,347,water,207,1,1.00,1,0,"6,000","2,670.0",,"all;0;accuracy_add;30,all;0;atk_multi;2670",,,30,
1500348,클랜던전,clan,clan,clan,348,fire,207,1,1.00,1,0,"6,000","2,680.0",,"all;0;accuracy_add;30,all;0;atk_multi;2680",,,30,
1500349,클랜던전,clan,clan,clan,349,light,207,1,1.00,1,0,"6,000","2,690.0",,"all;0;accuracy_add;30,all;0;atk_multi;2690",,,30,
1500350,클랜던전,clan,clan,clan,350,dark,207,1,1.00,1,0,"6,000","2,700.0",,"all;0;accuracy_add;30,all;0;atk_multi;2700",,,30,
1500351,클랜던전,clan,clan,clan,351,earth,207,1,1.00,1,0,"6,000","2,710.0",,"all;0;accuracy_add;30,all;0;atk_multi;2710",,,30,
1500352,클랜던전,clan,clan,clan,352,water,207,1,1.00,1,0,"6,000","2,720.0",,"all;0;accuracy_add;30,all;0;atk_multi;2720",,,30,
1500353,클랜던전,clan,clan,clan,353,fire,207,1,1.00,1,0,"6,000","2,730.0",,"all;0;accuracy_add;30,all;0;atk_multi;2730",,,30,
1500354,클랜던전,clan,clan,clan,354,light,207,1,1.00,1,0,"6,000","2,740.0",,"all;0;accuracy_add;30,all;0;atk_multi;2740",,,30,
1500355,클랜던전,clan,clan,clan,355,dark,207,1,1.00,1,0,"6,000","2,750.0",,"all;0;accuracy_add;30,all;0;atk_multi;2750",,,30,
1500356,클랜던전,clan,clan,clan,356,earth,207,1,1.00,1,0,"6,000","2,760.0",,"all;0;accuracy_add;30,all;0;atk_multi;2760",,,30,
1500357,클랜던전,clan,clan,clan,357,water,207,1,1.00,1,0,"6,000","2,770.0",,"all;0;accuracy_add;30,all;0;atk_multi;2770",,,30,
1500358,클랜던전,clan,clan,clan,358,fire,207,1,1.00,1,0,"6,000","2,780.0",,"all;0;accuracy_add;30,all;0;atk_multi;2780",,,30,
1500359,클랜던전,clan,clan,clan,359,light,207,1,1.00,1,0,"6,000","2,790.0",,"all;0;accuracy_add;30,all;0;atk_multi;2790",,,30,
1500360,클랜던전,clan,clan,clan,360,dark,207,1,1.00,1,0,"6,000","2,800.0",,"all;0;accuracy_add;30,all;0;atk_multi;2800",,,30,
1500361,클랜던전,clan,clan,clan,361,earth,207,1,1.00,1,0,"6,000","2,810.0",,"all;0;accuracy_add;30,all;0;atk_multi;2810",,,30,
1500362,클랜던전,clan,clan,clan,362,water,207,1,1.00,1,0,"6,000","2,820.0",,"all;0;accuracy_add;30,all;0;atk_multi;2820",,,30,
1500363,클랜던전,clan,clan,clan,363,fire,207,1,1.00,1,0,"6,000","2,830.0",,"all;0;accuracy_add;30,all;0;atk_multi;2830",,,30,
1500364,클랜던전,clan,clan,clan,364,light,207,1,1.00,1,0,"6,000","2,840.0",,"all;0;accuracy_add;30,all;0;atk_multi;2840",,,30,
1500365,클랜던전,clan,clan,clan,365,dark,207,1,1.00,1,0,"6,000","2,850.0",,"all;0;accuracy_add;30,all;0;atk_multi;2850",,,30,
1500366,클랜던전,clan,clan,clan,366,earth,207,1,1.00,1,0,"6,000","2,860.0",,"all;0;accuracy_add;30,all;0;atk_multi;2860",,,30,
1500367,클랜던전,clan,clan,clan,367,water,207,1,1.00,1,0,"6,000","2,870.0",,"all;0;accuracy_add;30,all;0;atk_multi;2870",,,30,
1500368,클랜던전,clan,clan,clan,368,fire,207,1,1.00,1,0,"6,000","2,880.0",,"all;0;accuracy_add;30,all;0;atk_multi;2880",,,30,
1500369,클랜던전,clan,clan,clan,369,light,207,1,1.00,1,0,"6,000","2,890.0",,"all;0;accuracy_add;30,all;0;atk_multi;2890",,,30,
1500370,클랜던전,clan,clan,clan,370,dark,207,1,1.00,1,0,"6,000","2,900.0",,"all;0;accuracy_add;30,all;0;atk_multi;2900",,,30,
1500371,클랜던전,clan,clan,clan,371,earth,207,1,1.00,1,0,"6,000","2,910.0",,"all;0;accuracy_add;30,all;0;atk_multi;2910",,,30,
1500372,클랜던전,clan,clan,clan,372,water,207,1,1.00,1,0,"6,000","2,920.0",,"all;0;accuracy_add;30,all;0;atk_multi;2920",,,30,
1500373,클랜던전,clan,clan,clan,373,fire,207,1,1.00,1,0,"6,000","2,930.0",,"all;0;accuracy_add;30,all;0;atk_multi;2930",,,30,
1500374,클랜던전,clan,clan,clan,374,light,207,1,1.00,1,0,"6,000","2,940.0",,"all;0;accuracy_add;30,all;0;atk_multi;2940",,,30,
1500375,클랜던전,clan,clan,clan,375,dark,207,1,1.00,1,0,"6,000","2,950.0",,"all;0;accuracy_add;30,all;0;atk_multi;2950",,,30,
1500376,클랜던전,clan,clan,clan,376,earth,207,1,1.00,1,0,"6,000","2,960.0",,"all;0;accuracy_add;30,all;0;atk_multi;2960",,,30,
1500377,클랜던전,clan,clan,clan,377,water,207,1,1.00,1,0,"6,000","2,970.0",,"all;0;accuracy_add;30,all;0;atk_multi;2970",,,30,
1500378,클랜던전,clan,clan,clan,378,fire,207,1,1.00,1,0,"6,000","2,980.0",,"all;0;accuracy_add;30,all;0;atk_multi;2980",,,30,
1500379,클랜던전,clan,clan,clan,379,light,207,1,1.00,1,0,"6,000","2,990.0",,"all;0;accuracy_add;30,all;0;atk_multi;2990",,,30,
1500380,클랜던전,clan,clan,clan,380,dark,207,1,1.00,1,0,"6,000","3,000.0",,"all;0;accuracy_add;30,all;0;atk_multi;3000",,,30,
1500381,클랜던전,clan,clan,clan,381,earth,207,1,1.00,1,0,"6,000","3,010.0",,"all;0;accuracy_add;30,all;0;atk_multi;3010",,,30,
1500382,클랜던전,clan,clan,clan,382,water,207,1,1.00,1,0,"6,000","3,020.0",,"all;0;accuracy_add;30,all;0;atk_multi;3020",,,30,
1500383,클랜던전,clan,clan,clan,383,fire,207,1,1.00,1,0,"6,000","3,030.0",,"all;0;accuracy_add;30,all;0;atk_multi;3030",,,30,
1500384,클랜던전,clan,clan,clan,384,light,207,1,1.00,1,0,"6,000","3,040.0",,"all;0;accuracy_add;30,all;0;atk_multi;3040",,,30,
1500385,클랜던전,clan,clan,clan,385,dark,207,1,1.00,1,0,"6,000","3,050.0",,"all;0;accuracy_add;30,all;0;atk_multi;3050",,,30,
1500386,클랜던전,clan,clan,clan,386,earth,207,1,1.00,1,0,"6,000","3,060.0",,"all;0;accuracy_add;30,all;0;atk_multi;3060",,,30,
1500387,클랜던전,clan,clan,clan,387,water,207,1,1.00,1,0,"6,000","3,070.0",,"all;0;accuracy_add;30,all;0;atk_multi;3070",,,30,
1500388,클랜던전,clan,clan,clan,388,fire,207,1,1.00,1,0,"6,000","3,080.0",,"all;0;accuracy_add;30,all;0;atk_multi;3080",,,30,
1500389,클랜던전,clan,clan,clan,389,light,207,1,1.00,1,0,"6,000","3,090.0",,"all;0;accuracy_add;30,all;0;atk_multi;3090",,,30,
1500390,클랜던전,clan,clan,clan,390,dark,207,1,1.00,1,0,"6,000","3,100.0",,"all;0;accuracy_add;30,all;0;atk_multi;3100",,,30,
1500391,클랜던전,clan,clan,clan,391,earth,207,1,1.00,1,0,"6,000","3,110.0",,"all;0;accuracy_add;30,all;0;atk_multi;3110",,,30,
1500392,클랜던전,clan,clan,clan,392,water,207,1,1.00,1,0,"6,000","3,120.0",,"all;0;accuracy_add;30,all;0;atk_multi;3120",,,30,
1500393,클랜던전,clan,clan,clan,393,fire,207,1,1.00,1,0,"6,000","3,130.0",,"all;0;accuracy_add;30,all;0;atk_multi;3130",,,30,
1500394,클랜던전,clan,clan,clan,394,light,207,1,1.00,1,0,"6,000","3,140.0",,"all;0;accuracy_add;30,all;0;atk_multi;3140",,,30,
1500395,클랜던전,clan,clan,clan,395,dark,207,1,1.00,1,0,"6,000","3,150.0",,"all;0;accuracy_add;30,all;0;atk_multi;3150",,,30,
1500396,클랜던전,clan,clan,clan,396,earth,207,1,1.00,1,0,"6,000","3,160.0",,"all;0;accuracy_add;30,all;0;atk_multi;3160",,,30,
1500397,클랜던전,clan,clan,clan,397,water,207,1,1.00,1,0,"6,000","3,170.0",,"all;0;accuracy_add;30,all;0;atk_multi;3170",,,30,
1500398,클랜던전,clan,clan,clan,398,fire,207,1,1.00,1,0,"6,000","3,180.0",,"all;0;accuracy_add;30,all;0;atk_multi;3180",,,30,
1500399,클랜던전,clan,clan,clan,399,light,207,1,1.00,1,0,"6,000","3,190.0",,"all;0;accuracy_add;30,all;0;atk_multi;3190",,,30,
1500400,클랜던전,clan,clan,clan,400,dark,207,1,1.00,1,0,"6,000","3,200.0",,"all;0;accuracy_add;30,all;0;atk_multi;3200",,,30,
1500401,클랜던전,clan,clan,clan,401,earth,207,1,1.00,1,0,"6,000","3,210.0",,"all;0;accuracy_add;30,all;0;atk_multi;3210",,,30,
1500402,클랜던전,clan,clan,clan,402,water,207,1,1.00,1,0,"6,000","3,220.0",,"all;0;accuracy_add;30,all;0;atk_multi;3220",,,30,
1500403,클랜던전,clan,clan,clan,403,fire,207,1,1.00,1,0,"6,000","3,230.0",,"all;0;accuracy_add;30,all;0;atk_multi;3230",,,30,
1500404,클랜던전,clan,clan,clan,404,light,207,1,1.00,1,0,"6,000","3,240.0",,"all;0;accuracy_add;30,all;0;atk_multi;3240",,,30,
1500405,클랜던전,clan,clan,clan,405,dark,207,1,1.00,1,0,"6,000","3,250.0",,"all;0;accuracy_add;30,all;0;atk_multi;3250",,,30,
1500406,클랜던전,clan,clan,clan,406,earth,207,1,1.00,1,0,"6,000","3,260.0",,"all;0;accuracy_add;30,all;0;atk_multi;3260",,,30,
1500407,클랜던전,clan,clan,clan,407,water,207,1,1.00,1,0,"6,000","3,270.0",,"all;0;accuracy_add;30,all;0;atk_multi;3270",,,30,
1500408,클랜던전,clan,clan,clan,408,fire,207,1,1.00,1,0,"6,000","3,280.0",,"all;0;accuracy_add;30,all;0;atk_multi;3280",,,30,
1500409,클랜던전,clan,clan,clan,409,light,207,1,1.00,1,0,"6,000","3,290.0",,"all;0;accuracy_add;30,all;0;atk_multi;3290",,,30,
1500410,클랜던전,clan,clan,clan,410,dark,207,1,1.00,1,0,"6,000","3,300.0",,"all;0;accuracy_add;30,all;0;atk_multi;3300",,,30,
1500411,클랜던전,clan,clan,clan,411,earth,207,1,1.00,1,0,"6,000","3,310.0",,"all;0;accuracy_add;30,all;0;atk_multi;3310",,,30,
1500412,클랜던전,clan,clan,clan,412,water,207,1,1.00,1,0,"6,000","3,320.0",,"all;0;accuracy_add;30,all;0;atk_multi;3320",,,30,
1500413,클랜던전,clan,clan,clan,413,fire,207,1,1.00,1,0,"6,000","3,330.0",,"all;0;accuracy_add;30,all;0;atk_multi;3330",,,30,
1500414,클랜던전,clan,clan,clan,414,light,207,1,1.00,1,0,"6,000","3,340.0",,"all;0;accuracy_add;30,all;0;atk_multi;3340",,,30,
1500415,클랜던전,clan,clan,clan,415,dark,207,1,1.00,1,0,"6,000","3,350.0",,"all;0;accuracy_add;30,all;0;atk_multi;3350",,,30,
1500416,클랜던전,clan,clan,clan,416,earth,207,1,1.00,1,0,"6,000","3,360.0",,"all;0;accuracy_add;30,all;0;atk_multi;3360",,,30,
1500417,클랜던전,clan,clan,clan,417,water,207,1,1.00,1,0,"6,000","3,370.0",,"all;0;accuracy_add;30,all;0;atk_multi;3370",,,30,
1500418,클랜던전,clan,clan,clan,418,fire,207,1,1.00,1,0,"6,000","3,380.0",,"all;0;accuracy_add;30,all;0;atk_multi;3380",,,30,
1500419,클랜던전,clan,clan,clan,419,light,207,1,1.00,1,0,"6,000","3,390.0",,"all;0;accuracy_add;30,all;0;atk_multi;3390",,,30,
1500420,클랜던전,clan,clan,clan,420,dark,207,1,1.00,1,0,"6,000","3,400.0",,"all;0;accuracy_add;30,all;0;atk_multi;3400",,,30,
1500421,클랜던전,clan,clan,clan,421,earth,207,1,1.00,1,0,"6,000","3,410.0",,"all;0;accuracy_add;30,all;0;atk_multi;3410",,,30,
1500422,클랜던전,clan,clan,clan,422,water,207,1,1.00,1,0,"6,000","3,420.0",,"all;0;accuracy_add;30,all;0;atk_multi;3420",,,,
1500423,클랜던전,clan,clan,clan,423,fire,207,1,1.00,1,0,"6,000","3,430.0",,"all;0;accuracy_add;30,all;0;atk_multi;3430",,,,
1500424,클랜던전,clan,clan,clan,424,light,207,1,1.00,1,0,"6,000","3,440.0",,"all;0;accuracy_add;30,all;0;atk_multi;3440",,,,
1500425,클랜던전,clan,clan,clan,425,dark,207,1,1.00,1,0,"6,000","3,450.0",,"all;0;accuracy_add;30,all;0;atk_multi;3450",,,,
1500426,클랜던전,clan,clan,clan,426,earth,207,1,1.00,1,0,"6,000","3,460.0",,"all;0;accuracy_add;30,all;0;atk_multi;3460",,,,
1500427,클랜던전,clan,clan,clan,427,water,207,1,1.00,1,0,"6,000","3,470.0",,"all;0;accuracy_add;30,all;0;atk_multi;3470",,,,
1500428,클랜던전,clan,clan,clan,428,fire,207,1,1.00,1,0,"6,000","3,480.0",,"all;0;accuracy_add;30,all;0;atk_multi;3480",,,,
1500429,클랜던전,clan,clan,clan,429,light,207,1,1.00,1,0,"6,000","3,490.0",,"all;0;accuracy_add;30,all;0;atk_multi;3490",,,,
1500430,클랜던전,clan,clan,clan,430,dark,207,1,1.00,1,0,"6,000","3,500.0",,"all;0;accuracy_add;30,all;0;atk_multi;3500",,,,
1500431,클랜던전,clan,clan,clan,431,earth,207,1,1.00,1,0,"6,000","3,510.0",,"all;0;accuracy_add;30,all;0;atk_multi;3510",,,,
1500432,클랜던전,clan,clan,clan,432,water,207,1,1.00,1,0,"6,000","3,520.0",,"all;0;accuracy_add;30,all;0;atk_multi;3520",,,,
1500433,클랜던전,clan,clan,clan,433,fire,207,1,1.00,1,0,"6,000","3,530.0",,"all;0;accuracy_add;30,all;0;atk_multi;3530",,,,
1500434,클랜던전,clan,clan,clan,434,light,207,1,1.00,1,0,"6,000","3,540.0",,"all;0;accuracy_add;30,all;0;atk_multi;3540",,,,
1500435,클랜던전,clan,clan,clan,435,dark,207,1,1.00,1,0,"6,000","3,550.0",,"all;0;accuracy_add;30,all;0;atk_multi;3550",,,,
1500436,클랜던전,clan,clan,clan,436,earth,207,1,1.00,1,0,"6,000","3,560.0",,"all;0;accuracy_add;30,all;0;atk_multi;3560",,,,
1500437,클랜던전,clan,clan,clan,437,water,207,1,1.00,1,0,"6,000","3,570.0",,"all;0;accuracy_add;30,all;0;atk_multi;3570",,,,
1500438,클랜던전,clan,clan,clan,438,fire,207,1,1.00,1,0,"6,000","3,580.0",,"all;0;accuracy_add;30,all;0;atk_multi;3580",,,,
1500439,클랜던전,clan,clan,clan,439,light,207,1,1.00,1,0,"6,000","3,590.0",,"all;0;accuracy_add;30,all;0;atk_multi;3590",,,,
1500440,클랜던전,clan,clan,clan,440,dark,207,1,1.00,1,0,"6,000","3,600.0",,"all;0;accuracy_add;30,all;0;atk_multi;3600",,,,
1500441,클랜던전,clan,clan,clan,441,earth,207,1,1.00,1,0,"6,000","3,610.0",,"all;0;accuracy_add;30,all;0;atk_multi;3610",,,,
1500442,클랜던전,clan,clan,clan,442,water,207,1,1.00,1,0,"6,000","3,620.0",,"all;0;accuracy_add;30,all;0;atk_multi;3620",,,,
1500443,클랜던전,clan,clan,clan,443,fire,207,1,1.00,1,0,"6,000","3,630.0",,"all;0;accuracy_add;30,all;0;atk_multi;3630",,,,
1500444,클랜던전,clan,clan,clan,444,light,207,1,1.00,1,0,"6,000","3,640.0",,"all;0;accuracy_add;30,all;0;atk_multi;3640",,,,
1500445,클랜던전,clan,clan,clan,445,dark,207,1,1.00,1,0,"6,000","3,650.0",,"all;0;accuracy_add;30,all;0;atk_multi;3650",,,,
1500446,클랜던전,clan,clan,clan,446,earth,207,1,1.00,1,0,"6,000","3,660.0",,"all;0;accuracy_add;30,all;0;atk_multi;3660",,,,
1500447,클랜던전,clan,clan,clan,447,water,207,1,1.00,1,0,"6,000","3,670.0",,"all;0;accuracy_add;30,all;0;atk_multi;3670",,,,
1500448,클랜던전,clan,clan,clan,448,fire,207,1,1.00,1,0,"6,000","3,680.0",,"all;0;accuracy_add;30,all;0;atk_multi;3680",,,,
1500449,클랜던전,clan,clan,clan,449,light,207,1,1.00,1,0,"6,000","3,690.0",,"all;0;accuracy_add;30,all;0;atk_multi;3690",,,,
1500450,클랜던전,clan,clan,clan,450,dark,207,1,1.00,1,0,"6,000","3,700.0",,"all;0;accuracy_add;30,all;0;atk_multi;3700",,,,
1500451,클랜던전,clan,clan,clan,451,earth,207,1,1.00,1,0,"6,000","3,710.0",,"all;0;accuracy_add;30,all;0;atk_multi;3710",,,,
1500452,클랜던전,clan,clan,clan,452,water,207,1,1.00,1,0,"6,000","3,720.0",,"all;0;accuracy_add;30,all;0;atk_multi;3720",,,,
1500453,클랜던전,clan,clan,clan,453,fire,207,1,1.00,1,0,"6,000","3,730.0",,"all;0;accuracy_add;30,all;0;atk_multi;3730",,,,
1500454,클랜던전,clan,clan,clan,454,light,207,1,1.00,1,0,"6,000","3,740.0",,"all;0;accuracy_add;30,all;0;atk_multi;3740",,,,
1500455,클랜던전,clan,clan,clan,455,dark,207,1,1.00,1,0,"6,000","3,750.0",,"all;0;accuracy_add;30,all;0;atk_multi;3750",,,,
1500456,클랜던전,clan,clan,clan,456,earth,207,1,1.00,1,0,"6,000","3,760.0",,"all;0;accuracy_add;30,all;0;atk_multi;3760",,,,
1500457,클랜던전,clan,clan,clan,457,water,207,1,1.00,1,0,"6,000","3,770.0",,"all;0;accuracy_add;30,all;0;atk_multi;3770",,,,
1500458,클랜던전,clan,clan,clan,458,fire,207,1,1.00,1,0,"6,000","3,780.0",,"all;0;accuracy_add;30,all;0;atk_multi;3780",,,,
1500459,클랜던전,clan,clan,clan,459,light,207,1,1.00,1,0,"6,000","3,790.0",,"all;0;accuracy_add;30,all;0;atk_multi;3790",,,,
1500460,클랜던전,clan,clan,clan,460,dark,207,1,1.00,1,0,"6,000","3,800.0",,"all;0;accuracy_add;30,all;0;atk_multi;3800",,,,
1500461,클랜던전,clan,clan,clan,461,earth,207,1,1.00,1,0,"6,000","3,810.0",,"all;0;accuracy_add;30,all;0;atk_multi;3810",,,,
1500462,클랜던전,clan,clan,clan,462,water,207,1,1.00,1,0,"6,000","3,820.0",,"all;0;accuracy_add;30,all;0;atk_multi;3820",,,,
1500463,클랜던전,clan,clan,clan,463,fire,207,1,1.00,1,0,"6,000","3,830.0",,"all;0;accuracy_add;30,all;0;atk_multi;3830",,,,
1500464,클랜던전,clan,clan,clan,464,light,207,1,1.00,1,0,"6,000","3,840.0",,"all;0;accuracy_add;30,all;0;atk_multi;3840",,,,
1500465,클랜던전,clan,clan,clan,465,dark,207,1,1.00,1,0,"6,000","3,850.0",,"all;0;accuracy_add;30,all;0;atk_multi;3850",,,,
1500466,클랜던전,clan,clan,clan,466,earth,207,1,1.00,1,0,"6,000","3,860.0",,"all;0;accuracy_add;30,all;0;atk_multi;3860",,,,
1500467,클랜던전,clan,clan,clan,467,water,207,1,1.00,1,0,"6,000","3,870.0",,"all;0;accuracy_add;30,all;0;atk_multi;3870",,,,
1500468,클랜던전,clan,clan,clan,468,fire,207,1,1.00,1,0,"6,000","3,880.0",,"all;0;accuracy_add;30,all;0;atk_multi;3880",,,,
1500469,클랜던전,clan,clan,clan,469,light,207,1,1.00,1,0,"6,000","3,890.0",,"all;0;accuracy_add;30,all;0;atk_multi;3890",,,,
1500470,클랜던전,clan,clan,clan,470,dark,207,1,1.00,1,0,"6,000","3,900.0",,"all;0;accuracy_add;30,all;0;atk_multi;3900",,,,
1500471,클랜던전,clan,clan,clan,471,earth,207,1,1.00,1,0,"6,000","3,910.0",,"all;0;accuracy_add;30,all;0;atk_multi;3910",,,,
1500472,클랜던전,clan,clan,clan,472,water,207,1,1.00,1,0,"6,000","3,920.0",,"all;0;accuracy_add;30,all;0;atk_multi;3920",,,,
1500473,클랜던전,clan,clan,clan,473,fire,207,1,1.00,1,0,"6,000","3,930.0",,"all;0;accuracy_add;30,all;0;atk_multi;3930",,,,
1500474,클랜던전,clan,clan,clan,474,light,207,1,1.00,1,0,"6,000","3,940.0",,"all;0;accuracy_add;30,all;0;atk_multi;3940",,,,
1500475,클랜던전,clan,clan,clan,475,dark,207,1,1.00,1,0,"6,000","3,950.0",,"all;0;accuracy_add;30,all;0;atk_multi;3950",,,,
1500476,클랜던전,clan,clan,clan,476,earth,207,1,1.00,1,0,"6,000","3,960.0",,"all;0;accuracy_add;30,all;0;atk_multi;3960",,,,
1500477,클랜던전,clan,clan,clan,477,water,207,1,1.00,1,0,"6,000","3,970.0",,"all;0;accuracy_add;30,all;0;atk_multi;3970",,,,
1500478,클랜던전,clan,clan,clan,478,fire,207,1,1.00,1,0,"6,000","3,980.0",,"all;0;accuracy_add;30,all;0;atk_multi;3980",,,,
1500479,클랜던전,clan,clan,clan,479,light,207,1,1.00,1,0,"6,000","3,990.0",,"all;0;accuracy_add;30,all;0;atk_multi;3990",,,,
1500480,클랜던전,clan,clan,clan,480,dark,207,1,1.00,1,0,"6,000","4,000.0",,"all;0;accuracy_add;30,all;0;atk_multi;4000",,,,
