order,did,구분 설명아이디,구분명,드래곤 구분,성급,직군,속성,속성,덱 컨셉,,스킬 구분,스킬 이름,설명,소모마나,진화시 획득,우선순위,비고,,,,,,,,,,,,,,,,
486,120153,1201534,불 변종 에그드래곤,변종 에그드래곤,3,방어,불,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
487,120154,1201541,빛 변종 에그드래곤,변종 에그드래곤,3,방어,빛,,CC,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
488,120154,1201542,빛 변종 에그드래곤,변종 에그드래곤,3,방어,빛,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
489,120154,1201543,빛 변종 에그드래곤,변종 에그드래곤,3,방어,빛,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
490,120154,1201544,빛 변종 에그드래곤,변종 에그드래곤,3,방어,빛,,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
491,120155,1201551,어둠 변종 에그드래곤,변종 에그드래곤,3,방어,어둠,,CC,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
492,120155,1201552,어둠 변종 에그드래곤,변종 에그드래곤,3,방어,어둠,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
493,120155,1201553,어둠 변종 에그드래곤,변종 에그드래곤,3,방어,어둠,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
494,120155,1201555,어둠 변종 에그드래곤,변종 에그드래곤,3,방어,어둠,,CC,,5.드래그 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
495,120481,1204811,땅 불스드래곤,불스드래곤,3,방어,땅,,특수,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
496,120481,1204812,땅 불스드래곤,불스드래곤,3,방어,땅,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
497,120481,1204813,땅 불스드래곤,불스드래곤,3,방어,땅,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
498,120481,1204814,땅 불스드래곤,불스드래곤,3,방어,땅,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
499,120482,1204821,물 불스드래곤,불스드래곤,3,방어,물,,특수,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
500,120482,1204822,물 불스드래곤,불스드래곤,3,방어,물,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
501,120482,1204823,물 불스드래곤,불스드래곤,3,방어,물,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
502,120482,1204824,물 불스드래곤,불스드래곤,3,방어,물,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
503,120483,1204831,불 불스드래곤,불스드래곤,3,방어,불,,특수,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
504,120483,1204832,불 불스드래곤,불스드래곤,3,방어,불,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
505,120483,1204833,불 불스드래곤,불스드래곤,3,방어,불,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
506,120483,1204834,불 불스드래곤,불스드래곤,3,방어,불,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
507,120484,1204841,빛 불스드래곤,불스드래곤,3,방어,빛,,CC,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
508,120484,1204842,빛 불스드래곤,불스드래곤,3,방어,빛,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
509,120484,1204843,빛 불스드래곤,불스드래곤,3,방어,빛,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
510,120484,1204844,빛 불스드래곤,불스드래곤,3,방어,빛,,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
511,120485,1204851,어둠 불스드래곤,불스드래곤,3,방어,어둠,,특수,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
512,120485,1204852,어둠 불스드래곤,불스드래곤,3,방어,어둠,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
513,120485,1204853,어둠 불스드래곤,불스드래곤,3,방어,어둠,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
514,120485,1204854,어둠 불스드래곤,불스드래곤,3,방어,어둠,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
515,120271,1202711,땅 붐버,붐버,3,방어,땅,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
516,120271,1202712,땅 붐버,붐버,3,방어,땅,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
517,120271,1202713,땅 붐버,붐버,3,방어,땅,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
518,120271,1202714,땅 붐버,붐버,3,방어,땅,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
519,120272,1202721,물 붐버,붐버,3,방어,물,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
520,120272,1202722,물 붐버,붐버,3,방어,물,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
521,120272,1202723,물 붐버,붐버,3,방어,물,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
522,120272,1202724,물 붐버,붐버,3,방어,물,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
523,120273,1202731,불 붐버,붐버,3,방어,불,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
524,120273,1202732,불 붐버,붐버,3,방어,불,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
525,120273,1202733,불 붐버,붐버,3,방어,불,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
526,120273,1202734,불 붐버,붐버,3,방어,불,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
527,120274,1202741,빛 붐버,붐버,3,방어,빛,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
528,120274,1202742,빛 붐버,붐버,3,방어,빛,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
529,120274,1202743,빛 붐버,붐버,3,방어,빛,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
530,120274,1202744,빛 붐버,붐버,3,방어,빛,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
531,120275,1202751,어둠 붐버,붐버,3,방어,어둠,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
532,120275,1202752,어둠 붐버,붐버,3,방어,어둠,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
533,120275,1202753,어둠 붐버,붐버,3,방어,어둠,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
534,120275,1202754,어둠 붐버,붐버,3,방어,어둠,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
535,120331,1203311,땅 서펀트드래곤,서펀트드래곤,3,공격,땅,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
536,120331,1203312,땅 서펀트드래곤,서펀트드래곤,3,공격,땅,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
537,120331,1203313,땅 서펀트드래곤,서펀트드래곤,3,공격,땅,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
538,120331,1203314,땅 서펀트드래곤,서펀트드래곤,3,공격,땅,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
539,120332,1203321,물 서펀트드래곤,서펀트드래곤,3,공격,물,,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
540,120332,1203322,물 서펀트드래곤,서펀트드래곤,3,공격,물,,버프,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
541,120332,1203323,물 서펀트드래곤,서펀트드래곤,3,공격,물,,버프,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
542,120332,1203324,물 서펀트드래곤,서펀트드래곤,3,공격,물,,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
543,120333,1203331,불 서펀트드래곤,서펀트드래곤,3,공격,불,,버프,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
544,120333,1203332,불 서펀트드래곤,서펀트드래곤,3,공격,불,,버프,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
545,120333,1203333,불 서펀트드래곤,서펀트드래곤,3,공격,불,,버프,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
546,120333,1203334,불 서펀트드래곤,서펀트드래곤,3,공격,불,,버프,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
547,120334,1203341,빛 서펀트드래곤,서펀트드래곤,3,공격,빛,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
548,120334,1203342,빛 서펀트드래곤,서펀트드래곤,3,공격,빛,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
549,120334,1203343,빛 서펀트드래곤,서펀트드래곤,3,공격,빛,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
550,120334,1203344,빛 서펀트드래곤,서펀트드래곤,3,공격,빛,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
551,120335,1203351,어둠 서펀트드래곤,서펀트드래곤,3,공격,어둠,,공격력덱_3,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
552,120335,1203352,어둠 서펀트드래곤,서펀트드래곤,3,공격,어둠,,공격력덱_3,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
553,120335,1203354,어둠 서펀트드래곤,서펀트드래곤,3,공격,어둠,,공격력덱_3,,4.스탯 강화,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
554,120335,1203355,어둠 서펀트드래곤,서펀트드래곤,3,공격,어둠,,공격력덱_3,,5.드래그 강화,#N/A,#N/A,1,성룡,2순위,,,,,,,,,,,,,,,,,
555,120335,1203356,어둠 서펀트드래곤,서펀트드래곤,3,공격,어둠,,공격력덱_3,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
556,120551,1205511,땅 섬머샤인,섬머샤인,3,회복,땅,,무개성,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
557,120551,1205512,땅 섬머샤인,섬머샤인,3,회복,땅,,무개성,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
558,120551,1205513,땅 섬머샤인,섬머샤인,3,회복,땅,,무개성,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
559,120551,1205514,땅 섬머샤인,섬머샤인,3,회복,땅,,무개성,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
560,120552,1205521,물 섬머샤인,섬머샤인,3,회복,물,,무개성,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
561,120552,1205522,물 섬머샤인,섬머샤인,3,회복,물,,무개성,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
562,120552,1205523,물 섬머샤인,섬머샤인,3,회복,물,,무개성,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
563,120552,1205524,물 섬머샤인,섬머샤인,3,회복,물,,무개성,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
564,120553,1205531,불 섬머샤인,섬머샤인,3,회복,불,,무개성,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
565,120553,1205532,불 섬머샤인,섬머샤인,3,회복,불,,무개성,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
566,120553,1205533,불 섬머샤인,섬머샤인,3,회복,불,,무개성,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
567,120553,1205534,불 섬머샤인,섬머샤인,3,회복,불,,무개성,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
568,120554,1205541,빛 섬머샤인,섬머샤인,3,회복,빛,,상태이상,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
569,120554,1205542,빛 섬머샤인,섬머샤인,3,회복,빛,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
570,120554,1205543,빛 섬머샤인,섬머샤인,3,회복,빛,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
571,120554,1205544,빛 섬머샤인,섬머샤인,3,회복,빛,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
572,120555,1205551,어둠 섬머샤인,섬머샤인,3,회복,어둠,,상태이상,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
573,120555,1205552,어둠 섬머샤인,섬머샤인,3,회복,어둠,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
574,120555,1205553,어둠 섬머샤인,섬머샤인,3,회복,어둠,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
575,120555,1205554,어둠 섬머샤인,섬머샤인,3,회복,어둠,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
576,120071,1200711,땅 스파인,스파인,3,공격,땅,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,, 
577,120071,1200712,땅 스파인,스파인,3,공격,땅,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
578,120071,1200713,땅 스파인,스파인,3,공격,땅,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
579,120071,1200714,땅 스파인,스파인,3,공격,땅,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
580,120072,1200721,물 스파인,스파인,3,공격,물,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
581,120072,1200722,물 스파인,스파인,3,공격,물,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
582,120072,1200723,물 스파인,스파인,3,공격,물,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
583,120072,1200724,물 스파인,스파인,3,공격,물,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
584,120073,1200731,불 스파인,스파인,3,공격,불,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
585,120073,1200732,불 스파인,스파인,3,공격,불,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
586,120073,1200733,불 스파인,스파인,3,공격,불,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
587,120073,1200734,불 스파인,스파인,3,공격,불,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
588,120074,1200741,빛 스파인,스파인,3,공격,빛,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
589,120074,1200742,빛 스파인,스파인,3,공격,빛,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
590,120074,1200743,빛 스파인,스파인,3,공격,빛,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
591,120074,1200744,빛 스파인,스파인,3,공격,빛,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
592,120075,1200751,어둠 스파인,스파인,3,공격,어둠,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
593,120075,1200752,어둠 스파인,스파인,3,공격,어둠,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
594,120075,1200753,어둠 스파인,스파인,3,공격,어둠,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
595,120075,1200754,어둠 스파인,스파인,3,공격,어둠,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
596,120061,1200611,땅 에스티미아,에스티미아,3,회복,땅,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
597,120061,1200612,땅 에스티미아,에스티미아,3,회복,땅,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
598,120061,1200613,땅 에스티미아,에스티미아,3,회복,땅,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
599,120061,1200614,땅 에스티미아,에스티미아,3,회복,땅,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
600,120062,1200621,물 에스티미아,에스티미아,3,회복,물,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
601,120062,1200622,물 에스티미아,에스티미아,3,회복,물,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
602,120062,1200623,물 에스티미아,에스티미아,3,회복,물,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
603,120062,1200624,물 에스티미아,에스티미아,3,회복,물,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
604,120063,1200631,불 에스티미아,에스티미아,3,회복,불,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
605,120063,1200632,불 에스티미아,에스티미아,3,회복,불,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
606,120063,1200633,불 에스티미아,에스티미아,3,회복,불,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
607,120063,1200634,불 에스티미아,에스티미아,3,회복,불,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
608,120064,1200641,빛 에스티미아,에스티미아,3,회복,빛,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
609,120064,1200642,빛 에스티미아,에스티미아,3,회복,빛,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
610,120064,1200643,빛 에스티미아,에스티미아,3,회복,빛,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
611,120064,1200644,빛 에스티미아,에스티미아,3,회복,빛,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
612,120065,1200651,어둠 에스티미아,에스티미아,3,회복,어둠,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
613,120065,1200652,어둠 에스티미아,에스티미아,3,회복,어둠,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
614,120065,1200653,어둠 에스티미아,에스티미아,3,회복,어둠,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
615,120065,1200654,어둠 에스티미아,에스티미아,3,회복,어둠,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
616,120491,1204911,땅 오미야콘,오미야콘,3,공격,땅,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
617,120491,1204912,땅 오미야콘,오미야콘,3,공격,땅,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
618,120491,1204913,땅 오미야콘,오미야콘,3,공격,땅,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
619,120491,1204914,땅 오미야콘,오미야콘,3,공격,땅,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
620,120492,1204921,물 오미야콘,오미야콘,3,공격,물,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
621,120492,1204922,물 오미야콘,오미야콘,3,공격,물,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
622,120492,1204923,물 오미야콘,오미야콘,3,공격,물,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
623,120492,1204924,물 오미야콘,오미야콘,3,공격,물,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
624,120493,1204931,불 오미야콘,오미야콘,3,공격,불,,상태이상,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
625,120493,1204932,불 오미야콘,오미야콘,3,공격,불,,상태이상,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
626,120493,1204933,불 오미야콘,오미야콘,3,공격,불,,상태이상,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
627,120493,1204934,불 오미야콘,오미야콘,3,공격,불,,상태이상,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
628,120494,1204941,빛 오미야콘,오미야콘,3,공격,빛,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
629,120494,1204942,빛 오미야콘,오미야콘,3,공격,빛,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
630,120494,1204943,빛 오미야콘,오미야콘,3,공격,빛,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
631,120494,1204944,빛 오미야콘,오미야콘,3,공격,빛,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
632,120495,1204951,어둠 오미야콘,오미야콘,3,공격,어둠,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
633,120495,1204952,어둠 오미야콘,오미야콘,3,공격,어둠,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
634,120495,1204953,어둠 오미야콘,오미야콘,3,공격,어둠,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
635,120495,1204954,어둠 오미야콘,오미야콘,3,공격,어둠,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
636,120411,1204111,땅 옵타티오,옵타티오,3,공격,땅,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
637,120411,1204112,땅 옵타티오,옵타티오,3,공격,땅,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
638,120411,1204113,땅 옵타티오,옵타티오,3,공격,땅,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
639,120411,1204114,땅 옵타티오,옵타티오,3,공격,땅,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
640,120412,1204121,물 옵타티오,옵타티오,3,공격,물,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
641,120412,1204122,물 옵타티오,옵타티오,3,공격,물,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
642,120412,1204123,물 옵타티오,옵타티오,3,공격,물,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
643,120412,1204124,물 옵타티오,옵타티오,3,공격,물,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
644,120413,1204131,불 옵타티오,옵타티오,3,공격,불,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
645,120413,1204132,불 옵타티오,옵타티오,3,공격,불,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
646,120413,1204133,불 옵타티오,옵타티오,3,공격,불,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
647,120413,1204134,불 옵타티오,옵타티오,3,공격,불,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
648,120414,1204141,빛 옵타티오,옵타티오,3,공격,빛,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
649,120414,1204142,빛 옵타티오,옵타티오,3,공격,빛,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
650,120414,1204143,빛 옵타티오,옵타티오,3,공격,빛,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
651,120414,1204144,빛 옵타티오,옵타티오,3,공격,빛,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
652,120415,1204151,어둠 옵타티오,옵타티오,3,공격,어둠,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
653,120415,1204152,어둠 옵타티오,옵타티오,3,공격,어둠,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
654,120415,1204153,어둠 옵타티오,옵타티오,3,공격,어둠,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
