stage,t_name,season_id,r_difficult,single_reward,mode,r_chapter_info,r_stage_info,attr,cost_type,cost_value,time_limit,wave,tamer_exp,dragon_exp,r_dragon_exp,r_cost_per_exp,gold_min,gold_max,r_gold_aver,mission_01,mission_02,mission_03,item_1_id,item_1_min,item_1_max,item_1_rate,item_2_id,item_2_min,item_2_max,item_2_rate,item_3_id,item_3_min,item_3_max,item_3_rate,item_4_id,item_4_min,item_4_max,item_4_rate,item_5_id,item_5_min,item_5_max,item_5_rate,item_6_id,item_6_min,item_6_max,item_6_rate
1500080,클랜던전,,clan,0,clan,clan,80,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500081,클랜던전,,clan,0,clan,clan,81,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500082,클랜던전,,clan,0,clan,clan,82,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500083,클랜던전,,clan,0,clan,clan,83,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500084,클랜던전,,clan,0,clan,clan,84,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500085,클랜던전,,clan,0,clan,clan,85,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500086,클랜던전,,clan,0,clan,clan,86,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500087,클랜던전,,clan,0,clan,clan,87,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500088,클랜던전,,clan,0,clan,clan,88,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500089,클랜던전,,clan,0,clan,clan,89,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500090,클랜던전,,clan,0,clan,clan,90,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500091,클랜던전,,clan,0,clan,clan,91,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500092,클랜던전,,clan,0,clan,clan,92,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500093,클랜던전,,clan,0,clan,clan,93,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500094,클랜던전,,clan,0,clan,clan,94,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500095,클랜던전,,clan,0,clan,clan,95,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500096,클랜던전,,clan,0,clan,clan,96,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500097,클랜던전,,clan,0,clan,clan,97,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500098,클랜던전,,clan,0,clan,clan,98,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500099,클랜던전,,clan,0,clan,clan,99,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500100,클랜던전,,clan,0,clan,clan,100,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500101,클랜던전,,clan,0,clan,clan,101,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500102,클랜던전,,clan,0,clan,clan,102,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500103,클랜던전,,clan,0,clan,clan,103,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500104,클랜던전,,clan,0,clan,clan,104,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500105,클랜던전,,clan,0,clan,clan,105,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500106,클랜던전,,clan,0,clan,clan,106,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500107,클랜던전,,clan,0,clan,clan,107,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500108,클랜던전,,clan,0,clan,clan,108,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500109,클랜던전,,clan,0,clan,clan,109,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500110,클랜던전,,clan,0,clan,clan,110,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500111,클랜던전,,clan,0,clan,clan,111,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500112,클랜던전,,clan,0,clan,clan,112,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500113,클랜던전,,clan,0,clan,clan,113,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500114,클랜던전,,clan,0,clan,clan,114,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500115,클랜던전,,clan,0,clan,clan,115,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500116,클랜던전,,clan,0,clan,clan,116,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500117,클랜던전,,clan,0,clan,clan,117,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500118,클랜던전,,clan,0,clan,clan,118,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500119,클랜던전,,clan,0,clan,clan,119,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500120,클랜던전,,clan,0,clan,clan,120,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500121,클랜던전,,clan,0,clan,clan,121,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500122,클랜던전,,clan,0,clan,clan,122,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500123,클랜던전,,clan,0,clan,clan,123,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500124,클랜던전,,clan,0,clan,clan,124,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500125,클랜던전,,clan,0,clan,clan,125,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500126,클랜던전,,clan,0,clan,clan,126,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500127,클랜던전,,clan,0,clan,clan,127,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500128,클랜던전,,clan,0,clan,clan,128,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500129,클랜던전,,clan,0,clan,clan,129,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500130,클랜던전,,clan,0,clan,clan,130,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500131,클랜던전,,clan,0,clan,clan,131,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500132,클랜던전,,clan,0,clan,clan,132,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500133,클랜던전,,clan,0,clan,clan,133,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500134,클랜던전,,clan,0,clan,clan,134,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500135,클랜던전,,clan,0,clan,clan,135,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500136,클랜던전,,clan,0,clan,clan,136,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500137,클랜던전,,clan,0,clan,clan,137,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500138,클랜던전,,clan,0,clan,clan,138,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500139,클랜던전,,clan,0,clan,clan,139,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500140,클랜던전,,clan,0,clan,clan,140,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500141,클랜던전,,clan,0,clan,clan,141,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500142,클랜던전,,clan,0,clan,clan,142,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500143,클랜던전,,clan,0,clan,clan,143,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500144,클랜던전,,clan,0,clan,clan,144,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500145,클랜던전,,clan,0,clan,clan,145,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500146,클랜던전,,clan,0,clan,clan,146,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500147,클랜던전,,clan,0,clan,clan,147,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500148,클랜던전,,clan,0,clan,clan,148,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500149,클랜던전,,clan,0,clan,clan,149,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500150,클랜던전,,clan,0,clan,clan,150,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500151,클랜던전,,clan,0,clan,clan,151,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500152,클랜던전,,clan,0,clan,clan,152,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500153,클랜던전,,clan,0,clan,clan,153,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500154,클랜던전,,clan,0,clan,clan,154,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500155,클랜던전,,clan,0,clan,clan,155,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500156,클랜던전,,clan,0,clan,clan,156,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500157,클랜던전,,clan,0,clan,clan,157,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500158,클랜던전,,clan,0,clan,clan,158,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500159,클랜던전,,clan,0,clan,clan,159,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500160,클랜던전,,clan,0,clan,clan,160,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500161,클랜던전,,clan,0,clan,clan,161,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500162,클랜던전,,clan,0,clan,clan,162,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500163,클랜던전,,clan,0,clan,clan,163,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500164,클랜던전,,clan,0,clan,clan,164,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500165,클랜던전,,clan,0,clan,clan,165,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500166,클랜던전,,clan,0,clan,clan,166,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500167,클랜던전,,clan,0,clan,clan,167,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500168,클랜던전,,clan,0,clan,clan,168,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500169,클랜던전,,clan,0,clan,clan,169,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500170,클랜던전,,clan,0,clan,clan,170,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500171,클랜던전,,clan,0,clan,clan,171,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500172,클랜던전,,clan,0,clan,clan,172,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500173,클랜던전,,clan,0,clan,clan,173,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500174,클랜던전,,clan,0,clan,clan,174,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500175,클랜던전,,clan,0,clan,clan,175,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500176,클랜던전,,clan,0,clan,clan,176,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500177,클랜던전,,clan,0,clan,clan,177,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500178,클랜던전,,clan,0,clan,clan,178,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500179,클랜던전,,clan,0,clan,clan,179,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500180,클랜던전,,clan,0,clan,clan,180,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500181,클랜던전,,clan,0,clan,clan,181,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500182,클랜던전,,clan,0,clan,clan,182,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500183,클랜던전,,clan,0,clan,clan,183,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500184,클랜던전,,clan,0,clan,clan,184,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500185,클랜던전,,clan,0,clan,clan,185,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500186,클랜던전,,clan,0,clan,clan,186,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500187,클랜던전,,clan,0,clan,clan,187,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500188,클랜던전,,clan,0,clan,clan,188,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500189,클랜던전,,clan,0,clan,clan,189,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500190,클랜던전,,clan,0,clan,clan,190,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500191,클랜던전,,clan,0,clan,clan,191,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500192,클랜던전,,clan,0,clan,clan,192,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500193,클랜던전,,clan,0,clan,clan,193,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500194,클랜던전,,clan,0,clan,clan,194,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500195,클랜던전,,clan,0,clan,clan,195,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500196,클랜던전,,clan,0,clan,clan,196,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500197,클랜던전,,clan,0,clan,clan,197,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500198,클랜던전,,clan,0,clan,clan,198,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500199,클랜던전,,clan,0,clan,clan,199,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500200,클랜던전,,clan,0,clan,clan,200,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500201,클랜던전,,clan,0,clan,clan,201,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500202,클랜던전,,clan,0,clan,clan,202,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500203,클랜던전,,clan,0,clan,clan,203,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500204,클랜던전,,clan,0,clan,clan,204,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500205,클랜던전,,clan,0,clan,clan,205,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500206,클랜던전,,clan,0,clan,clan,206,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500207,클랜던전,,clan,0,clan,clan,207,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500208,클랜던전,,clan,0,clan,clan,208,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500209,클랜던전,,clan,0,clan,clan,209,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500210,클랜던전,,clan,0,clan,clan,210,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500211,클랜던전,,clan,0,clan,clan,211,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500212,클랜던전,,clan,0,clan,clan,212,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500213,클랜던전,,clan,0,clan,clan,213,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500214,클랜던전,,clan,0,clan,clan,214,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500215,클랜던전,,clan,0,clan,clan,215,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500216,클랜던전,,clan,0,clan,clan,216,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500217,클랜던전,,clan,0,clan,clan,217,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500218,클랜던전,,clan,0,clan,clan,218,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500219,클랜던전,,clan,0,clan,clan,219,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500220,클랜던전,,clan,0,clan,clan,220,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500221,클랜던전,,clan,0,clan,clan,221,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500222,클랜던전,,clan,0,clan,clan,222,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500223,클랜던전,,clan,0,clan,clan,223,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500224,클랜던전,,clan,0,clan,clan,224,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500225,클랜던전,,clan,0,clan,clan,225,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500226,클랜던전,,clan,0,clan,clan,226,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500227,클랜던전,,clan,0,clan,clan,227,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500228,클랜던전,,clan,0,clan,clan,228,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500229,클랜던전,,clan,0,clan,clan,229,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500230,클랜던전,,clan,0,clan,clan,230,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500231,클랜던전,,clan,0,clan,clan,231,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500232,클랜던전,,clan,0,clan,clan,232,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500233,클랜던전,,clan,0,clan,clan,233,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500234,클랜던전,,clan,0,clan,clan,234,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500235,클랜던전,,clan,0,clan,clan,235,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500236,클랜던전,,clan,0,clan,clan,236,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500237,클랜던전,,clan,0,clan,clan,237,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500238,클랜던전,,clan,0,clan,clan,238,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500239,클랜던전,,clan,0,clan,clan,239,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500240,클랜던전,,clan,0,clan,clan,240,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500241,클랜던전,,clan,0,clan,clan,241,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500242,클랜던전,,clan,0,clan,clan,242,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500243,클랜던전,,clan,0,clan,clan,243,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500244,클랜던전,,clan,0,clan,clan,244,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500245,클랜던전,,clan,0,clan,clan,245,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500246,클랜던전,,clan,0,clan,clan,246,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500247,클랜던전,,clan,0,clan,clan,247,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500248,클랜던전,,clan,0,clan,clan,248,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500249,클랜던전,,clan,0,clan,clan,249,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500250,클랜던전,,clan,0,clan,clan,250,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500251,클랜던전,,clan,0,clan,clan,251,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500252,클랜던전,,clan,0,clan,clan,252,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500253,클랜던전,,clan,0,clan,clan,253,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500254,클랜던전,,clan,0,clan,clan,254,light,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500255,클랜던전,,clan,0,clan,clan,255,dark,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500256,클랜던전,,clan,0,clan,clan,256,earth,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500257,클랜던전,,clan,0,clan,clan,257,water,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500258,클랜던전,,clan,0,clan,clan,258,fire,cldg,0,120,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
