idx,nickname,msg,type
731,히츠블루,3주년 생일 축하합니다 앞으로도 더 재밌고 알찬 게임 만들어주시길 기대할게요!,3rd_anniversary
732,VANT,드빌 더 흥했으면 좋겠고 11만원 현질세트는 그만 만들어주세요..,3rd_anniversary
733,찌유닝,3주년 축하드려요 ~ 앞으로 더 재밌는 게임이 되도록 이벤트 많이 많이 해주세요 !!,3rd_anniversary
734,알진옹이,3주년 축하한다골,3rd_anniversary
735,뇌신이구름,"드빌 시리즈를 어릴 때부터 정말 좋아했었는데 드빌m이 벌써 3주년이 됐다니 정말 축하드려요!! 그리고 앞으로 듭1,듭m 모두 장수하세요~!!!♡",3rd_anniversary
736,여우꼬리별,3주년 축하합니다~~,3rd_anniversary
737,아시마,드래곤빌리지 모바일의 3주년을 축하드립니다! 유저분들과 소통 잘하는 갓게임으로 5주년 10주년 계속 성장하시길,3rd_anniversary
738,unpyo2004,3주년 축하드립니다~ 올해는 한정 드래곤이 꼭 나오길 바라요~,3rd_anniversary
739,모모날자,듭M 3주년 진심으로 축하드리고 앞으로 더 갓겡이 되길 바라겠습니다 홧팅!,3rd_anniversary
740,상큼발랄정이,축하합니당,3rd_anniversary
741,어너뭐하는,"드빌3주년 축하드립니다 앞으로 4, 5년.. 쭉 번창할 수 있기를~",3rd_anniversary
742,아틀란티스,3주년 축하드립니다,3rd_anniversary
743,태양X구사,드빌 3주년 축하해요~~~,3rd_anniversary
744,태평양약국아들,육성 게임 좋아하는데 정말 재밌게 하고 있어요. 갓겜 드빌 3주년 축하합니다,3rd_anniversary
745,디아,축하드려요!,3rd_anniversary
746,뱅지님,축하드려요올,3rd_anniversary
747,가을길,3주년 축하합니다 ㅎㅎ,3rd_anniversary
748,cuma,드빌m 정말 3주년 진심으로 축하드립니다,3rd_anniversary
749,갓드님스토커,[속보] 3주년 기념으로 하피주니어 버프해···.,3rd_anniversary
750,경민사마,듭M 3번째 birthday 축하드리옵니다 벌써 3주년이라니 수고하셨고 앞으로도 수고해주세요,3rd_anniversary
751,터미212,생축축 벌써3년이라니 그런의미에서 하데스랑 마그나스 베루스 버프해주세요ㅠㅠㅠㅠ,3rd_anniversary
752,청뢰은월,드엠 골골-~ 경축하골골~~,3rd_anniversary
753,Howling,3주년 넘나 추카드려욤.,3rd_anniversary
754,ll창천ll스키,올해는 더 나은 운영과 소통으로 성장하는 드빌이 되길 바랍니다!,3rd_anniversary
755,럭키원더,드빌m 3주년 넘넘 축하드려용!! 점점 더 재밌어지길용,3rd_anniversary
756,꼬순내,3주년 축하합니다~,3rd_anniversary
757,부부부,드빌m 3주년 축하합니다!!!2021년도 드빌과 함께...!,3rd_anniversary
758,퍼플아이,매일 눈뜨면서 하루를 같이시작하고 잠들기전까지 함께하는 드빌 m 날로 번창 하고 발전하길 바라요.,3rd_anniversary
759,l은달l블루마인,3주년 축하합니다~♡,3rd_anniversary
760,도라산,3주년 축하해요 ? 앞으로 30주년까지 가즈아~,3rd_anniversary
761,찬희조,뉴비입니다 축하드립니다.,3rd_anniversary
762,shion4203,3주년 축하합니다 이렇게 재밋는게임은 처음이에요~!! 4주년도 10주년도 드빌이랑함께 쭉 같이 해요~!! :),3rd_anniversary
763,날으는사과,드빌 3주년 축하합니다~~~~♡♡,3rd_anniversary
764,홍삼ㅎㅎㅎㅎ,전 시작한지 1년밖에 안되었는데.. ㅎㅎㅎㅎ 3년을 축하드립ㄴ다. ^^,3rd_anniversary
765,초승달토끼,글로벌 서버 3주년!!축하드립니다~!앞으로도 장수 가즈아~,3rd_anniversary
766,탈주닌자선쉔님,3주년 축하한다골~~!!!,3rd_anniversary
767,서은주,3주년 축하합니다~ 재밌게 하고 있어요~,3rd_anniversary
768,리두깨비,드빌 3주년 축하합니다 ^.^,3rd_anniversary
769,절대강철,축하드려요,3rd_anniversary
770,강된장쌈밥,사랑해요 드빌!!! 오래가요!!,3rd_anniversary
771,flover,드빌 3주년 축하합니다~~,3rd_anniversary
772,김태풍a,3주년 축하해요~♡,3rd_anniversary
773,l은달l아루,3주년축하요,3rd_anniversary
774,천문학자,오래오래 함께합시다:),3rd_anniversary
775,靑雷예카,3주년 진심으로 축하드립니다~^-^ 올해는 운영과 개발에 힘써주시길 바랍니다,3rd_anniversary
776,하이hello반갑,3주년축하합니다^^,3rd_anniversary
777,탐라국,드빌M 갓겜,3rd_anniversary
778,론노,3주년 축하합니당,3rd_anniversary
779,해성이꼬,3주년 축하드려요!,3rd_anniversary
780,칩가이,3주년 축하유~,3rd_anniversary
781,크논,글로벌섭 3주년 축하해용!! 4주년도 잘 부탁드려용!,3rd_anniversary
782,dvm2199893,3주년 축하합니다.,3rd_anniversary
783,교촌먹고기분좋아짐,3주년 진심으로 축하드립니다!,3rd_anniversary
784,ll뱉어ll파리들,글섭 3주년 축하해용~ 다른 서버도 번창하길!!,3rd_anniversary
785,파이작,3주년 축하드립니다!,3rd_anniversary
786,ll창천ll딸바보,3주년 축하축하,3rd_anniversary
787,동근당근홍당무,듭m4주년 가즈아 현질유도좀 줄이자~~,3rd_anniversary
788,darklady,3주년을 축하합니다~,3rd_anniversary
789,유맛,글로벌3주년 축하드려요,3rd_anniversary
790,시간이없어요,3주년 축하해요 잘즐기구있어요,3rd_anniversary
791,06February,드빌M글로벌 3주년 축하합니다. 앞으로도 좋은게임으로 남아주세요!,3rd_anniversary
792,새끈한사슴,드빌M3주년 ㅊㅋㅊㅋ 10년이상 가는 장수겜 대세용,3rd_anniversary
793,귀혼,3주년 축하요,3rd_anniversary
794,SolarBust,4주년 경하드리옵나이다 이제 일주일차 넘나 재미지구려,3rd_anniversary
795,미륵이,깔아놓고 시작한건 얼마 안됐지만... 드빌m 3주년 축하해요!! 그리고 물베루스 버프좀,3rd_anniversary
796,시메사바,3주년 정말축하드립니다! 신규유저입니다 잘부탁드립니다!!,3rd_anniversary
797,큐공남,축하합니다.,3rd_anniversary
798,범하,3주년 츅하!!! 강특할인 이벤트 감사감사!!,3rd_anniversary
799,다육,와 3주년이라니 시작한지 3달됐는데!!!! 축하합니다~!!~~!~!,3rd_anniversary
800,냥신사,3주년 축하합니다 :D,3rd_anniversary
801,Ace비니,글로벌 3주년 축하해요~~? 좀더 잼있게 즐기게해주세요~~,3rd_anniversary
802,불순의도,축하합니다,3rd_anniversary
803,레오니엘,3주년 축하합니다~ 앞으로도 쭉 가기를~,3rd_anniversary
804,ll롱ll그리움,글로벌 3주년 축하드립니다~!,3rd_anniversary
805,클로즈우,드빌m 글로버섭 3주년 축하합니다? 4주년 가자!!,3rd_anniversary
806,강호의도의리,"이제 막 시작한지 3개월된 드린이 입니다.~ 잼있게 하고 있고, 3주년 축하합니다.~",3rd_anniversary
807,제이아빠,내생애 제일오래 머물고있는게임....10주년갑시다,3rd_anniversary
808,랜덤ㅣRANDOM,드빌m 번창하길 섭종하지않는 갓겜되길..!,3rd_anniversary
809,나른한햄찌,갓패치로 나날이 갓겜이 되어가는 드빌~! 앞으로도 오래오래 함께해주시골!,3rd_anniversary
810,루기아,3주년 축하합니다 컨텐츠업뎃 자주해주시길부탁드립니다.,3rd_anniversary
