item,category,t_name,t_desc,icon,type,full_type,attr,role,color,rarity,grade,evolution,did,count,sale_price,get_region,package,tool_name,inbox_icon
790522,object,헝그리드래곤(물),먹성이라면 패트드래곤과 라이벌이라고 해도 무색할 정도로 거대한 비만 드래곤. 손에 먹을 것이 없으면 성격이 난폭해진다.,,dragon,,,,,,3,3,120522,1,300,,,3등급 헝그리드래곤(물) 성룡,
790523,object,헝그리드래곤(불),먹성이라면 패트드래곤과 라이벌이라고 해도 무색할 정도로 거대한 비만 드래곤. 손에 먹을 것이 없으면 성격이 난폭해진다.,,dragon,,,,,,3,3,120523,1,300,,,3등급 헝그리드래곤(불) 성룡,
790524,object,헝그리드래곤(빛),먹성이라면 패트드래곤과 라이벌이라고 해도 무색할 정도로 거대한 비만 드래곤. 손에 먹을 것이 없으면 성격이 난폭해진다.,,dragon,,,,,,3,3,120524,1,300,,,3등급 헝그리드래곤(빛) 성룡,
790525,object,헝그리드래곤(어둠),먹성이라면 패트드래곤과 라이벌이라고 해도 무색할 정도로 거대한 비만 드래곤. 손에 먹을 것이 없으면 성격이 난폭해진다.,,dragon,,,,,,3,3,120525,1,300,,,3등급 헝그리드래곤(어둠) 성룡,
790531,object,순둥곤(땅),동글동글한 생김새가 재미있는 드래곤. 매사에 둥글게 살아가기 때문에 싸우는 걸 좋아하지 않는다.,,dragon,,,,,,4,3,120531,1,300,,,4등급 순둥곤(땅) 성룡,
790532,object,순둥곤(물),동글동글한 생김새가 재미있는 드래곤. 매사에 둥글게 살아가기 때문에 싸우는 걸 좋아하지 않는다.,,dragon,,,,,,4,3,120532,1,300,,,4등급 순둥곤(물) 성룡,
790533,object,순둥곤(불),동글동글한 생김새가 재미있는 드래곤. 매사에 둥글게 살아가기 때문에 싸우는 걸 좋아하지 않는다.,,dragon,,,,,,4,3,120533,1,300,,,4등급 순둥곤(불) 성룡,
790534,object,순둥곤(빛),동글동글한 생김새가 재미있는 드래곤. 매사에 둥글게 살아가기 때문에 싸우는 걸 좋아하지 않는다.,,dragon,,,,,,4,3,120534,1,300,,,4등급 순둥곤(빛) 성룡,
790541,object,캥거레빗드래곤(땅),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,3,120541,1,300,,,3등급 캥거레빗드래곤(땅) 성룡,
790542,object,캥거레빗드래곤(물),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,3,120542,1,300,,,3등급 캥거레빗드래곤(물) 성룡,
790543,object,캥거레빗드래곤(불),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,3,120543,1,300,,,3등급 캥거레빗드래곤(불) 성룡,
790544,object,캥거레빗드래곤(빛),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,3,120544,1,300,,,3등급 캥거레빗드래곤(빛) 성룡,
790545,object,캥거레빗드래곤(어둠),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,3,120545,1,300,,,3등급 캥거레빗드래곤(어둠) 성룡,
790551,object,섬머샤인(땅),"계절을 상징하는 드래곤 중 하나. 타오르는 빛과 생명이 넘치는 숲의 모습을 지니고 있다. 성격이 밝고 명랑해 항상 여러 곳을 방랑하며, 타오르는 여름에만 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,3,120551,1,300,,,3등급 섬머샤인(땅) 성룡,
790552,object,섬머샤인(물),"계절을 상징하는 드래곤 중 하나. 타오르는 빛과 생명이 넘치는 숲의 모습을 지니고 있다. 성격이 밝고 명랑해 항상 여러 곳을 방랑하며, 타오르는 여름에만 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,3,120552,1,300,,,3등급 섬머샤인(물) 성룡,
790553,object,섬머샤인(불),"계절을 상징하는 드래곤 중 하나. 타오르는 빛과 생명이 넘치는 숲의 모습을 지니고 있다. 성격이 밝고 명랑해 항상 여러 곳을 방랑하며, 타오르는 여름에만 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,3,120553,1,300,,,3등급 섬머샤인(불) 성룡,
790554,object,섬머샤인(빛),"계절을 상징하는 드래곤 중 하나. 타오르는 빛과 생명이 넘치는 숲의 모습을 지니고 있다. 성격이 밝고 명랑해 항상 여러 곳을 방랑하며, 타오르는 여름에만 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,3,120554,1,300,,,3등급 섬머샤인(빛) 성룡,
790555,object,섬머샤인(어둠),"계절을 상징하는 드래곤 중 하나. 타오르는 빛과 생명이 넘치는 숲의 모습을 지니고 있다. 성격이 밝고 명랑해 항상 여러 곳을 방랑하며, 타오르는 여름에만 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,3,120555,1,300,,,3등급 섬머샤인(어둠) 성룡,
790561,object,윗치드래곤(땅),"사악한 마녀의 힘으로 태어난 드래곤. 마녀의 마력을 이어받아 주술력이 남다르며, 신비한 마력의 지팡이를 지니고 있다.",,dragon,,,,,,3,3,120561,1,300,,,3등급 윗치드래곤(땅) 성룡,
790562,object,윗치드래곤(물),"사악한 마녀의 힘으로 태어난 드래곤. 마녀의 마력을 이어받아 주술력이 남다르며, 신비한 마력의 지팡이를 지니고 있다.",,dragon,,,,,,3,3,120562,1,300,,,3등급 윗치드래곤(물) 성룡,
790563,object,윗치드래곤(불),"사악한 마녀의 힘으로 태어난 드래곤. 마녀의 마력을 이어받아 주술력이 남다르며, 신비한 마력의 지팡이를 지니고 있다.",,dragon,,,,,,3,3,120563,1,300,,,3등급 윗치드래곤(불) 성룡,
790564,object,윗치드래곤(빛),"사악한 마녀의 힘으로 태어난 드래곤. 마녀의 마력을 이어받아 주술력이 남다르며, 신비한 마력의 지팡이를 지니고 있다.",,dragon,,,,,,3,3,120564,1,300,,,3등급 윗치드래곤(빛) 성룡,
790565,object,윗치드래곤(어둠),"사악한 마녀의 힘으로 태어난 드래곤. 마녀의 마력을 이어받아 주술력이 남다르며, 신비한 마력의 지팡이를 지니고 있다.",,dragon,,,,,,3,3,120565,1,300,,,3등급 윗치드래곤(어둠) 성룡,
790572,object,클라우드드래곤(물),비를 불러온다고 알려진 무형 드래곤. 거대한 크기로 사람들에게 위압감을 주나 구름이기 때문에 바람이 불면 사라진다.,,dragon,,,,,,5,3,120572,1,300,,,5등급 클라우드드래곤(물) 성룡,
790574,object,클라우드드래곤(빛),비를 불러온다고 알려진 무형 드래곤. 거대한 크기로 사람들에게 위압감을 주나 구름이기 때문에 바람이 불면 사라진다.,,dragon,,,,,,5,3,120574,1,300,,,5등급 클라우드드래곤(빛) 성룡,
790581,object,블랙찡또(땅),남해의 작은 섬에서 태어난 드래곤. 그 섬의 고유종 강아지들의 섬김을 받아왔다. 충성심이 특이하게 높아 주인으로 선택한 테이머가 아닌 자는 사람이라도 거칠게 공격한다.,,dragon,,,,,,4,3,120581,1,300,,,4등급 블랙찡또(땅) 성룡,
790582,object,블랙찡또(물),남해의 작은 섬에서 태어난 드래곤. 그 섬의 고유종 강아지들의 섬김을 받아왔다. 충성심이 특이하게 높아 주인으로 선택한 테이머가 아닌 자는 사람이라도 거칠게 공격한다.,,dragon,,,,,,4,3,120582,1,300,,,4등급 블랙찡또(물) 성룡,
790584,object,블랙찡또(빛),남해의 작은 섬에서 태어난 드래곤. 그 섬의 고유종 강아지들의 섬김을 받아왔다. 충성심이 특이하게 높아 주인으로 선택한 테이머가 아닌 자는 사람이라도 거칠게 공격한다.,,dragon,,,,,,4,3,120584,1,300,,,4등급 블랙찡또(빛) 성룡,
790585,object,블랙찡또(어둠),남해의 작은 섬에서 태어난 드래곤. 그 섬의 고유종 강아지들의 섬김을 받아왔다. 충성심이 특이하게 높아 주인으로 선택한 테이머가 아닌 자는 사람이라도 거칠게 공격한다.,,dragon,,,,,,4,3,120585,1,300,,,4등급 블랙찡또(어둠) 성룡,
790591,object,고디움(땅),"사람의 발길이 닿지 않는 곳에 서식하는 신비한 드래곤. 날카로운 생김새로 사악한 존재로 오해받지만, 사실은 약한 자를 지켜주는 착한 드래곤이다.",,dragon,,,,,,4,3,120591,1,300,,,4등급 고디움(땅) 성룡,
790593,object,고디움(불),"사람의 발길이 닿지 않는 곳에 서식하는 신비한 드래곤. 날카로운 생김새로 사악한 존재로 오해받지만, 사실은 약한 자를 지켜주는 착한 드래곤이다.",,dragon,,,,,,4,3,120593,1,300,,,4등급 고디움(불) 성룡,
790594,object,고디움(빛),"사람의 발길이 닿지 않는 곳에 서식하는 신비한 드래곤. 날카로운 생김새로 사악한 존재로 오해받지만, 사실은 약한 자를 지켜주는 착한 드래곤이다.",,dragon,,,,,,4,3,120594,1,300,,,4등급 고디움(빛) 성룡,
790595,object,고디움(어둠),"사람의 발길이 닿지 않는 곳에 서식하는 신비한 드래곤. 날카로운 생김새로 사악한 존재로 오해받지만, 사실은 약한 자를 지켜주는 착한 드래곤이다.",,dragon,,,,,,4,3,120595,1,300,,,4등급 고디움(어둠) 성룡,
790601,object,리소드래곤(땅),잠꾸러기 드래곤. 그의 숙면을 방해하는 자는 엄청난 고통을 겪게 된다고 한다. 본디 성격은 선하나 잠이 덜깬 상태에서 저지르는 행동덕에 공포의 대상이다.,,dragon,,,,,,4,3,120601,1,300,,,4등급 리소드래곤(땅) 성룡,
790602,object,리소드래곤(물),잠꾸러기 드래곤. 그의 숙면을 방해하는 자는 엄청난 고통을 겪게 된다고 한다. 본디 성격은 선하나 잠이 덜깬 상태에서 저지르는 행동덕에 공포의 대상이다.,,dragon,,,,,,4,3,120602,1,300,,,4등급 리소드래곤(물) 성룡,
790604,object,리소드래곤(빛),잠꾸러기 드래곤. 그의 숙면을 방해하는 자는 엄청난 고통을 겪게 된다고 한다. 본디 성격은 선하나 잠이 덜깬 상태에서 저지르는 행동덕에 공포의 대상이다.,,dragon,,,,,,4,3,120604,1,300,,,4등급 리소드래곤(빛) 성룡,
790605,object,리소드래곤(어둠),잠꾸러기 드래곤. 그의 숙면을 방해하는 자는 엄청난 고통을 겪게 된다고 한다. 본디 성격은 선하나 잠이 덜깬 상태에서 저지르는 행동덕에 공포의 대상이다.,,dragon,,,,,,4,3,120605,1,300,,,4등급 리소드래곤(어둠) 성룡,
790611,object,메탈마그넷드래곤(땅),고대의 학자들이 자석으로 만들어낸 드래곤. 전기와 철을 먹는 특이한 식성으로 유명하다.,,dragon,,,,,,5,3,120611,1,300,,,5등급 메탈마그넷드래곤(땅) 성룡,
790612,object,메탈마그넷드래곤(물),고대의 학자들이 자석으로 만들어낸 드래곤. 전기와 철을 먹는 특이한 식성으로 유명하다.,,dragon,,,,,,5,3,120612,1,300,,,5등급 메탈마그넷드래곤(물) 성룡,
790613,object,메탈마그넷드래곤(불),고대의 학자들이 자석으로 만들어낸 드래곤. 전기와 철을 먹는 특이한 식성으로 유명하다.,,dragon,,,,,,5,3,120613,1,300,,,5등급 메탈마그넷드래곤(불) 성룡,
790623,object,블랙퀸(불),끔찍한 암흑 마법을 사용하는 마녀의 의지를 이어받은 드래곤. 매서운 눈매와 고압적인 태도로 적을 기선 제압한다.,,dragon,,,,,,5,3,120623,1,300,,,5등급 블랙퀸(불) 성룡,
790625,object,블랙퀸(어둠),끔찍한 암흑 마법을 사용하는 마녀의 의지를 이어받은 드래곤. 매서운 눈매와 고압적인 태도로 적을 기선 제압한다.,,dragon,,,,,,5,3,120625,1,300,,,5등급 블랙퀸(어둠) 성룡,
790634,object,베네지드래곤(빛),베네지브래블 드래곤. 줄여서 베네지라고 불린다. 괴짜이기 때문에 언제나 엉뚱한 일을 벌인다고 한다.,,dragon,,,,,,4,3,120634,1,300,,,4등급 베네지드래곤(빛) 성룡,
790635,object,베네지드래곤(어둠),베네지브래블 드래곤. 줄여서 베네지라고 불린다. 괴짜이기 때문에 언제나 엉뚱한 일을 벌인다고 한다.,,dragon,,,,,,4,3,120635,1,300,,,4등급 베네지드래곤(어둠) 성룡,
790641,object,말덱(땅),"둘로 나뉜 순환의 서 중, 흡수의 서를 갖고 있는 악동 드래곤. 호기심이 많아 눈에 보이는 생명들을 책 안에 가두려고 한다. 덕분에 누나인 스트라가 골치를 앓는 편.",,dragon,,,,,,4,3,120641,1,300,,,4등급 말덱(땅) 성룡,
790642,object,말덱(물),"둘로 나뉜 순환의 서 중, 흡수의 서를 갖고 있는 악동 드래곤. 호기심이 많아 눈에 보이는 생명들을 책 안에 가두려고 한다. 덕분에 누나인 스트라가 골치를 앓는 편.",,dragon,,,,,,4,3,120642,1,300,,,4등급 말덱(물) 성룡,
790643,object,말덱(불),"둘로 나뉜 순환의 서 중, 흡수의 서를 갖고 있는 악동 드래곤. 호기심이 많아 눈에 보이는 생명들을 책 안에 가두려고 한다. 덕분에 누나인 스트라가 골치를 앓는 편.",,dragon,,,,,,4,3,120643,1,300,,,4등급 말덱(불) 성룡,
790644,object,말덱(빛),"둘로 나뉜 순환의 서 중, 흡수의 서를 갖고 있는 악동 드래곤. 호기심이 많아 눈에 보이는 생명들을 책 안에 가두려고 한다. 덕분에 누나인 스트라가 골치를 앓는 편.",,dragon,,,,,,4,3,120644,1,300,,,4등급 말덱(빛) 성룡,
790651,object,토템드래곤(땅),이국의 땅에서 만들어졌다는 드래곤. 문신의 신비스러운 힘으로 토템을 소환하는 광경은 보는 이에게 공포마저 느끼게 한다.,,dragon,,,,,,5,3,120651,1,300,,,5등급 토템드래곤(땅) 성룡,
790653,object,토템드래곤(불),이국의 땅에서 만들어졌다는 드래곤. 문신의 신비스러운 힘으로 토템을 소환하는 광경은 보는 이에게 공포마저 느끼게 한다.,,dragon,,,,,,5,3,120653,1,300,,,5등급 토템드래곤(불) 성룡,
790655,object,토템드래곤(어둠),이국의 땅에서 만들어졌다는 드래곤. 문신의 신비스러운 힘으로 토템을 소환하는 광경은 보는 이에게 공포마저 느끼게 한다.,,dragon,,,,,,5,3,120655,1,300,,,5등급 토템드래곤(어둠) 성룡,
790662,object,마그나스(물),"이계의 지배자 마룡왕의 자식으로 제 1왕위 계승권을 가졌지만 정복된 세계는 볼일 없다며 서번트 몇 마리와 함께 차원을 넘어 이노를 정복하러 왔다. 참고로, 머리의 왕관은 차원을 넘을 때 아버지 것을 몰래 가지고 온 것.",,dragon,,,,,,5,3,120662,1,300,,,5등급 마그나스(물) 성룡,
790663,object,마그나스(불),"이계의 지배자 마룡왕의 자식으로 제 1왕위 계승권을 가졌지만 정복된 세계는 볼일 없다며 서번트 몇 마리와 함께 차원을 넘어 이노를 정복하러 왔다. 참고로, 머리의 왕관은 차원을 넘을 때 아버지 것을 몰래 가지고 온 것.",,dragon,,,,,,5,3,120663,1,300,,,5등급 마그나스(불) 성룡,
790665,object,마그나스(어둠),"이계의 지배자 마룡왕의 자식으로 제 1왕위 계승권을 가졌지만 정복된 세계는 볼일 없다며 서번트 몇 마리와 함께 차원을 넘어 이노를 정복하러 왔다. 참고로, 머리의 왕관은 차원을 넘을 때 아버지 것을 몰래 가지고 온 것.",,dragon,,,,,,5,3,120665,1,300,,,5등급 마그나스(어둠) 성룡,
790671,object,헬가스트(땅),"지옥의 새라고 불리는 드래곤. 이름의 유래는 정확하지 않지만, 무시무시한 전투력과 사나운 성질에 의해 붙여졌을 가능성이 높다.",,dragon,,,,,,4,3,120671,1,300,,,4등급 헬가스트(땅) 성룡,
790673,object,헬가스트(불),"지옥의 새라고 불리는 드래곤. 이름의 유래는 정확하지 않지만, 무시무시한 전투력과 사나운 성질에 의해 붙여졌을 가능성이 높다.",,dragon,,,,,,4,3,120673,1,300,,,4등급 헬가스트(불) 성룡,
790675,object,헬가스트(어둠),"지옥의 새라고 불리는 드래곤. 이름의 유래는 정확하지 않지만, 무시무시한 전투력과 사나운 성질에 의해 붙여졌을 가능성이 높다.",,dragon,,,,,,4,3,120675,1,300,,,4등급 헬가스트(어둠) 성룡,
790683,object,블랙아머(불),과묵하고 무서운 생김새의 기사 드래곤. 겉보기에는 사납고 난폭해 보이지만 위험으로 부터 주인을 지키기 위해서는 자신의 목숨마저 건다고 알려졌다.,,dragon,,,,,,5,3,120683,1,300,,,5등급 블랙아머(불) 성룡,
790684,object,블랙아머(빛),과묵하고 무서운 생김새의 기사 드래곤. 겉보기에는 사납고 난폭해 보이지만 위험으로 부터 주인을 지키기 위해서는 자신의 목숨마저 건다고 알려졌다.,,dragon,,,,,,5,3,120684,1,300,,,5등급 블랙아머(빛) 성룡,
790685,object,블랙아머(어둠),과묵하고 무서운 생김새의 기사 드래곤. 겉보기에는 사납고 난폭해 보이지만 위험으로 부터 주인을 지키기 위해서는 자신의 목숨마저 건다고 알려졌다.,,dragon,,,,,,5,3,120685,1,300,,,5등급 블랙아머(어둠) 성룡,
790691,object,데몽&가고일(땅),몬스터 월드에서 건너온 미지의 방문자. 둘은 한마음으로 뭉쳐 고향으로 돌아갈 방법을 찾고 있다. 둘의 영창을 하나로 하여 발동하는 합동 마법이 특기.,,dragon,,,,,,5,3,120691,1,300,,,5등급 데몽&가고일(땅) 성룡,
790692,object,데몽&가고일(물),몬스터 월드에서 건너온 미지의 방문자. 둘은 한마음으로 뭉쳐 고향으로 돌아갈 방법을 찾고 있다. 둘의 영창을 하나로 하여 발동하는 합동 마법이 특기.,,dragon,,,,,,5,3,120692,1,300,,,5등급 데몽&가고일(물) 성룡,
790695,object,데몽&가고일(어둠),몬스터 월드에서 건너온 미지의 방문자. 둘은 한마음으로 뭉쳐 고향으로 돌아갈 방법을 찾고 있다. 둘의 영창을 하나로 하여 발동하는 합동 마법이 특기.,,dragon,,,,,,5,3,120695,1,300,,,5등급 데몽&가고일(어둠) 성룡,
790701,object,와일드드래곤(땅),"알려지지 않은 망각의 산 발리온의 비밀스러운 파수꾼. 낯선 자의 방문을 매우 싫어하며,전투가 거듭될수록 몸이 타오르며 더욱더 강한 힘을 얻을 수 있다.",,dragon,,,,,,4,3,120701,1,300,,,4등급 와일드드래곤(땅) 성룡,
790702,object,와일드드래곤(물),"알려지지 않은 망각의 산 발리온의 비밀스러운 파수꾼. 낯선 자의 방문을 매우 싫어하며,전투가 거듭될수록 몸이 타오르며 더욱더 강한 힘을 얻을 수 있다.",,dragon,,,,,,4,3,120702,1,300,,,4등급 와일드드래곤(물) 성룡,
790703,object,와일드드래곤(불),"알려지지 않은 망각의 산 발리온의 비밀스러운 파수꾼. 낯선 자의 방문을 매우 싫어하며,전투가 거듭될수록 몸이 타오르며 더욱더 강한 힘을 얻을 수 있다.",,dragon,,,,,,4,3,120703,1,300,,,4등급 와일드드래곤(불) 성룡,
790731,object,태엽드래곤(땅),드워프의 공학자가 만들었다고 알려진 드래곤. 기계로 만들어진 만큼 물에 약하고 녹이 슬면 태엽을 돌리기 어려우니 세심한 관리가 필요하다,,dragon,,,,,,3,3,120731,1,300,,,3등급 태엽드래곤(땅) 성룡,
790732,object,태엽드래곤(물),드워프의 공학자가 만들었다고 알려진 드래곤. 기계로 만들어진 만큼 물에 약하고 녹이 슬면 태엽을 돌리기 어려우니 세심한 관리가 필요하다,,dragon,,,,,,3,3,120732,1,300,,,3등급 태엽드래곤(물) 성룡,
790733,object,태엽드래곤(불),드워프의 공학자가 만들었다고 알려진 드래곤. 기계로 만들어진 만큼 물에 약하고 녹이 슬면 태엽을 돌리기 어려우니 세심한 관리가 필요하다,,dragon,,,,,,3,3,120733,1,300,,,3등급 태엽드래곤(불) 성룡,
790734,object,태엽드래곤(빛),드워프의 공학자가 만들었다고 알려진 드래곤. 기계로 만들어진 만큼 물에 약하고 녹이 슬면 태엽을 돌리기 어려우니 세심한 관리가 필요하다,,dragon,,,,,,3,3,120734,1,300,,,3등급 태엽드래곤(빛) 성룡,
790711,object,아프로디테(땅),신화에 기록된 미의 여신처럼 아름다운 드래곤. 아프로디테의 너울거리는 날개를 보는 것만으로도 마음이 치유되는 기분이 든다고 한다.,,dragon,,,,,,5,3,120711,1,300,,,5등급 아프로디테(땅) 성룡,
790712,object,아프로디테(물),신화에 기록된 미의 여신처럼 아름다운 드래곤. 아프로디테의 너울거리는 날개를 보는 것만으로도 마음이 치유되는 기분이 든다고 한다.,,dragon,,,,,,5,3,120712,1,300,,,5등급 아프로디테(물) 성룡,
790713,object,아프로디테(불),신화에 기록된 미의 여신처럼 아름다운 드래곤. 아프로디테의 너울거리는 날개를 보는 것만으로도 마음이 치유되는 기분이 든다고 한다.,,dragon,,,,,,5,3,120713,1,300,,,5등급 아프로디테(불) 성룡,
790714,object,아프로디테(빛),신화에 기록된 미의 여신처럼 아름다운 드래곤. 아프로디테의 너울거리는 날개를 보는 것만으로도 마음이 치유되는 기분이 든다고 한다.,,dragon,,,,,,5,3,120714,1,300,,,5등급 아프로디테(빛) 성룡,
790715,object,아프로디테(어둠),신화에 기록된 미의 여신처럼 아름다운 드래곤. 아프로디테의 너울거리는 날개를 보는 것만으로도 마음이 치유되는 기분이 든다고 한다.,,dragon,,,,,,5,3,120715,1,300,,,5등급 아프로디테(어둠) 성룡,
790721,object,큐피트(땅),"사랑을 전해 준다고 알려진 드래곤. 사랑을 이루고자 하는 많은 사람이 이 드래곤을 찾지만, 실제로 사랑을 전해주는 것은 아니다.",,dragon,,,,,,5,3,120721,1,300,,,5등급 큐피트(땅) 성룡,
790722,object,큐피트(물),"사랑을 전해 준다고 알려진 드래곤. 사랑을 이루고자 하는 많은 사람이 이 드래곤을 찾지만, 실제로 사랑을 전해주는 것은 아니다.",,dragon,,,,,,5,3,120722,1,300,,,5등급 큐피트(물) 성룡,
790723,object,큐피트(불),"사랑을 전해 준다고 알려진 드래곤. 사랑을 이루고자 하는 많은 사람이 이 드래곤을 찾지만, 실제로 사랑을 전해주는 것은 아니다.",,dragon,,,,,,5,3,120723,1,300,,,5등급 큐피트(불) 성룡,
790724,object,큐피트(빛),"사랑을 전해 준다고 알려진 드래곤. 사랑을 이루고자 하는 많은 사람이 이 드래곤을 찾지만, 실제로 사랑을 전해주는 것은 아니다.",,dragon,,,,,,5,3,120724,1,300,,,5등급 큐피트(빛) 성룡,
790725,object,큐피트(어둠),"사랑을 전해 준다고 알려진 드래곤. 사랑을 이루고자 하는 많은 사람이 이 드래곤을 찾지만, 실제로 사랑을 전해주는 것은 아니다.",,dragon,,,,,,5,3,120725,1,300,,,5등급 큐피트(어둠) 성룡,
790742,object,앙그라(물),"먼 과거에 존재하던 고대 드래곤들의 왕. 카데스와 맞서 싸운 용감무쌍한 드래곤이었으나, 그 오만한 성격으로 인해 신의 미움을 사 봉인당하고 만다. 빛과 어둠의 전쟁으로 봉인이 약해져 최근 눈을 뜨게 된다.",,dragon,,,,,,5,3,120742,1,300,,,5등급 앙그라(물) 성룡,
790743,object,앙그라(불),"먼 과거에 존재하던 고대 드래곤들의 왕. 카데스와 맞서 싸운 용감무쌍한 드래곤이었으나, 그 오만한 성격으로 인해 신의 미움을 사 봉인당하고 만다. 빛과 어둠의 전쟁으로 봉인이 약해져 최근 눈을 뜨게 된다.",,dragon,,,,,,5,3,120743,1,300,,,5등급 앙그라(불) 성룡,
790745,object,앙그라(어둠),"먼 과거에 존재하던 고대 드래곤들의 왕. 카데스와 맞서 싸운 용감무쌍한 드래곤이었으나, 그 오만한 성격으로 인해 신의 미움을 사 봉인당하고 만다. 빛과 어둠의 전쟁으로 봉인이 약해져 최근 눈을 뜨게 된다.",,dragon,,,,,,5,3,120745,1,300,,,5등급 앙그라(어둠) 성룡,
790751,object,파티드래곤(땅),경사스러운 날에 자주 보이는 귀여운 생김새의 드래곤. 과거부터 다양한 축제에 이용된 만큼 타인을 즐겁게 만드는 재주가 뛰어나다. 성격이 명랑하여 각종 복지기관에서 환자를 돌보거나 격려하는 프렌드 드래곤으로 맹활약하고 있다.,,dragon,,,,,,5,3,120751,1,300,,,5등급 파티드래곤(땅) 성룡,
790752,object,파티드래곤(물),경사스러운 날에 자주 보이는 귀여운 생김새의 드래곤. 과거부터 다양한 축제에 이용된 만큼 타인을 즐겁게 만드는 재주가 뛰어나다. 성격이 명랑하여 각종 복지기관에서 환자를 돌보거나 격려하는 프렌드 드래곤으로 맹활약하고 있다.,,dragon,,,,,,5,3,120752,1,300,,,5등급 파티드래곤(물) 성룡,
790753,object,파티드래곤(불),경사스러운 날에 자주 보이는 귀여운 생김새의 드래곤. 과거부터 다양한 축제에 이용된 만큼 타인을 즐겁게 만드는 재주가 뛰어나다. 성격이 명랑하여 각종 복지기관에서 환자를 돌보거나 격려하는 프렌드 드래곤으로 맹활약하고 있다.,,dragon,,,,,,5,3,120753,1,300,,,5등급 파티드래곤(불) 성룡,
790754,object,파티드래곤(빛),경사스러운 날에 자주 보이는 귀여운 생김새의 드래곤. 과거부터 다양한 축제에 이용된 만큼 타인을 즐겁게 만드는 재주가 뛰어나다. 성격이 명랑하여 각종 복지기관에서 환자를 돌보거나 격려하는 프렌드 드래곤으로 맹활약하고 있다.,,dragon,,,,,,5,3,120754,1,300,,,5등급 파티드래곤(빛) 성룡,
790755,object,파티드래곤(어둠),경사스러운 날에 자주 보이는 귀여운 생김새의 드래곤. 과거부터 다양한 축제에 이용된 만큼 타인을 즐겁게 만드는 재주가 뛰어나다. 성격이 명랑하여 각종 복지기관에서 환자를 돌보거나 격려하는 프렌드 드래곤으로 맹활약하고 있다.,,dragon,,,,,,5,3,120755,1,300,,,5등급 파티드래곤(어둠) 성룡,
790761,object,크리마용(땅),겨울에만 발견된다고 알려진 신비로운 용. 이색적인 장식을 몸에 장식한 것이 특징이며 장식의 색상만큼 활발하고 장난기가 많은편. 들려오는 민담으로는 루돌프를 도와 썰매를 끌었다고 전해진다,,dragon,,,,,,4,3,120761,1,300,,,4등급 크리마용(땅) 성룡,
790762,object,크리마용(물),겨울에만 발견된다고 알려진 신비로운 용. 이색적인 장식을 몸에 장식한 것이 특징이며 장식의 색상만큼 활발하고 장난기가 많은편. 들려오는 민담으로는 루돌프를 도와 썰매를 끌었다고 전해진다,,dragon,,,,,,4,3,120762,1,300,,,4등급 크리마용(물) 성룡,
790763,object,크리마용(불),겨울에만 발견된다고 알려진 신비로운 용. 이색적인 장식을 몸에 장식한 것이 특징이며 장식의 색상만큼 활발하고 장난기가 많은편. 들려오는 민담으로는 루돌프를 도와 썰매를 끌었다고 전해진다,,dragon,,,,,,4,3,120763,1,300,,,4등급 크리마용(불) 성룡,
790771,object,타이탄(땅),거인의 힘을 간직한 거대 드래곤. 강한 힘과 뛰어난 방어력을 지녔으나 그만큼 기동력은 떨어지는 편.,,dragon,,,,,,5,3,120771,1,300,,,5등급 타이탄(땅) 성룡,
790772,object,타이탄(물),거인의 힘을 간직한 거대 드래곤. 강한 힘과 뛰어난 방어력을 지녔으나 그만큼 기동력은 떨어지는 편.,,dragon,,,,,,5,3,120772,1,300,,,5등급 타이탄(물) 성룡,
790773,object,타이탄(불),거인의 힘을 간직한 거대 드래곤. 강한 힘과 뛰어난 방어력을 지녔으나 그만큼 기동력은 떨어지는 편.,,dragon,,,,,,5,3,120773,1,300,,,5등급 타이탄(불) 성룡,
790775,object,타이탄(어둠),거인의 힘을 간직한 거대 드래곤. 강한 힘과 뛰어난 방어력을 지녔으나 그만큼 기동력은 떨어지는 편.,,dragon,,,,,,5,3,120775,1,300,,,5등급 타이탄(어둠) 성룡,
