slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_origin_hit,r_goal_powerate,lv,r_dragon,t_name,r_count_power_rate,col_01,mod_01,val_01,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05,desc_1,desc_2,desc_3,desc_4,desc_5,t_desc
20482503,204825,rare,패시브 1,,1,,3,어둠 불스드래곤,황소고집,0,add_option_value_2,add,5,,,,,,,,,,,,,,,,,,
20482504,204825,rare,패시브 1,,1,,4,어둠 불스드래곤,황소고집,0,add_option_value_2,add,5,,,,,,,,,,,,,,,,,,
20482505,204825,rare,패시브 1,,1,,5,어둠 불스드래곤,황소고집,0,add_option_value_2,add,5,,,,,,,,,,,,,,,,,,
20483501,204835,rare,패시브 2,50,1,25,1,어둠 불스드래곤,튕겨내기,4,,,,,,,,,,,,,,,,,,,,,
20483502,204835,rare,패시브 2,50,1,25,2,어둠 불스드래곤,튕겨내기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20483503,204835,rare,패시브 2,50,1,25,3,어둠 불스드래곤,튕겨내기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20483504,204835,rare,패시브 2,50,1,25,4,어둠 불스드래곤,튕겨내기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20483505,204835,rare,패시브 2,50,1,25,5,어둠 불스드래곤,튕겨내기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20491101,204911,rare,드래그 스킬,33,10,17,1,땅 오미야콘,냉동빔,4,,,,,,,,,,,,,,,,,,,,,
20491102,204911,rare,드래그 스킬,33,10,17,2,땅 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20491103,204911,rare,드래그 스킬,33,10,17,3,땅 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20491104,204911,rare,드래그 스킬,33,10,17,4,땅 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20491105,204911,rare,드래그 스킬,33,10,17,5,땅 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20492101,204921,rare,패시브 1,30,3,15,1,땅 오미야콘,고드름,4,,,,,,,,,,,,,,,,,,,,,
20492102,204921,rare,패시브 1,30,3,15,2,땅 오미야콘,고드름,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20492103,204921,rare,패시브 1,30,3,15,3,땅 오미야콘,고드름,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20492104,204921,rare,패시브 1,30,3,15,4,땅 오미야콘,고드름,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20492105,204921,rare,패시브 1,30,3,15,5,땅 오미야콘,고드름,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20493101,204931,rare,패시브 2,,1,,1,땅 오미야콘,명중 증가,0,,,,,,,,,,,,,,,,,,,,,
20493102,204931,rare,패시브 2,,1,,2,땅 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493103,204931,rare,패시브 2,,1,,3,땅 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493104,204931,rare,패시브 2,,1,,4,땅 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493105,204931,rare,패시브 2,,1,,5,땅 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20491201,204912,rare,드래그 스킬,33,10,17,1,물 오미야콘,냉동빔,4,,,,,,,,,,,,,,,,,,,,,
20491202,204912,rare,드래그 스킬,33,10,17,2,물 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20491203,204912,rare,드래그 스킬,33,10,17,3,물 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20491204,204912,rare,드래그 스킬,33,10,17,4,물 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20491205,204912,rare,드래그 스킬,33,10,17,5,물 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20492201,204922,rare,패시브 1,50,2,25,1,물 오미야콘,고드름,4,,,,,,,,,,,,,,,,,,,,,
20492202,204922,rare,패시브 1,50,2,25,2,물 오미야콘,고드름,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20492203,204922,rare,패시브 1,50,2,25,3,물 오미야콘,고드름,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20492204,204922,rare,패시브 1,50,2,25,4,물 오미야콘,고드름,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20492205,204922,rare,패시브 1,50,2,25,5,물 오미야콘,고드름,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20493201,204932,rare,패시브 2,,1,,1,물 오미야콘,명중 증가,0,,,,,,,,,,,,,,,,,,,,,
20493202,204932,rare,패시브 2,,1,,2,물 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493203,204932,rare,패시브 2,,1,,3,물 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493204,204932,rare,패시브 2,,1,,4,물 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493205,204932,rare,패시브 2,,1,,5,물 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20491301,204913,rare,드래그 스킬,33,10,17,1,불 오미야콘,냉동빔,4,,,,,,,,,,,,,,,,,,,,,
20491302,204913,rare,드래그 스킬,33,10,17,2,불 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20491303,204913,rare,드래그 스킬,33,10,17,3,불 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20491304,204913,rare,드래그 스킬,33,10,17,4,불 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20491305,204913,rare,드래그 스킬,33,10,17,5,불 오미야콘,냉동빔,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20492301,204923,rare,패시브 1,100,1,50,1,불 오미야콘,고드름,4,,,,,,,,,,,,,,,,,,,,,
20492302,204923,rare,패시브 1,100,1,50,2,불 오미야콘,고드름,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20492303,204923,rare,패시브 1,100,1,50,3,불 오미야콘,고드름,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20492304,204923,rare,패시브 1,100,1,50,4,불 오미야콘,고드름,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20492305,204923,rare,패시브 1,100,1,50,5,불 오미야콘,고드름,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20493301,204933,rare,패시브 2,,1,,1,불 오미야콘,명중 증가,0,,,,,,,,,,,,,,,,,,,,,
20493302,204933,rare,패시브 2,,1,,2,불 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493303,204933,rare,패시브 2,,1,,3,불 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493304,204933,rare,패시브 2,,1,,4,불 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493305,204933,rare,패시브 2,,1,,5,불 오미야콘,명중 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20491401,204914,rare,드래그 스킬,325,1,163,1,빛 오미야콘,냉동빔,4,,,,,,,,,,,,,,,,,,,,,
20491402,204914,rare,드래그 스킬,325,1,163,2,빛 오미야콘,냉동빔,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20491403,204914,rare,드래그 스킬,325,1,163,3,빛 오미야콘,냉동빔,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20491404,204914,rare,드래그 스킬,325,1,163,4,빛 오미야콘,냉동빔,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20491405,204914,rare,드래그 스킬,325,1,163,5,빛 오미야콘,냉동빔,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20492401,204924,rare,패시브 1,20,5,10,1,빛 오미야콘,고드름,4,,,,,,,,,,,,,,,,,,,,,
20492402,204924,rare,패시브 1,20,5,10,2,빛 오미야콘,고드름,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20492403,204924,rare,패시브 1,20,5,10,3,빛 오미야콘,고드름,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20492404,204924,rare,패시브 1,20,5,10,4,빛 오미야콘,고드름,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20492405,204924,rare,패시브 1,20,5,10,5,빛 오미야콘,고드름,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20493401,204934,rare,패시브 2,,1,,1,빛 오미야콘,공격 속도 증가,0,,,,,,,,,,,,,,,,,,,,,
20493402,204934,rare,패시브 2,,1,,2,빛 오미야콘,공격 속도 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493403,204934,rare,패시브 2,,1,,3,빛 오미야콘,공격 속도 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493404,204934,rare,패시브 2,,1,,4,빛 오미야콘,공격 속도 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493405,204934,rare,패시브 2,,1,,5,빛 오미야콘,공격 속도 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20491501,204915,rare,드래그 스킬,325,1,163,1,어둠 오미야콘,냉동빔,4,,,,,,,,,,,,,,,,,,,,,
20491502,204915,rare,드래그 스킬,325,1,163,2,어둠 오미야콘,냉동빔,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20491503,204915,rare,드래그 스킬,325,1,163,3,어둠 오미야콘,냉동빔,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20491504,204915,rare,드래그 스킬,325,1,163,4,어둠 오미야콘,냉동빔,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20491505,204915,rare,드래그 스킬,325,1,163,5,어둠 오미야콘,냉동빔,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20492501,204925,rare,패시브 1,35,3,18,1,어둠 오미야콘,고드름,4,,,,,,,,,,,,,,,,,,,,,
20492502,204925,rare,패시브 1,35,3,18,2,어둠 오미야콘,고드름,4,power_rate,add,5,,,,,,,,,,,,,,,,,,
20492503,204925,rare,패시브 1,35,3,18,3,어둠 오미야콘,고드름,4,power_rate,add,5,,,,,,,,,,,,,,,,,,
20492504,204925,rare,패시브 1,35,3,18,4,어둠 오미야콘,고드름,4,power_rate,add,5,,,,,,,,,,,,,,,,,,
20492505,204925,rare,패시브 1,35,3,18,5,어둠 오미야콘,고드름,4,power_rate,add,5,,,,,,,,,,,,,,,,,,
20493501,204935,rare,패시브 2,,1,,1,어둠 오미야콘,공격 속도 증가,0,,,,,,,,,,,,,,,,,,,,,
20493502,204935,rare,패시브 2,,1,,2,어둠 오미야콘,공격 속도 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493503,204935,rare,패시브 2,,1,,3,어둠 오미야콘,공격 속도 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493504,204935,rare,패시브 2,,1,,4,어둠 오미야콘,공격 속도 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20493505,204935,rare,패시브 2,,1,,5,어둠 오미야콘,공격 속도 증가,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20501101,205011,common,드래그 스킬,75,4,38,1,땅 돌개바람드래곤,돌풍,4,,,,,,,,,,,,,,,,,,,,,
20501102,205011,common,드래그 스킬,75,4,38,2,땅 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501103,205011,common,드래그 스킬,75,4,38,3,땅 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501104,205011,common,드래그 스킬,75,4,38,4,땅 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501105,205011,common,드래그 스킬,75,4,38,5,땅 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20502101,205021,common,패시브 1,,1,,1,땅 돌개바람드래곤,바람의 보호,0,,,,,,,,,,,,,,,,,,,,,
20502102,205021,common,패시브 1,,1,,2,땅 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502103,205021,common,패시브 1,,1,,3,땅 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502104,205021,common,패시브 1,,1,,4,땅 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502105,205021,common,패시브 1,,1,,5,땅 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20503101,205031,common,패시브 2,100,3,50,1,땅 돌개바람드래곤,회오리바람,2,,,,,,,,,,,,,,,,,,,,,
20503102,205031,common,패시브 2,100,3,50,2,땅 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503103,205031,common,패시브 2,100,3,50,3,땅 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20503104,205031,common,패시브 2,100,3,50,4,땅 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503105,205031,common,패시브 2,100,3,50,5,땅 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20504101,205041,common,스탯 강화,,1,,1,땅 돌개바람드래곤,방어력 증가,0,,,,,,,,,,,,,,,,,,,,,
20504102,205041,common,스탯 강화,,1,,2,땅 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504103,205041,common,스탯 강화,,1,,3,땅 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504104,205041,common,스탯 강화,,1,,4,땅 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504105,205041,common,스탯 강화,,1,,5,땅 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20501201,205012,common,드래그 스킬,75,4,38,1,물 돌개바람드래곤,돌풍,4,,,,,,,,,,,,,,,,,,,,,
20501202,205012,common,드래그 스킬,75,4,38,2,물 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501203,205012,common,드래그 스킬,75,4,38,3,물 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501204,205012,common,드래그 스킬,75,4,38,4,물 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501205,205012,common,드래그 스킬,75,4,38,5,물 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20502201,205022,common,패시브 1,,1,,1,물 돌개바람드래곤,바람의 보호,0,,,,,,,,,,,,,,,,,,,,,
20502202,205022,common,패시브 1,,1,,2,물 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502203,205022,common,패시브 1,,1,,3,물 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502204,205022,common,패시브 1,,1,,4,물 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502205,205022,common,패시브 1,,1,,5,물 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20503201,205032,common,패시브 2,100,3,50,1,물 돌개바람드래곤,회오리바람,2,,,,,,,,,,,,,,,,,,,,,
20503202,205032,common,패시브 2,100,3,50,2,물 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503203,205032,common,패시브 2,100,3,50,3,물 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20503204,205032,common,패시브 2,100,3,50,4,물 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503205,205032,common,패시브 2,100,3,50,5,물 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20504201,205042,common,스탯 강화,,1,,1,물 돌개바람드래곤,방어력 증가,0,,,,,,,,,,,,,,,,,,,,,
20504202,205042,common,스탯 강화,,1,,2,물 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504203,205042,common,스탯 강화,,1,,3,물 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504204,205042,common,스탯 강화,,1,,4,물 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504205,205042,common,스탯 강화,,1,,5,물 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20501301,205013,common,드래그 스킬,75,4,38,1,불 돌개바람드래곤,돌풍,4,,,,,,,,,,,,,,,,,,,,,
20501302,205013,common,드래그 스킬,75,4,38,2,불 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501303,205013,common,드래그 스킬,75,4,38,3,불 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501304,205013,common,드래그 스킬,75,4,38,4,불 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501305,205013,common,드래그 스킬,75,4,38,5,불 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20502301,205023,common,패시브 1,,1,,1,불 돌개바람드래곤,바람의 보호,0,,,,,,,,,,,,,,,,,,,,,
20502302,205023,common,패시브 1,,1,,2,불 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502303,205023,common,패시브 1,,1,,3,불 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502304,205023,common,패시브 1,,1,,4,불 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502305,205023,common,패시브 1,,1,,5,불 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20503301,205033,common,패시브 2,100,3,50,1,불 돌개바람드래곤,회오리바람,2,,,,,,,,,,,,,,,,,,,,,
20503302,205033,common,패시브 2,100,3,50,2,불 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503303,205033,common,패시브 2,100,3,50,3,불 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20503304,205033,common,패시브 2,100,3,50,4,불 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503305,205033,common,패시브 2,100,3,50,5,불 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20504301,205043,common,스탯 강화,,1,,1,불 돌개바람드래곤,방어력 증가,0,,,,,,,,,,,,,,,,,,,,,
20504302,205043,common,스탯 강화,,1,,2,불 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504303,205043,common,스탯 강화,,1,,3,불 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504304,205043,common,스탯 강화,,1,,4,불 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504305,205043,common,스탯 강화,,1,,5,불 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20501401,205014,common,드래그 스킬,75,4,38,1,빛 돌개바람드래곤,돌풍,4,,,,,,,,,,,,,,,,,,,,,
20501402,205014,common,드래그 스킬,75,4,38,2,빛 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501403,205014,common,드래그 스킬,75,4,38,3,빛 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501404,205014,common,드래그 스킬,75,4,38,4,빛 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501405,205014,common,드래그 스킬,75,4,38,5,빛 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20502401,205024,common,패시브 1,,1,,1,빛 돌개바람드래곤,바람의 보호,0,,,,,,,,,,,,,,,,,,,,,
20502402,205024,common,패시브 1,,1,,2,빛 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502403,205024,common,패시브 1,,1,,3,빛 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502404,205024,common,패시브 1,,1,,4,빛 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502405,205024,common,패시브 1,,1,,5,빛 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20503401,205034,common,패시브 2,100,3,50,1,빛 돌개바람드래곤,회오리바람,2,,,,,,,,,,,,,,,,,,,,,
20503402,205034,common,패시브 2,100,3,50,2,빛 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503403,205034,common,패시브 2,100,3,50,3,빛 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20503404,205034,common,패시브 2,100,3,50,4,빛 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503405,205034,common,패시브 2,100,3,50,5,빛 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20504401,205044,common,스탯 강화,,1,,1,빛 돌개바람드래곤,방어력 증가,0,,,,,,,,,,,,,,,,,,,,,
20504402,205044,common,스탯 강화,,1,,2,빛 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504403,205044,common,스탯 강화,,1,,3,빛 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504404,205044,common,스탯 강화,,1,,4,빛 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504405,205044,common,스탯 강화,,1,,5,빛 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20501501,205015,common,드래그 스킬,75,4,38,1,어둠 돌개바람드래곤,돌풍,4,,,,,,,,,,,,,,,,,,,,,
20501502,205015,common,드래그 스킬,75,4,38,2,어둠 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501503,205015,common,드래그 스킬,75,4,38,3,어둠 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501504,205015,common,드래그 스킬,75,4,38,4,어둠 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20501505,205015,common,드래그 스킬,75,4,38,5,어둠 돌개바람드래곤,돌풍,4,power_rate,add,10,,,,,,,,,,,,,,,,,,
20502501,205025,common,패시브 1,,1,,1,어둠 돌개바람드래곤,바람의 보호,0,,,,,,,,,,,,,,,,,,,,,
20502502,205025,common,패시브 1,,1,,2,어둠 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502503,205025,common,패시브 1,,1,,3,어둠 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502504,205025,common,패시브 1,,1,,4,어둠 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20502505,205025,common,패시브 1,,1,,5,어둠 돌개바람드래곤,바람의 보호,0,chance_value,add,1,,,,,,,,,,,,,,,,,,
20503501,205035,common,패시브 2,100,3,50,1,어둠 돌개바람드래곤,회오리바람,2,,,,,,,,,,,,,,,,,,,,,
20503502,205035,common,패시브 2,100,3,50,2,어둠 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503503,205035,common,패시브 2,100,3,50,3,어둠 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20503504,205035,common,패시브 2,100,3,50,4,어둠 돌개바람드래곤,회오리바람,2,chance_value,add,-1,,,,,,,,,,,,,,,,,,
20503505,205035,common,패시브 2,100,3,50,5,어둠 돌개바람드래곤,회오리바람,2,power_rate,add,25,,,,,,,,,,,,,,,,,,
20504501,205045,common,스탯 강화,,1,,1,어둠 돌개바람드래곤,방어력 증가,0,,,,,,,,,,,,,,,,,,,,,
20504502,205045,common,스탯 강화,,1,,2,어둠 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504503,205045,common,스탯 강화,,1,,3,어둠 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504504,205045,common,스탯 강화,,1,,4,어둠 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20504505,205045,common,스탯 강화,,1,,5,어둠 돌개바람드래곤,방어력 증가,0,add_option_value_1,add,10,,,,,,,,,,,,,,,,,,
20511101,205111,hero,드래그 스킬,70,1,35,1,땅 테디드래곤,베어허그,4,,,,,,,,,,,,,,,,,,,,,
20511102,205111,hero,드래그 스킬,70,1,35,2,땅 테디드래곤,베어허그,4,power_rate,add,9,,,,,,,,,,,,,,,,,,
20511103,205111,hero,드래그 스킬,70,1,35,3,땅 테디드래곤,베어허그,4,power_rate,add,9,,,,,,,,,,,,,,,,,,
20511104,205111,hero,드래그 스킬,70,1,35,4,땅 테디드래곤,베어허그,4,power_rate,add,9,,,,,,,,,,,,,,,,,,
20511105,205111,hero,드래그 스킬,70,1,35,5,땅 테디드래곤,베어허그,4,power_rate,add,9,,,,,,,,,,,,,,,,,,
20512101,205121,hero,패시브 1,10,1,5,1,땅 테디드래곤,상처 꿰매기,4,,,,,,,,,,,,,,,,,,,,,
20512102,205121,hero,패시브 1,10,1,5,2,땅 테디드래곤,상처 꿰매기,4,power_rate,add,1,,,,,,,,,,,,,,,,,,
20512103,205121,hero,패시브 1,10,1,5,3,땅 테디드래곤,상처 꿰매기,4,power_rate,add,1,,,,,,,,,,,,,,,,,,
20512104,205121,hero,패시브 1,10,1,5,4,땅 테디드래곤,상처 꿰매기,4,power_rate,add,1,,,,,,,,,,,,,,,,,,
20512105,205121,hero,패시브 1,10,1,5,5,땅 테디드래곤,상처 꿰매기,4,power_rate,add,1,,,,,,,,,,,,,,,,,,
20513101,205131,hero,패시브 2,,1,,1,땅 테디드래곤,불굴의 의지,0,,,,,,,,,,,,,,,,,,,,,
20513102,205131,hero,패시브 2,,1,,2,땅 테디드래곤,불굴의 의지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20513103,205131,hero,패시브 2,,1,,3,땅 테디드래곤,불굴의 의지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20513104,205131,hero,패시브 2,,1,,4,땅 테디드래곤,불굴의 의지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20513105,205131,hero,패시브 2,,1,,5,땅 테디드래곤,불굴의 의지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20511201,205112,hero,드래그 스킬,70,1,35,1,물 테디드래곤,베어허그,4,,,,,,,,,,,,,,,,,,,,,
20511202,205112,hero,드래그 스킬,70,1,35,2,물 테디드래곤,베어허그,4,power_rate,add,9,,,,,,,,,,,,,,,,,,
