stage,monster_id,attr,t_desc,recomm_power,snro_start,snro_wave_2,snro_wave_3,snro_finish,r_level,r_power
1500294,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500295,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500296,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500297,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500298,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500299,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500300,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500301,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500302,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500303,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500304,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500305,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500306,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500307,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500308,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500309,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500310,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500311,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500312,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500313,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500314,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500315,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500316,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500317,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500318,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500319,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500320,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500321,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500322,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500323,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500324,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500325,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500326,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500327,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500328,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500329,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500330,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500331,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500332,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500333,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500334,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500335,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500336,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500337,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500338,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500339,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500340,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500341,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500342,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500343,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500344,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500345,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500346,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500347,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500348,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500349,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500350,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500351,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500352,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500353,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500354,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500355,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500356,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500357,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500358,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500359,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500360,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500361,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500362,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500363,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500364,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500365,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500366,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500367,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500368,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500369,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500370,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500371,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500372,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500373,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500374,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500375,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500376,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500377,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500378,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500379,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500380,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500381,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500382,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500383,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500384,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500385,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500386,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500387,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500388,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500389,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500390,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500391,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500392,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500393,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500394,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500395,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500396,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500397,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500398,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500399,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500400,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500401,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500402,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500403,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500404,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500405,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500406,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500407,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500408,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500409,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500410,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500411,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500412,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500413,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500414,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500415,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500416,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500417,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500418,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500419,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500420,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500421,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500422,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500423,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500424,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500425,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500426,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500427,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500428,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500429,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500430,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500431,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500432,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500433,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500434,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500435,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500436,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500437,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500438,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500439,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500440,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500441,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500442,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500443,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500444,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500445,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500446,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500447,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500448,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500449,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500450,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500451,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500452,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500453,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500454,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500455,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500456,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500457,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500458,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500459,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500460,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500461,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500462,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500463,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500464,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500465,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500466,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500467,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500468,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500469,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500470,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500471,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500472,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500473,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500474,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500475,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500476,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500477,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500478,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500479,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500480,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500481,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500482,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500483,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500484,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500485,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500486,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500487,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500488,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500489,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500490,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500491,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500492,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500493,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500494,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500495,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500496,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500497,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500498,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500499,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500500,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500501,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500502,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500503,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500504,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500505,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500506,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500507,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500508,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500509,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500510,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500511,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500512,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500513,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500514,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500515,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500516,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500517,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500518,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500519,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500520,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500521,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500522,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500523,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500524,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500525,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500526,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500527,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500528,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500529,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500530,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1650101,152034; 152014,light,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,60879,,,,,260,60879
1650102,152033; 152013,fire,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,67146,,,,,285,67146
1650103,152032; 152012,water,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,73536,,,,,310,73536
1650104,152031; 152011,earth,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,80049,,,,,335,80049
1650105,152035; 152015,dark,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,86686,,,,,360,86686
1650106,152034; 152014,light,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,93445,,,,,385,93445
1650107,152033; 152013,fire,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,100328,,,,,410,100328
1650108,152032; 152012,water,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,107334,,,,,435,107334
1650109,152031; 152011,earth,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,114463,,,,,460,114463
1650110,152035; 152015,dark,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,121715,,,,,485,121715
1650111,152034; 152014,light,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,425565,,,,,1300,425565
1650112,152033; 152013,fire,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,622565,,,,,1700,622565
1650113,152032; 152012,water,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,851085,,,,,2100,851085
1650114,152031; 152011,earth,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,1111125,,,,,2500,1111125
1650115,152035; 152015,dark,잔혹한 기계의 드래곤을 무찌르면 드래곤의 특성을 해방하는\\n아모르의 서와 특수한 능력을 지닌 고대 룬을 구할 수 있습니다.,1402685,,,,,2900,1402685
1700011,137014; 137015; 137114; 137124; 137214,light,룬 수호자의 던전에서는 마력의 흐름이 불안정해 {@yellow}드래그 스킬을 사용할 수 없습니다.{@default},46340,,,,,200,46340
1700012,137014; 137015; 137115; 137125; 137215,dark,룬 수호자의 던전에서는 마력의 흐름이 불안정해 {@yellow}드래그 스킬을 사용할 수 없습니다.{@default},46340,,,,,200,46340
1700013,137014; 137015; 137114; 137124; 137224,light,룬 수호자의 던전에서는 마력의 흐름이 불안정해 {@yellow}드래그 스킬을 사용할 수 없습니다.{@default},46340,,,,,200,46340
1700014,137014; 137015; 137115; 137125; 137225,dark,룬 수호자의 던전에서는 마력의 흐름이 불안정해 {@yellow}드래그 스킬을 사용할 수 없습니다.{@default},46340,,,,,200,46340
1700015,137014; 137015; 137114; 137124; 137224,light,룬 수호자의 던전에서는 마력의 흐름이 불안정해 {@yellow}드래그 스킬을 사용할 수 없습니다.{@default},46340,,,,,200,46340
1700016,137014; 137015; 137115; 137125; 137225,dark,룬 수호자의 던전에서는 마력의 흐름이 불안정해 {@yellow}드래그 스킬을 사용할 수 없습니다.{@default},46340,,,,,200,46340
1801001,138001,dark,,126125,,,,,500,126125
1801002,138002,earth,,126125,,,,,500,126125
1801003,138004,water,,126125,,,,,500,126125
1900001,139010,none,,48000,,,,,207,48000
1901001,139010,none,,3197,,,,,1,3197
1911001,139014,none,{@light_red}약점 상태{@apricot}일 때 큰 피해를 줄 수 있는 적이 등장하는 스테이지입니다.\n하나의 대상에게 큰 피해를 줄 수 있는 공격이 효과적입니다.,48000,,,,,207,48000
