sid,skill_form,skill_type,t_name,r_comment,res_icon,res_1,res_scale,res_2,res_3,res_hit,skill_size,animation,motion_type,dmg_type,pos,dir,start_cooldown,chance_type,chance_value,target_formation,target_type,target_count,casting_time,cooldown,power_source,r_note,r_group,r_power_rate,power_rate,ignore,hit,val_1,val_2,val_3,for_gd,add_option_type_1,add_option_target_1,add_option_target_count_1,add_option_trigger_1,add_option_time_1,add_option_rate_1,add_option_source_1,add_option_value_1,add_option_type_2,add_option_target_2,add_option_target_count_2,add_option_trigger_2,add_option_time_2,add_option_rate_2,add_option_source_2,add_option_value_2,add_option_type_3,add_option_target_3,add_option_target_count_3,add_option_trigger_3,add_option_time_3,add_option_rate_3,add_option_source_3,add_option_value_3,add_option_type_4,add_option_target_4,add_option_target_count_4,add_option_trigger_4,add_option_time_4,add_option_rate_4,add_option_source_4,add_option_value_4,desc_1,desc_2,desc_3,desc_4,desc_5,t_desc,to_programmer,t_speech,speech_option
271201,code,status_effect,폼폼킹 어택!,폼폼킹 일반 공격 설명용,res/ui/icons/skill/213022.png,,,,,,,,instant,physical,,-1,,passive,,,self,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전방의 적을 공격합니다. 대상의 드래그 스킬 재사용 시간을  3초 증가 시킵니다. 또한 좀비 상태를 해제합니다.,,,
271202,code,status_effect,통통 튀는 매력,폼폼킹 패시브 123,res/ui/icons/skill/214141.png,,1,,,,,,instant,physical,,-1,,under_atk_turn,4,,self,1,0,1,,,미분류,100,,,,,,,,atk_up_1,self,1,skill_start,999,10,,100,cri_chance_up,self,1,skill_start,999,9,,333,reflect,self,1,skill_start,999,11,,200,,,,,,,,,,,,,,"연속으로 공격 받으면 일정 확률로 자신에게 공격력 100% 증가, 치명 확률 100% 증가, 피해 40% 반사 효과를 999초 간 부여합니다.",,,
271203,code,status_effect,푸르딩딩한 매력,폼폼킹 패시브 456,res/ui/icons/skill/214142.png,,1,,,,,,instant,physical,,-1,,under_atk_turn,5.1,,self,1,0,1.5,,,,,,,,,,,,def_up_1,self,1,skill_start,999,15,,100,cri_avoid_up,self,1,skill_start,999,14,,333,resistance_up,self,1,skill_start,999,16,,100,,,,,,,,,,,,,,"연속으로 공격 받으면 일정 확률로 자신에게 방어력 100% 증가, 치명 회피 100% 증가, 효과 저항 100% 증가 효과를 999초 간 부여합니다.",,,
271204,code,status_effect,보글보글한 매력,폼폼킹 패시브 789,res/ui/icons/skill/214145.png,,1,,,,,,instant,physical,,-1,,under_atk_turn,7,,self,1,0,2,,,,,,,,,,,,aspd_up_1,self,1,skill_start,999,20,,100,cri_dmg_up,self,1,skill_start,999,19,,200,immunity_debuff,self,1,skill_start,999,21,,100,,,,,,,,,,,,,,"연속으로 공격 받으면 일정 확률로 자신에게 공격속도 100% 증가, 치명 피해 50% 증가, 면역 효과를 999초 간 부여합니다.",,,
271205,script,skill_pompomking_2,버블 샤워,폼폼킹 스킬 2 광역,res/ui/icons/skill/217212.png,,1,,,,,pose_1,instant,magical,,-1,,indie_time,20,,enemy_random,5,0,20,"atk*(STATUSEFFECT_COUNT('good' , 'category') - (5 + 4 * STATUSEFFECT_COUNT('passive_fury_hit_rate_up' , 'name')))",탄막,보스_광역_스킬,100,10000,all,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"폼폼킹이 끈적끈적하게 전 방위로 퍼져나갑니다. 평소엔 그냥 끈적끈적한 물방울이지만, 폼폼킹이 보유한 이로운 효과가 6개 이상이면 무시무시한 일이 일어납니다.",,,
271206,code,skill_spatter,바운스 버블,폼폼킹 스킬 3 광역,res/ui/icons/skill/201421.png,res/missile/missile_ball/missile_ball_@.vrp,2,res/missile/motion_streak/motion_streak_water.png,,,,attack,instant,physical,,-1,,indie_turn,5,,enemy_atk_high,2,0,10,atk,,보스_광역_스킬,100,10,,20,2,,,,skill_active_cooldown_decrease_abs,target,1,skill_hit,0,100,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,물방울이 가장 공격력이 높은 대상 둘 사이를 통통 튀며 들러붙습니다. 튕겨나갈 때마다 대상의 드래그 스킬 재사용 시간을  3초 증가시킵니다.,,,
271207,code,status_effect,짐은 만족했노라,죽이고 이효제,res/ui/icons/skill/202032.png,,,,,,,,instant,physical,,-1,,enemy_dead,100,,self,1,0,0,,,미분류,,0,,1,,,,,remove,self,1,skill_start,0,100,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"폼폼킹이 적을 처치하면, 폼폼킹이 보유한 이로운 효과가 3개 제거됩니다.",,,
271208,script,skill_pompomking_3,버블 블라스터,폼폼킹 스킬 4,res/ui/icons/skill/271208.png,,1,,,,,pose_1,instant,magical,,-1,,indie_time_fix,300,,enemy_random,5,0,300,atk * 0,탄막,보스_광역_스킬,100,500,all,1,,,800,,remove,target,5,skill_start,0,100,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,폼폼킹이 오랜 전투로 짜증을 냅니다. 이로운 버프를 모두 제거합니다.,,#$^&*$%#$^!,
271210,code,status_effect,광폭화 - 레이드,보스 몬스터 전용,res/ui/icons/skill/200221.png,,1,,,,,,instant,physical,,-1,60,indie_time_short,30,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury_hit_rate_up,self,,skill_start,-1,100,,15,passive_fury_avoid_up,self,,skill_start,-1,100,,15,passive_fury_cri_avoid_up,self,,skill_start,-1,100,,15,passive_fury_resistance_up,self,,skill_start,-1,100,,15,,,,,,"1분 후 부터 30초마다 적중, 회피, 치명 회피, 효과 저항이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.",,,
280000,code,status_effect,태초의 빛,치확 - 999 전체 적용,res/ui/icons/skill/219554.png,,1,,,,,,instant,magical,,-1,,indie_time_short,0,,enemy_random,5,0,3,,,미분류,,0,,1,,,,,alive_cri_chance_down,target,,skill_start,-1,100,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"태초의 고대신룡의 앞에선, 치명타와 극대화 효과가 발생하지 않습니다. 모든 드래곤의 치명타 확률이 999감소하고, 치명타 확률에 비례한 피해 역시 무효화 됩니다.",,,
280001,script,skill_boss_origingoddragon_1,증명하라!,시작 암속 배제 스킬,res/ui/icons/skill/219514.png,,1,,,,,pose_1,instant,physical,,-2,,indie_time,0,,enemy_random,5,3,999,atk + atk * 10 * CON(target_attr == 'dark'),,보스_광역_스킬,200,600,all,1,,,,,remove,target,5,skill_hit,0.3,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"가장 위대한 빛의 힘으로 눈 앞의 모든 것을 소멸시킵니다. 이 공격은 방어력, 수호, 무적, 부활등의 모든 방어 수단을 무시하며 어둠 속성 대상에게는 20배의 피해를 입힙니다.전투 시작 시에 1회만 발동합니다.",,"자, 그러면 시작해보자꾸나",1
280002,script,skill_boss_clanraid_1,빛의 파동,태초고신 일반공격 설명용,res/ui/icons/skill/219524.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,악을 멸하는 빛의 파동으로 공격합니다. 일반 공격 대신 발동합니다.,,,
280003,script,skill_boss_clanraid_1,빛의 파동,태초고신 일반공격 구현용,res/ui/icons/skill/219524.png,,1,,,,,,instant,physical,,-2,,indie_time_short,1,,enemy_distance_y,1,0,0,atk,탄막,보스_광역_스킬,100,1500,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,악을 멸하는 빛의 파동으로 공격합니다. 일반 공격 대신 발동합니다.,,,
280004,script,skill_monsterdragon_10,빛의 날개,전체피해 + 디버프 견제,res/ui/icons/skill/219544.png,,1,,,,,attack,instant,magical,,-2,,indie_turn,3,,enemy_distance_line,5,0,20,"atk*3^(STATUSEFFECT_COUNT('bad' , 'category'))",,보스_광역_스킬,100,800,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"찬란한 빛을 품은 날갯짓으로 모든 악을 정화합니다. 해로운 효과 상태일 경우, 보유한 해로운 효과 1개당 피해량이 200% 증가합니다.",,너의 빛을 증명하거라,0
280005,script,skill_boss_origingoddragon_2,빛의 계약,전체 이효제 + 회복불가,res/ui/icons/skill/219534.png,,1,,,,,,instant,physical,,-1,,indie_time,10,,enemy_distance_line,5,0,20,atk,탄막,보스_광역_스킬,20,650,,1,,,,,recovery_dec,target,,skill_hit,1.5,50,,140,remove,target,,skill_hit,0.3,100,,100,,,,,,,,,,,,,,,,,,,,,,"성스러운 빛의 힘으로 선고합니다. 성스러운 빛의 파편에 닿을 경우 보유한 이로운 효과가 모두 제거되고, 회복이 불가능해집니다.",,버텨낼 수 있겠느냐?,0
280006,code,status_effect,광폭화,보스 몬스터 전용,res/ui/icons/skill/200221.png,,1,,,,,,instant,physical,,-1,,indie_time_short,60,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury,self,,skill_start,-1,100,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60초마다 피해량이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
280007,code,skill_spatter,증명의 빛,공격력 딜러 존재 체크 스킬,res/ui/icons/skill/207934.png,res/missile/missile_ball/missile_ball_@.vrp,2,res/missile/motion_streak/motion_streak_water.png,,,,attack,instant,physical,,-1,,indie_time,11,,enemy_atk_high,1,0,10,atk*(30000-(target_atk))*0.0001,,보스_광역_스킬,100,1000,all,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"일정시간마다 가장 공격력이 높은 대상에게 10회에 걸쳐 튕기는 빛의 구체가 모든 방어 수단을 무시한 피해를 가합니다. 대상의 공격력이 낮을수록 피해량이 상승하며, 만약 대상의 공격력이 30000이상일 경우 피해가 무효화 됩니다.",,충분히 강하다면 버텨낼 수 있겠지,0
280008,code,skill_heal_single,아모르의 광휘,중첩 디버프 개수 체크,res/ui/icons/skill/208814.png,res/effect/skill_berna_healing/skill_berna_healing.vrp,2,,,,,,instant,magical,,-1,,indie_turn,2,,self,1,0,0,"target_max_hp*(4^(STATUSEFFECT_COUNT('def_down' , 'name')+STATUSEFFECT_COUNT('aspd_down' , 'name')+STATUSEFFECT_COUNT('dot_dmg' , 'type')))",,일반_단일_스킬,200,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"일정 횟수의 일반 공격 시마다 아모르의 빛을 불러와 자신의 생명력을 회복합니다. 보유하고 있는 공격력 감소를 제외한 중첩 가능한 해로운 효과(방어력 감소, 공격 속도 감소, 지속 피해)의 중첩 개수 1개당 회복량이 4배로 증가합니다.",,순수하고도 숭고해야만 한다.,1
280009,code,status_effect,무한한 격노,치확 +999 전체 적용,res/ui/icons/skill/220535.png,,1,,,,,,instant,magical,,-1,,indie_time_short,0,,enemy_random,5,0,3,,,미분류,,0,,1,,,,,alive_cri_chance_up,target,,skill_start,-1,100,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,분노에 가득찬 다크닉스는 방어를 포기하고 공격만을 수행합니다. 모든 드래곤의 치명타 확률이 999% 증가합니다.,,,
280010,script,skill_boss_darknixofruin_1,빛 부수기,시작 빛속 배제 스킬,res/ui/icons/skill/220545.png,,1,,,,,pose_1,instant,physical,,-2,,indie_time,0,,enemy_random,5,3,999,atk + atk * 10 * CON(target_attr == 'light'),,보스_광역_스킬,200,600,all,1,,,,,remove,target,5,skill_hit,0.3,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"이 드래곤의 분노는 빛을 향해 있습니다. 이 공격은 방어력, 수호, 무적, 부활등의 모든 방어 수단을 무시하며 빛 속성 대상에게는 20배의 피해를 입힙니다.전투 시작 시에 1회만 발동합니다.",,나의 분노를 느껴라!,1
280011,script,skill_boss_darknixofruin_4,살의의 충격,파멸다크닉스 일반공격 설명용,res/ui/icons/skill/280011.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,빛에 대한 분노를 담아 공격합니다. 일반 공격 대신 발동합니다.,,,
280012,script,skill_boss_darknixofruin_4,살의의 충격,파멸다크닉스 일반공격 구현용,res/ui/icons/skill/280011.png,,1,,,,,,instant,physical,,-2,,indie_time_short,1,,enemy_distance_y,1,0,0,atk,탄막,보스_광역_스킬,100,1500,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,빛에 대한 분노를 담아 공격합니다. 일반 공격 대신 발동합니다.,,,
280013,script,skill_boss_darknixofruin_3,분노의 날개,전체피해 + 디버프 견제,res/ui/icons/skill/216035.png,res/effect/skill_mellowdragon/skill_mellowdragon.vrp,1,,,,,attack,instant,magical,,-2,,indie_turn,3,,enemy_distance_line,5,0,20,"atk*(3^(STATUSEFFECT_COUNT('def_down' , 'name')+STATUSEFFECT_COUNT('aspd_down' , 'name')+STATUSEFFECT_COUNT('dot_dmg' , 'type')))",,보스_광역_스킬,100,800,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"해로운 효과 상태일 경우, 공격력 감소 효과를 제외한 해로운 효과 1개당 피해량이 300% 증가합니다.",,파멸시켜주마!,0
280014,script,skill_boss_darknixofruin_2,절망의 기운,"보호막, 무적 제거 + 회복불가",res/ui/icons/skill/206245.png,,1,,,,,,instant,physical,,-1,,indie_time,10,,enemy_distance_line,5,0,20,atk,탄막,보스_광역_스킬,20,650,,1,,,,,recovery_dec,target,,skill_hit,10,70,,100,remove_barrier_protection,target,,skill_hit,0,100,,1,remove_barrier_protection_time,target,,skill_hit,0,100,,99,,,,,,,,,,,,,,"절망할 수 밖에 없는 기운을 내뿜습니다. 보호막과 무적이 제거되고, 회복이 불가능해집니다.",,살아서 돌아갈 생각하지 마라!,0
280015,code,skill_spatter,혼돈의 그림자,공격력 딜러 존재 체크 스킬,res/ui/icons/skill/220525.png,res/missile/missile_wonder/missile_wonder_@.vrp,2,res/missile/motion_streak/motion_streak_water.png,,,,attack,instant,physical,,-1,,indie_time,11,,enemy_atk_high,1,0,10,atk*(25000-(target_atk))*0.0001,,보스_광역_스킬,100,1000,all,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"일정시간마다 가장 공격력이 높은 대상에게 10회에 걸쳐 튕기는 구체가 모든 방어 수단을 무시한 피해를 가합니다. 대상의 공격력이 낮을수록 피해량이 상승하며, 만약 대상의 공격력이 25000이상일 경우 피해가 무효화 됩니다.",,내 복수를 방해하지마라!,0
280016,code,skill_heal_single,절제할 수 없는 분노,중첩 디버프 개수 체크,res/ui/icons/skill/217645_.png,res/effect/skill_circle_heal_totem/skill_circle_heal_totem.vrp,2,,,,,,instant,magical,,-1,,indie_turn,2,,self,1,0,15,"target_max_hp*(4^(STATUSEFFECT_COUNT('def_down' , 'name')+STATUSEFFECT_COUNT('aspd_down' , 'name')+STATUSEFFECT_COUNT('dot_dmg' , 'type')))",,일반_단일_스킬,200,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"일정 횟수의 일반 공격 시마다 자신의 목적을 상기시킵니다. 목적을 이루기 전 까지 발악하여 자신의 생명력을 회복합니다. 보유하고 있는 공격력 감소를 제외한 중첩 가능한 해로운 효과(방어력 감소, 공격 속도 감소, 지속 피해)의 중첩 개수 1개당 회복량이 4배로 증가합니다.",,크아아아아!!! 아모르으으으으으으!!!,1
280017,code,status_effect,광폭화3,보스 몬스터 전용,res/ui/icons/skill/200221.png,,1,,,,,,instant,physical,,-1,,indie_time_short,10,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury,self,,skill_start,-1,100,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10초마다 피해량이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
280018,code,status_effect,적중 증가,보스 몬스터 전용,res/ui/icons/skill/200243.png,,1,,,,,,instant,physical,,-1,,indie_time_short,60,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury_hit_rate_up,self,,skill_start,-1,100,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30초마다 적중률이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
280019,code,status_effect,극한의 회피,회피 + 999 전체 적용 - 회피 딜러 데미지 증가용 (보스 다중 타겟도 만들기),res/ui/icons/skill/207453.png,,1,,,,,,instant,magical,,-1,,indie_time_short,0,,enemy_random,5,0,3,,,미분류,,0,,1,,,,,alive_avoid_up,target,,skill_start,-1,100,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,번개고룡의 권능으로 매우 빠른 시공간 영역으로 들어갑니다. 모든 드래곤의 회피가 999 증가합니다.,,,
280020,script,skill_boss_majesticlightningdragon_1,진.뇌룡포 - 빛 부수기,시작 빛속 배제 스킬 (태고신 배제),res/ui/icons/skill/220713.png,,1,,,,,pose_1,instant,physical,,-2,,indie_time,0,,enemy_random,5,3,999,atk + atk * 10 * CON(target_attr == 'light'),,보스_광역_스킬,200,600,all,1,,,,,remove,target,5,skill_hit,0.3,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"이 드래곤은 검은 사도에 의해 빛을 멸하려 합니다. 이 공격은 방어력, 수호, 무적, 부활등의 모든 방어 수단을 무시하며 빛 속성 대상에게는 20배의 피해를 입힙니다.전투 시작 시에 1회만 발동합니다. 이 공격은 반드시 적중합니다.",,빛은 나를 막을 수 없다!,1
280021,script,skill_boss_majesticlightningdragon_4,마개조 뇌룡포,전율의 번개고룡 일반공격 설명용,res/ui/icons/skill/214613.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일반적이지 않은 뇌룡포로 공격합니다. 일반 공격 대신 발동합니다.,,,
280022,script,skill_boss_majesticlightningdragon_4,마개조 뇌룡포,전율의 번개고룡 일반공격 구현용,res/ui/icons/skill/214613.png,,1,,,,,,instant,physical,,-2,,indie_time_short,1,,enemy_distance_y,1,0,0,atk,탄막,보스_광역_스킬,100,1500,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일반적이지 않은 뇌룡포로 공격합니다. 일반 공격 대신 발동합니다.,,,
280023,script,skill_boss_majesticlightningdragon_3,뇌룡포_격,전체피해 + 디버프 견제,res/ui/icons/skill/216113.png,res/effect/skill_mellowdragon/skill_mellowdragon.vrp,1,200,,,,attack,instant,magical,,-2,,indie_turn,3,,enemy_distance_line,5,0,20,"atk*(3^(STATUSEFFECT_COUNT('def_down' , 'name')+STATUSEFFECT_COUNT('aspd_down' , 'name')+STATUSEFFECT_COUNT('dot_dmg' , 'type')))",,보스_광역_스킬,100,800,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"적을 향해 매우 강력한 포격으로 공격합니다. 해로운 효과 상태일 경우, 공격력 감소 효과를 제외한 해로운 효과 1개당 피해량이 300% 증가합니다.",,죽어라!,0
280024,script,skill_boss_majesticlightningdragon_2,번개 폭풍,"보호막, 무적 제거 + 회복불가",res/ui/icons/skill/214623.png,,1,,,,,,instant,physical,,-1,,indie_time,10,,enemy_distance_line,5,0,20,atk,탄막,보스_광역_스킬,20,650,,3,,,,,recovery_dec,target,,skill_hit,10,70,,100,remove_barrier_protection,target,,skill_hit,0,100,,1,remove_barrier_protection_time,target,,skill_hit,0,100,,99,,,,,,,,,,,,,,"굉장히 강력한 뇌룡포 공격을 난사합니다. 보호막과 무적이 제거되고, 회복이 불가능해집니다.",,살아서 돌아갈 생각하지 마라!,0
280025,code,skill_spatter,혼돈의 그림자,공격력 딜러 존재 체크 스킬,res/ui/icons/skill/220525.png,res/missile/missile_wonder/missile_wonder_@.vrp,2,res/missile/motion_streak/motion_streak_water.png,,,,attack,instant,physical,,-1,,indie_time,11,,enemy_def_high,1,0,10,def*(13000-(target_def))*0.0001,,보스_광역_스킬,100,1000,all,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"일정시간마다 가장 방어력이 높은 대상에게 10회에 걸쳐 튕기는 구체가 모든 방어 수단을 무시한 피해를 가합니다. 대상의 방어력이 낮을수록 피해량이 상승하며, 만약 대상의 방어력이 13000이상일 경우 피해가 무효화 됩니다.",,내 복수를 방해하지마라!,0
280026,script,skill_boss_majesticlightningdragon_4,검은 사도의 심복,전율의 번개고룡 몬스터 패턴 설명용,res/ui/icons/skill/203221.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,검은 사도가 부리는 드래곤입니다. 검은 사도의 승리를 위해 이 드래곤을 지원합니다.,,,
280027,code,skill_heal_single,회복,주변에 중간 보스,res/ui/icons/skill/241101.png,res/effect/skill_heal_monster/skill_heal_monster.vrp,1,,,,,attack,instant,magical,,-1,,indie_turn,5,,ally_hp_low,3,2,30,target_max_hp,,보스_광역_스킬,200,25,,1,,,,,heal,target,,skill_end,5,100,target_max_hp,25,cure,target,,skill_hit,1,100,,100,,,,,,,,,,,,,,,,,,,,,,체력이 낮은 아군의 생명력을 회복시킵니다. 해로운 효과를 해제합니다.,,,
280028,code,status_effect,힘 대 힘 대결,주는 피해량 900% 증가. 탱커만 적용,res/ui/icons/skill/208633.png,,1,,,,,,instant,magical,,-1,,indie_time_short,0,,enemy_random,5,0,3,,,미분류,,0,,1,,,,,dmg_up,enemy_tanker_only,5,skill_start,-1,100,,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,파워드래곤의 시험입니다. 방어형 드래곤의 주는 피해량이 900% 증가합니다.,,,
280029,script,skill_boss_infinitepowerdragon_1,어둠은 물러가라,시작 어둠속성 배제 스킬 (파다닉 배제),res/ui/icons/skill/208764.png,,1,,,,,pose_1,instant,physical,,-2,,indie_time,0,,enemy_random,5,3,30,0.3 * atk + atk * 10 * CON(target_attr == 'dark'),,보스_광역_스킬,200,500,all,1,,,,,remove,target,5,skill_hit,0.3,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"이 공격은 방어력, 수호, 무적, 부활등의 모든 방어 수단을 무시하며 어둠 속성 대상에게는 20배의 피해를 입힙니다. 이 공격은 반드시 적중합니다.",,어둠은 물러가라! 이건 자연의 시험이다!,1
280030,script,skill_boss_infinitepowerdragon_4,힘을 빛으로!,일반공격 설명용,res/ui/icons/skill/214611.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넘치는 힘을 에너지포로 변환하여 공격합니다. 일반 공격 대신 발동합니다.,,,
280031,script,skill_boss_infinitepowerdragon_4,힘을 빛으로!,일반공격 구현용,res/ui/icons/skill/214611.png,,1,,,,,,instant,physical,,-2,,indie_time_short,1,,enemy_distance_y,1,0,0,atk,탄막,보스_광역_스킬,100,1800,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,넘치는 힘을 에너지포로 변환하여 공격합니다. 일반 공격 대신 발동합니다.,,,
280032,script,skill_boss_infinitepowerdragon_3,버텨보아라!,전체피해 + 디버프 견제,res/ui/icons/skill/210241.png,res/effect/skill_mellowdragon/skill_mellowdragon.vrp,1,200,,,,attack,instant,magical,,-2,,indie_turn,3,,enemy_distance_line,5,0,20,"atk*(3^(STATUSEFFECT_COUNT('def_down' , 'name')+STATUSEFFECT_COUNT('aspd_down' , 'name')+STATUSEFFECT_COUNT('dot_dmg' , 'type')))",,보스_광역_스킬,100,1500,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"대자연의 파동으로 큰 충격을 줍니다. 해로운 효과 상태일 경우, 공격력 감소 효과를 제외한 해로운 효과 1개당 피해량이 300% 증가합니다.",,버텨보아라!,0
280033,script,skill_boss_infinitepowerdragon_2,메테오 레인,보호막 제거 + 회복불가,res/ui/icons/skill/214633.png,,1,,,,,,instant,physical,,-1,,indie_time,10,,enemy_distance_line,5,0,20,atk,탄막,보스_광역_스킬,20,1000,,3,,,,,recovery_dec,target,,skill_hit,10,70,,100,remove_barrier_protection_time,target,,skill_start,0,100,,1,,,,,,,,,,,,,,,,,,,,,,"엄청난 수의 운석이 떨어집니다. 피격 시, 회복량이 감소합니다.",,살아서 돌아갈 생각하지 마라!,0
280034,code,skill_spatter,이정도는 버텨내라!,방어력 체크 스킬,res/ui/icons/skill/211111.png,res/missile/missile_ball/missile_ball_@.vrp,1,res/missile/motion_streak/motion_streak_water.png,,,,attack,instant,physical,,-1,,indie_time,11,,enemy_def_high,1,0,10,def*(14000-(target_def))*0.0001,,보스_광역_스킬,100,1000,all,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"일정시간마다 가장 방어력이 높은 대상에게 10회에 걸쳐 튕기는 구체가 모든 방어 수단을 무시한 피해를 가합니다. 대상의 방어력이 낮을수록 피해량이 상승하며, 만약 대상의 방어력이 13000이상일 경우 피해가 무효화 됩니다.",,너의 강인함은 어느정도인가!,0
280035,code,skill_spatter,인내의 시험,방어력 체크 스킬,res/ui/icons/skill/211121.png,res/missile/missile_ball/missile_ball_@.vrp,2,res/missile/motion_streak/motion_streak_water.png,,,,attack,instant,physical,,-1,,indie_time,11,,enemy_def_high,1,0,10,def*(22000-(target_def))*0.0001,,보스_광역_스킬,100,1000,all,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"일정시간마다 가장 방어력이 높은 대상에게 10회에 걸쳐 튕기는 구체가 모든 방어 수단을 무시한 피해를 가합니다. 대상의 방어력이 낮을수록 피해량이 상승하며, 만약 대상의 방어력이 22000이상일 경우 피해가 무효화 됩니다.",,너의 강인함은 어느정도인가!,0
280036,code,status_effect,광폭화2,보스 몬스터 전용,res/ui/icons/skill/200221.png,,1,,,,,,instant,physical,,-1,,indie_time_short,20,,self,1,0,0,,,미분류,,0,,1,,,,,passive_fury,self,,skill_start,-1,100,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20초마다 피해량이 증가합니다. 이 효과는 무한히 중첩되며 해제할 수 없습니다.,,,
300000,code,skill_summon,도토리 폭탄을 받아라!,대왕다람쥐 전용,res/ui/icons/skill/206245.png,300000,1,,,,,skill_2,instant,magical,MC01,0,,basic_turn,1,,enemy_distance_line,99,0,1,atk,,보스_광역_스킬,1,600,,1,burn,1,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301001,code,missile_move_high_angle        ,스컬 공격,앙그라의 차원문1_강화 스컬_0,res/ui/icons/skill/203311.png,res/missile/missile_flame/missile_flame_fire.vrp,0.5,res/missile/motion_streak/motion_streak_white.png,res/effect/skill_explosion/skill_explosion_fire.vrp,,,attack,instant,physical,,-1,,basic,1,,enemy_distance_line,3,0,0,atk,,일반_광역_일반,100,1000,,1,100,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무작위 적 대상과 그 주변에게 보통의 피해를 줍니다.,,,
301002,code,status_effect,중첩 강화,앙그라의 차원문1_강화 스컬_1,res/ui/icons/skill/206245.png,,,,,,,attack,instant,magical,,-1,,indie_time_short,1,,self,1,0,1,,,미분류,,0,,1,,,,,passive_atk_up_time,self,,skill_start,-1,100,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,처치하지 않으면 계속해서 커지고 공격력이 상승합니다.,,,
